Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Mcavernosa.maker.proteins
OG0015236	XP_020619967.1, XP_020603814.1	Mcavernosa01178-RA
OG0015237	XP_020603839.1	Mcavernosa22448-RA
OG0015238	XP_020603906.1, XP_020603907.1	Mcavernosa02295-RA
OG0015239	XP_020603953.1	Mcavernosa08592-RA, Mcavernosa08594-RA
OG0015240	XP_020603955.1	Mcavernosa08586-RA
OG0015241	XP_020604029.1	Mcavernosa01274-RA
OG0015242	XP_020604042.1	Mcavernosa25652-RA
OG0015243	XP_020604128.1	Mcavernosa25380-RA
OG0015244	XP_020604228.1, XP_020604229.1	Mcavernosa25201-RA, Mcavernosa25205-RA
OG0015245	XP_020604240.1	Mcavernosa25202-RA, Mcavernosa25210-RA, Mcavernosa25209-RA
OG0015246	XP_020604266.1	Mcavernosa10893-RA
OG0015247	XP_020604355.1	Mcavernosa25184-RA
OG0015249	XP_020604449.1	Mcavernosa31001-RA
OG0015250	XP_020604471.1	Mcavernosa31017-RA
OG0015251	XP_020604473.1	Mcavernosa31021-RA
OG0015252	XP_020604560.1	Mcavernosa03205-RA, Mcavernosa03202-RA
OG0015253	XP_020604613.1, XP_020604614.1	Mcavernosa05106-RA
OG0015254	XP_020625058.1, XP_020604633.1	Mcavernosa28451-RA
OG0015255	XP_020604665.1	Mcavernosa16937-RA
OG0015256	XP_020604711.1, XP_020604712.1	Mcavernosa16971-RA
OG0015257	XP_020604763.1	Mcavernosa33040-RA
OG0015258	XP_020604800.1	Mcavernosa23061-RA
OG0015259	XP_020604823.1	Mcavernosa11408-RA
OG0015260	XP_020604872.1	Mcavernosa16259-RA
OG0015261	XP_020604927.1	Mcavernosa16990-RA
OG0015262	XP_020605002.1, XP_020605003.1	Mcavernosa27583-RA
OG0015263	XP_020605037.1	Mcavernosa12072-RA
OG0015264	XP_020605060.1	Mcavernosa11993-RA
OG0015265	XP_020605096.1, XP_020605097.1	Mcavernosa09539-RA
OG0015267	XP_020605152.1	Mcavernosa30824-RA
OG0015268	XP_020605213.1	Mcavernosa21423-RA
OG0015269	XP_020605309.1	Mcavernosa33117-RA, Mcavernosa07605-RA, Mcavernosa07609-RA
OG0015270	XP_020605327.1	Mcavernosa15103-RA
OG0015271	XP_020605344.1	Mcavernosa15123-RA
OG0015272	XP_020605379.1, XP_020605380.1	Mcavernosa27599-RA
OG0015273	XP_020605411.1	Mcavernosa15604-RA
OG0015274	XP_020605418.1	Mcavernosa15628-RA
OG0015276	XP_020605534.1	Mcavernosa30201-RA, Mcavernosa34176-RA, Mcavernosa13333-RA
OG0015277	XP_020605538.1, XP_020605536.1	Mcavernosa24547-RA
OG0015278	XP_020605542.1	Mcavernosa24545-RA
OG0015279	XP_020605620.1, XP_020605570.1	Mcavernosa32833-RA
OG0015280	XP_020605611.1	Mcavernosa29141-RA
OG0015281	XP_020605645.1, XP_020605638.1	Mcavernosa07579-RA
OG0015282	XP_020605665.1	Mcavernosa07552-RA
OG0015283	XP_020605703.1	Mcavernosa17116-RA
OG0015284	XP_020605770.1	Mcavernosa17126-RA
OG0015285	XP_020605868.1	Mcavernosa12169-RA
OG0015286	XP_020605891.1	Mcavernosa03284-RA
OG0015287	XP_020605904.1	Mcavernosa03276-RA
OG0015289	XP_020605971.1	Mcavernosa07588-RA, Mcavernosa07589-RA
OG0015290	XP_020605993.1	Mcavernosa24331-RA
OG0015291	XP_020606029.1, XP_020606028.1, XP_020606085.1	Mcavernosa13545-RA
OG0015292	XP_020606063.1, XP_020606054.1, XP_020606035.1	Mcavernosa06191-RA
OG0015293	XP_020606060.1	Mcavernosa27694-RA, Mcavernosa27041-RA
OG0015294	XP_020606089.1, XP_020606087.1	Mcavernosa27059-RA
OG0015295	XP_020606219.1	Mcavernosa29927-RA
OG0015296	XP_020606338.1, XP_020606337.1, XP_020606339.1	Mcavernosa33298-RA
OG0015299	XP_020606418.1	Mcavernosa09446-RA, Mcavernosa06845-RA
OG0015300	XP_020606424.1, XP_020613955.1	Mcavernosa22525-RA
OG0015301	XP_020606462.1	Mcavernosa28780-RA
OG0015303	XP_020606689.1	Mcavernosa15247-RA
OG0015304	XP_020606692.1	Mcavernosa15256-RA
OG0015305	XP_020606813.1	Mcavernosa32651-RA
OG0015308	XP_020606902.1	Mcavernosa02697-RA
OG0015310	XP_020606998.1, XP_020606997.1	Mcavernosa14821-RA
OG0015311	XP_020607028.1	Mcavernosa15911-RA
OG0015312	XP_020607063.1	Mcavernosa26734-RA
OG0015314	XP_020607312.1	Mcavernosa03265-RA
OG0015315	XP_020607330.1	Mcavernosa04741-RA
OG0015317	XP_020607453.1	Mcavernosa09721-RA
OG0015318	XP_020607545.1	Mcavernosa15798-RA
OG0015319	XP_020607584.1	Mcavernosa31386-RA
OG0015320	XP_020607619.1	Mcavernosa03256-RA
OG0015321	XP_020607671.1	Mcavernosa22697-RA
OG0015322	XP_020607745.1	Mcavernosa31152-RA
OG0015323	XP_020607749.1	Mcavernosa15629-RA
OG0015324	XP_020607803.1, XP_020607804.1, XP_020607802.1	Mcavernosa15714-RA
OG0015325	XP_020607986.1	Mcavernosa10824-RA
OG0015327	XP_020607994.1, XP_020607995.1	Mcavernosa28438-RA
OG0015328	XP_020608016.1	Mcavernosa10814-RA
OG0015329	XP_020608141.1	Mcavernosa08377-RA
OG0015330	XP_020608155.1	Mcavernosa17867-RA
OG0015331	XP_020608270.1	Mcavernosa22388-RA
OG0015332	XP_020608397.1	Mcavernosa18345-RA
OG0015333	XP_020608512.1	Mcavernosa20103-RA
OG0015334	XP_020608583.1	Mcavernosa23108-RA
OG0015335	XP_020608634.1, XP_020608628.1	Mcavernosa10406-RA
OG0015336	XP_020608653.1	Mcavernosa20041-RA
OG0015337	XP_020608671.1	Mcavernosa05807-RA
OG0015338	XP_020608688.1	Mcavernosa11716-RA
OG0015339	XP_020608693.1	Mcavernosa27665-RA
OG0015340	XP_020608697.1	Mcavernosa11726-RA
OG0015341	XP_020608750.1, XP_020612097.1, XP_020621162.1	Mcavernosa26493-RA
OG0015342	XP_020608816.1	Mcavernosa30738-RA
OG0015343	XP_020608880.1	Mcavernosa13859-RA
OG0015344	XP_020608916.1	Mcavernosa15737-RA
OG0015345	XP_020608938.1	Mcavernosa22479-RA
OG0015346	XP_020608947.1	Mcavernosa17150-RA
OG0015347	XP_020608953.1	Mcavernosa01326-RA
OG0015348	XP_020608981.1	Mcavernosa01356-RA
OG0015349	XP_020608987.1	Mcavernosa01325-RA
OG0015350	XP_020609009.1, XP_020609010.1	Mcavernosa09482-RA
OG0015351	XP_020609076.1	Mcavernosa27285-RA
OG0015352	XP_020609087.1	Mcavernosa22481-RA
OG0015353	XP_020609114.1	Mcavernosa26069-RA
OG0015355	XP_020609242.1	Mcavernosa14191-RA
OG0015356	XP_020609346.1	Mcavernosa08740-RA
OG0015357	XP_020609454.1, XP_020609446.1, XP_020609447.1	Mcavernosa03053-RA
OG0015358	XP_020609496.1	Mcavernosa31242-RA
OG0015362	XP_020609793.1	Mcavernosa10119-RA
OG0015363	XP_020609827.1	Mcavernosa21667-RA
OG0015364	XP_020609863.1	Mcavernosa21668-RA
OG0015365	XP_020609866.1	Mcavernosa17048-RA
OG0015366	XP_020609879.1	Mcavernosa17041-RA
OG0015367	XP_020609895.1	Mcavernosa21676-RA
OG0015368	XP_020609906.1	Mcavernosa15016-RA
OG0015369	XP_020609924.1	Mcavernosa10701-RA
OG0015370	XP_020609962.1	Mcavernosa07848-RA
OG0015371	XP_020610169.1	Mcavernosa07273-RA
OG0015372	XP_020610220.1	Mcavernosa02236-RA
OG0015373	XP_020610251.1, XP_020610249.1, XP_020610252.1	Mcavernosa31888-RA
OG0015374	XP_020610266.1	Mcavernosa26551-RA
OG0015375	XP_020610309.1, XP_020610310.1	Mcavernosa18578-RA
OG0015376	XP_020610356.1	Mcavernosa10004-RA
OG0015377	XP_020610476.1, XP_020610477.1, XP_020610481.1	Mcavernosa10051-RA
OG0015378	XP_020610519.1	Mcavernosa34319-RA
OG0015381	XP_020610859.1	Mcavernosa13724-RA
OG0015382	XP_020610870.1	Mcavernosa21810-RA
OG0015383	XP_020610874.1	Mcavernosa21813-RA
OG0015385	XP_020611065.1, XP_020611066.1	Mcavernosa16298-RA
OG0015386	XP_020611099.1	Mcavernosa16307-RA
OG0015387	XP_020611191.1	Mcavernosa25141-RA
OG0015388	XP_020611214.1	Mcavernosa25151-RA
OG0015389	XP_020611238.1	Mcavernosa25149-RA
OG0015390	XP_020611248.1, XP_020611250.1, XP_020611251.1	Mcavernosa01809-RA
OG0015391	XP_020611321.1	Mcavernosa31434-RA
OG0015392	XP_020611326.1	Mcavernosa05667-RA
OG0015393	XP_020611366.1, XP_020611379.1	Mcavernosa00011-RA
OG0015394	XP_020611386.1	Mcavernosa05701-RA
OG0015395	XP_020611414.1	Mcavernosa00221-RA
OG0015397	XP_020611497.1	Mcavernosa00241-RA
OG0015398	XP_020611498.1	Mcavernosa00207-RA
OG0015399	XP_020611518.1, XP_020611515.1	Mcavernosa11475-RA
OG0015400	XP_020611537.1	Mcavernosa00201-RA
OG0015401	XP_020611552.1, XP_020611545.1	Mcavernosa08318-RA
OG0015404	XP_020611659.1	Mcavernosa01985-RA
OG0015405	XP_020611718.1	Mcavernosa24752-RA
OG0015407	XP_020611823.1	Mcavernosa29085-RA
OG0015408	XP_020611828.1	Mcavernosa14306-RA, Mcavernosa14308-RA
OG0015409	XP_020611927.1	Mcavernosa18902-RA
OG0015410	XP_020611960.1, XP_020611953.1	Mcavernosa28718-RA
OG0015411	XP_020612013.1	Mcavernosa12306-RA
OG0015412	XP_020612021.1	Mcavernosa12265-RA
OG0015414	XP_020612200.1	Mcavernosa02108-RA, Mcavernosa34250-RA
OG0015415	XP_020612247.1	Mcavernosa03452-RA
OG0015416	XP_020612249.1	Mcavernosa03802-RA, Mcavernosa03466-RA
OG0015417	XP_020612442.1	Mcavernosa12140-RA
OG0015419	XP_020612623.1	Mcavernosa15577-RA
OG0015421	XP_020612804.1, XP_020612805.1	Mcavernosa30236-RA
OG0015422	XP_020612988.1	Mcavernosa05661-RA
OG0015423	XP_020614976.1, XP_020613050.1, XP_020614975.1	Mcavernosa19068-RA
OG0015424	XP_020613063.1	Mcavernosa11814-RA
OG0015426	XP_020625397.1, XP_020613133.1	Mcavernosa02930-RA
OG0015427	XP_020613175.1, XP_020613180.1	Mcavernosa21977-RA
OG0015428	XP_020613245.1	Mcavernosa02231-RA
OG0015429	XP_020613348.1	Mcavernosa32386-RA
OG0015430	XP_020613359.1	Mcavernosa20818-RA
OG0015431	XP_020613377.1	Mcavernosa07741-RA
OG0015432	XP_020613398.1	Mcavernosa25069-RA
OG0015434	XP_020613451.1	Mcavernosa07749-RA
OG0015436	XP_020613534.1	Mcavernosa22540-RA
OG0015437	XP_020613544.1	Mcavernosa22533-RA
OG0015438	XP_020613894.1, XP_020613553.1, XP_020613552.1	Mcavernosa06598-RA
OG0015439	XP_020613558.1	Mcavernosa28810-RA
OG0015440	XP_020613564.1	Mcavernosa22524-RA
OG0015441	XP_020613629.1	Mcavernosa29051-RA
OG0015443	XP_020613836.1	Mcavernosa05820-RA
OG0015444	XP_020613925.1, XP_020625421.1	Mcavernosa13674-RA
OG0015445	XP_020613961.1	Mcavernosa08922-RA
OG0015446	XP_020614066.1	Mcavernosa29953-RA
OG0015447	XP_020614124.1	Mcavernosa21921-RA
OG0015448	XP_020614131.1, XP_020614129.1, XP_020614130.1	Mcavernosa25494-RA
OG0015449	XP_020614134.1	Mcavernosa21912-RA
OG0015450	XP_020614162.1	Mcavernosa15754-RA
OG0015452	XP_020614182.1	Mcavernosa15421-RA
OG0015455	XP_020614313.1, XP_020614306.1	Mcavernosa14476-RA
OG0015456	XP_020614364.1, XP_020614365.1, XP_020614366.1	Mcavernosa20434-RA
OG0015457	XP_020614367.1	Mcavernosa21922-RA
OG0015458	XP_020614391.1	Mcavernosa01399-RA, Mcavernosa04430-RA
OG0015459	XP_020614418.1	Mcavernosa08640-RA
OG0015460	XP_020614419.1	Mcavernosa08636-RA
OG0015461	XP_020614499.1	Mcavernosa19246-RA
OG0015462	XP_020614522.1	Mcavernosa06097-RA
OG0015463	XP_020614571.1	Mcavernosa09353-RA
OG0015464	XP_020614628.1	Mcavernosa22642-RA
OG0015465	XP_020614651.1	Mcavernosa09358-RA
OG0015466	XP_020614673.1	Mcavernosa06088-RA
OG0015467	XP_020614749.1	Mcavernosa16994-RA
OG0015468	XP_020614752.1, XP_020614751.1	Mcavernosa16995-RA
OG0015469	XP_020614762.1	Mcavernosa14291-RA, Mcavernosa14292-RA
OG0015470	XP_020614796.1, XP_020614793.1	Mcavernosa18785-RA
OG0015472	XP_020614856.1	Mcavernosa13421-RA
OG0015477	XP_020615156.1	Mcavernosa30535-RA
OG0015478	XP_020615176.1, XP_020620928.1	Mcavernosa31643-RA
OG0015479	XP_020615215.1	Mcavernosa22677-RA
OG0015480	XP_020615282.1, XP_020624573.1	Mcavernosa18512-RA
OG0015482	XP_020615312.1	Mcavernosa10207-RA
OG0015483	XP_020615434.1, XP_020615442.1, XP_020615425.1	Mcavernosa03536-RA
OG0015484	XP_020615580.1	Mcavernosa34234-RA
OG0015486	XP_020615718.1	Mcavernosa09949-RA
OG0015487	XP_020615836.1	Mcavernosa23912-RA
OG0015488	XP_020615846.1	Mcavernosa10301-RA
OG0015489	XP_020615855.1	Mcavernosa10309-RA
OG0015490	XP_020616252.1	Mcavernosa08523-RA
OG0015492	XP_020616323.1, XP_020616324.1	Mcavernosa14423-RA
OG0015493	XP_020616419.1	Mcavernosa08522-RA
OG0015494	XP_020616421.1	Mcavernosa22805-RA
OG0015495	XP_020616442.1	Mcavernosa14402-RA
OG0015497	XP_020616555.1, XP_020616554.1	Mcavernosa19808-RA
OG0015499	XP_020616661.1	Mcavernosa12847-RA
OG0015500	XP_020616816.1	Mcavernosa11160-RA
OG0015501	XP_020616836.1	Mcavernosa26315-RA
OG0015502	XP_020616842.1	Mcavernosa34750-RA, Mcavernosa34749-RA
OG0015505	XP_020616946.1	Mcavernosa33205-RA
OG0015506	XP_020616954.1	Mcavernosa34243-RA
OG0015507	XP_020616991.1, XP_020616992.1	Mcavernosa05256-RA
OG0015508	XP_020617014.1	Mcavernosa05268-RA
OG0015509	XP_020617164.1	Mcavernosa16809-RA
OG0015510	XP_020617183.1	Mcavernosa20149-RA, Mcavernosa20151-RA
OG0015511	XP_020617233.1	Mcavernosa09394-RA
OG0015512	XP_020617293.1	Mcavernosa09077-RA
OG0015513	XP_020617385.1	Mcavernosa10567-RA
OG0015514	XP_020617423.1	Mcavernosa20897-RA
OG0015516	XP_020617566.1	Mcavernosa26520-RA
OG0015518	XP_020617581.1	Mcavernosa26518-RA
OG0015519	XP_020617760.1	Mcavernosa17474-RA
OG0015520	XP_020617881.1	Mcavernosa18091-RA, Mcavernosa18095-RA, Mcavernosa25852-RA
OG0015521	XP_020618005.1, XP_020618001.1	Mcavernosa02128-RA
OG0015522	XP_020618188.1	Mcavernosa19631-RA
OG0015523	XP_020618281.1	Mcavernosa01669-RA
OG0015524	XP_020618436.1	Mcavernosa03338-RA
OG0015525	XP_020618460.1	Mcavernosa03299-RA
OG0015526	XP_020618461.1	Mcavernosa03296-RA
OG0015527	XP_020618491.1	Mcavernosa03323-RA
OG0015528	XP_020618528.1	Mcavernosa16059-RA
OG0015529	XP_020618582.1	Mcavernosa07504-RA
OG0015530	XP_020618627.1	Mcavernosa04526-RA
OG0015531	XP_020618655.1, XP_020618656.1, XP_020618657.1	Mcavernosa22425-RA
OG0015532	XP_020618706.1, XP_020618712.1	Mcavernosa07441-RA
OG0015533	XP_020618707.1	Mcavernosa20918-RA
OG0015534	XP_020618708.1	Mcavernosa15112-RA
OG0015535	XP_020618810.1	Mcavernosa13804-RA
OG0015536	XP_020618814.1	Mcavernosa13784-RA
OG0015537	XP_020618822.1	Mcavernosa23753-RA
OG0015540	XP_020618877.1	Mcavernosa13774-RA
OG0015541	XP_020618915.1	Mcavernosa15336-RA
OG0015542	XP_020618955.1	Mcavernosa20540-RA
OG0015543	XP_020619224.1, XP_020619223.1	Mcavernosa10932-RA
OG0015544	XP_020619243.1, XP_020619244.1	Mcavernosa04263-RA
OG0015545	XP_020619304.1	Mcavernosa12516-RA, Mcavernosa12518-RA
OG0015546	XP_020619305.1	Mcavernosa20183-RA
OG0015547	XP_020619500.1	Mcavernosa29701-RA
OG0015548	XP_020619572.1	Mcavernosa08791-RA
OG0015549	XP_020619652.1	Mcavernosa23577-RA
OG0015550	XP_020619739.1	Mcavernosa07396-RA
OG0015551	XP_020619811.1	Mcavernosa02184-RA
OG0015552	XP_020619820.1	Mcavernosa17889-RA
OG0015553	XP_020619842.1	Mcavernosa07376-RA
OG0015554	XP_020619847.1	Mcavernosa02214-RA
OG0015555	XP_020619908.1	Mcavernosa18803-RA
OG0015556	XP_020619922.1	Mcavernosa18794-RA
OG0015557	XP_020619958.1	Mcavernosa04992-RA
OG0015558	XP_020619962.1	Mcavernosa18801-RA
OG0015560	XP_020620007.1	Mcavernosa34617-RA
OG0015562	XP_020620162.1	Mcavernosa04718-RA
OG0015563	XP_020620208.1	Mcavernosa16264-RA
OG0015564	XP_020620256.1	Mcavernosa09602-RA
OG0015566	XP_020620383.1	Mcavernosa19573-RA, Mcavernosa19568-RA, Mcavernosa19570-RA
OG0015567	XP_020620576.1	Mcavernosa25458-RA
OG0015568	XP_020620598.1	Mcavernosa25244-RA
OG0015571	XP_020620950.1, XP_020620883.1	Mcavernosa11091-RA
OG0015573	XP_020620982.1	Mcavernosa26519-RA
OG0015575	XP_020621018.1	Mcavernosa26436-RA, Mcavernosa26433-RA, Mcavernosa26439-RA
OG0015579	XP_020621329.1, XP_020621328.1	Mcavernosa15440-RA
OG0015580	XP_020621364.1	Mcavernosa12438-RA
OG0015581	XP_020621406.1	Mcavernosa28662-RA
OG0015582	XP_020621488.1, XP_020621731.1	Mcavernosa13624-RA
OG0015583	XP_020621503.1	Mcavernosa26226-RA
OG0015584	XP_020621590.1	Mcavernosa25703-RA
OG0015585	XP_020621618.1	Mcavernosa28657-RA
OG0015586	XP_020621692.1	Mcavernosa22920-RA
OG0015587	XP_020621780.1	Mcavernosa00783-RA
OG0015588	XP_020621851.1	Mcavernosa15955-RA
OG0015589	XP_020621871.1	Mcavernosa03494-RA
OG0015591	XP_020621894.1	Mcavernosa15958-RA
OG0015593	XP_020622056.1	Mcavernosa31808-RA
OG0015594	XP_020622059.1	Mcavernosa31830-RA
OG0015595	XP_020622062.1	Mcavernosa27235-RA
OG0015596	XP_020622070.1	Mcavernosa07611-RA
OG0015597	XP_020622176.1	Mcavernosa25272-RA
OG0015599	XP_020622291.1	Mcavernosa01041-RA
OG0015600	XP_020622311.1	Mcavernosa01010-RA
OG0015601	XP_020622323.1	Mcavernosa01117-RA
OG0015602	XP_020622449.1	Mcavernosa01008-RA
OG0015603	XP_020622470.1	Mcavernosa01146-RA
OG0015604	XP_020622471.1	Mcavernosa01059-RA
OG0015605	XP_020622490.1	Mcavernosa30069-RA
OG0015606	XP_020622527.1	Mcavernosa23953-RA
OG0015607	XP_020622599.1	Mcavernosa17205-RA
OG0015609	XP_020622691.1	Mcavernosa27721-RA
OG0015610	XP_020622868.1, XP_020622867.1	Mcavernosa06921-RA
OG0015611	XP_020622990.1	Mcavernosa20311-RA
OG0015612	XP_020622992.1	Mcavernosa01853-RA
OG0015613	XP_020623005.1	Mcavernosa20312-RA
OG0015615	XP_020623055.1	Mcavernosa03958-RA
OG0015616	XP_020623064.1	Mcavernosa03964-RA
OG0015618	XP_020623102.1	Mcavernosa03948-RA
OG0015619	XP_020623109.1	Mcavernosa03959-RA
OG0015620	XP_020623125.1, XP_020623126.1	Mcavernosa13693-RA
OG0015621	XP_020623135.1	Mcavernosa10843-RA
OG0015622	XP_020623159.1	Mcavernosa22813-RA
OG0015623	XP_020623289.1	Mcavernosa03688-RA
OG0015625	XP_020623375.1, XP_020623376.1	Mcavernosa31632-RA, Mcavernosa31631-RA
OG0015626	XP_020623387.1	Mcavernosa31610-RA
OG0015629	XP_020623563.1	Mcavernosa21476-RA
OG0015630	XP_020623591.1, XP_020623584.1	Mcavernosa19686-RA
OG0015631	XP_020623607.1	Mcavernosa06813-RA
OG0015632	XP_020623609.1	Mcavernosa31625-RA
OG0015633	XP_020623660.1, XP_020623661.1	Mcavernosa27995-RA
OG0015634	XP_020623790.1	Mcavernosa23543-RA
OG0015635	XP_020623811.1	Mcavernosa22608-RA
OG0015636	XP_020623812.1	Mcavernosa22611-RA
OG0015637	XP_020623826.1, XP_020623827.1	Mcavernosa14504-RA
OG0015638	XP_020623883.1	Mcavernosa22605-RA
OG0015639	XP_020623911.1	Mcavernosa01789-RA
OG0015639	XP_020623902.1	Mcavernosa01787-RA
OG0015641	XP_020624012.1	Mcavernosa04692-RA
OG0015642	XP_020624015.1	Mcavernosa04690-RA
OG0015643	XP_020624052.1	Mcavernosa20266-RA
OG0015644	XP_020624056.1	Mcavernosa12188-RA
OG0015646	XP_020624199.1	Mcavernosa00508-RA
OG0015647	XP_020624215.1	Mcavernosa21167-RA
OG0015649	XP_020624243.1	Mcavernosa13139-RA
OG0015650	XP_020624249.1, XP_020624250.1	Mcavernosa07130-RA
OG0015651	XP_020624251.1	Mcavernosa07131-RA
OG0015652	XP_020624252.1	Mcavernosa06221-RA
OG0015653	XP_020624255.1	Mcavernosa07138-RA
OG0015654	XP_020624398.1	Mcavernosa13905-RA
OG0015655	XP_020624434.1	Mcavernosa22377-RA, Mcavernosa17708-RA
OG0015656	XP_020624623.1	Mcavernosa00361-RA
OG0015657	XP_020624634.1, XP_020624627.1	Mcavernosa10846-RA
OG0015659	XP_020624651.1, XP_020624650.1	Mcavernosa00336-RA, Mcavernosa00339-RA
OG0015660	XP_020624667.1	Mcavernosa10502-RA
OG0015664	XP_020624806.1, XP_020624807.1	Mcavernosa00387-RA
OG0015665	XP_020624831.1	Mcavernosa34766-RA
OG0015666	XP_020624948.1	Mcavernosa09194-RA
OG0015667	XP_020624966.1, XP_020624967.1, XP_020624965.1	Mcavernosa29113-RA
OG0015668	XP_020625074.1	Mcavernosa29008-RA
OG0015668	XP_020625027.1	Mcavernosa29004-RA
OG0015669	XP_020625047.1, XP_020625049.1	Mcavernosa00169-RA
OG0015670	XP_020625197.1, XP_020625195.1, XP_020625196.1	Mcavernosa12565-RA
OG0015671	XP_020625228.1	Mcavernosa16003-RA
OG0015672	XP_020625237.1, XP_020625236.1	Mcavernosa12557-RA
OG0015675	XP_020625374.1	Mcavernosa28834-RA
OG0015676	XP_020625438.1, XP_020625436.1	Mcavernosa30995-RA
OG0015678	XP_020625486.1	Mcavernosa17834-RA
OG0015679	XP_020625524.1	Mcavernosa31218-RA
OG0015680	XP_020625657.1	Mcavernosa18203-RA
OG0015681	XP_020625688.1	Mcavernosa23960-RA
OG0015682	XP_020625815.1	Mcavernosa19465-RA
OG0015684	XP_020625878.1, XP_020625845.1	Mcavernosa08949-RA
OG0015685	XP_020625862.1	Mcavernosa23944-RA
OG0015686	XP_020625903.1	Mcavernosa10515-RA
OG0015687	XP_020626007.1, XP_020626006.1	Mcavernosa04409-RA
OG0015688	XP_020626028.1	Mcavernosa19699-RA
OG0015689	XP_020626058.1	Mcavernosa18726-RA
OG0015690	XP_020626110.1	Mcavernosa20009-RA
OG0015691	XP_020626250.1	Mcavernosa32572-RA
OG0015693	XP_020626296.1	Mcavernosa35189-RA
OG0015694	XP_020626328.1	Mcavernosa24808-RA
OG0015695	XP_020626329.1	Mcavernosa24807-RA
OG0015696	XP_020626360.1, XP_020626332.1	Mcavernosa05912-RA
OG0015697	XP_020626337.1	Mcavernosa27219-RA
OG0015699	XP_020626402.1	Mcavernosa30522-RA
OG0015700	XP_020626425.1	Mcavernosa23052-RA
OG0015701	XP_020626451.1	Mcavernosa02777-RA
OG0015702	XP_020626483.1	Mcavernosa20768-RA
OG0015703	XP_020626512.1	Mcavernosa11101-RA
OG0015704	XP_020626570.1	Mcavernosa14693-RA
OG0015705	XP_020626613.1	Mcavernosa14702-RA
OG0015706	XP_020626625.1	Mcavernosa11097-RA
OG0015707	XP_020626632.1	Mcavernosa14694-RA
OG0015708	XP_020626655.1	Mcavernosa14737-RA, Mcavernosa14739-RA
OG0015709	XP_020626700.1	Mcavernosa29896-RA
OG0015711	XP_020626869.1	Mcavernosa25315-RA
OG0015712	XP_020626899.1, XP_020626898.1, XP_020626897.1	Mcavernosa02386-RA
OG0015713	XP_020626943.1	Mcavernosa24961-RA, Mcavernosa24959-RA
OG0015714	XP_020626944.1	Mcavernosa26881-RA
OG0015716	XP_020626998.1	Mcavernosa25335-RA
OG0015717	XP_020627019.1	Mcavernosa24997-RA
OG0015719	XP_020627087.1	Mcavernosa17725-RA, Mcavernosa17721-RA, Mcavernosa17727-RA
OG0015720	XP_020627174.1	Mcavernosa01459-RA
OG0015721	XP_020627184.1	Mcavernosa10477-RA
OG0015723	XP_020627195.1	Mcavernosa10476-RA
OG0015724	XP_020627264.1	Mcavernosa10490-RA
OG0015725	XP_020627282.1	Mcavernosa11500-RA
OG0015726	XP_020627322.1	Mcavernosa18295-RA
OG0015727	XP_020627437.1	Mcavernosa13596-RA
OG0015728	XP_020627448.1	Mcavernosa26276-RA
OG0015729	XP_020627486.1	Mcavernosa13576-RA
OG0015732	XP_020627610.1	Mcavernosa02487-RA
OG0015733	XP_020627620.1	Mcavernosa14725-RA
OG0015734	XP_020627649.1, XP_020627656.1	Mcavernosa16604-RA
OG0015735	XP_020627665.1	Mcavernosa20552-RA
OG0015736	XP_020627673.1	Mcavernosa24447-RA
OG0015737	XP_020627724.1, XP_020627722.1	Mcavernosa26820-RA
OG0015738	XP_020627774.1	Mcavernosa26815-RA
OG0015739	XP_020627868.1	Mcavernosa14123-RA
OG0015740	XP_020627981.1	Mcavernosa25555-RA
OG0015742	XP_020628141.1	Mcavernosa21369-RA
OG0015744	XP_020628182.1	Mcavernosa21365-RA
OG0015745	XP_020628207.1, XP_020628208.1	Mcavernosa05081-RA
OG0015746	XP_020628365.1, XP_020628373.1	Mcavernosa30073-RA
OG0015748	XP_020628684.1	Mcavernosa11287-RA
OG0015750	XP_020628704.1	Mcavernosa14778-RA
OG0015751	XP_020628730.1	Mcavernosa14777-RA
OG0015753	XP_020628790.1	Mcavernosa22314-RA
OG0015756	XP_020628965.1, XP_020628964.1	Mcavernosa30100-RA
OG0015757	XP_020628966.1	Mcavernosa04314-RA
OG0015758	XP_020629073.1	Mcavernosa27852-RA
OG0015759	XP_020629106.1	Mcavernosa09043-RA
OG0015760	XP_020629305.1	Mcavernosa09649-RA
OG0015762	XP_020629339.1	Mcavernosa21784-RA
OG0015764	XP_020629419.1	Mcavernosa23890-RA
OG0015767	XP_020629539.1	Mcavernosa01140-RA
OG0015768	XP_020629540.1	Mcavernosa35018-RA
OG0015769	XP_020629562.1	Mcavernosa13269-RA
OG0015771	XP_020629656.1	Mcavernosa01965-RA
OG0015772	XP_020629683.1	Mcavernosa30465-RA
OG0015773	XP_020629774.1	Mcavernosa08625-RA
OG0015774	XP_020629805.1	Mcavernosa01370-RA
OG0015776	XP_020630022.1	Mcavernosa18427-RA, Mcavernosa35154-RA, Mcavernosa18426-RA
OG0015777	XP_020630080.1	Mcavernosa02721-RA
OG0015778	XP_020630122.1	Mcavernosa03822-RA
OG0015779	XP_020630299.1	Mcavernosa17419-RA
OG0015780	XP_020630357.1	Mcavernosa18031-RA
OG0015781	XP_020630499.1	Mcavernosa18128-RA, Mcavernosa18125-RA
OG0015782	XP_020630572.1	Mcavernosa26194-RA
OG0015783	XP_020630675.1, XP_020630677.1	Mcavernosa08034-RA
