Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Pocillopora_acuta_HIv1.genes.pep
OG0011496	XP_020602684.1	Pocillopora_acuta_HIv1_PredGene_g20124.t1
OG0011497	XP_020627580.1	Pocillopora_acuta_HIv1_PredGene_g31756.t1
OG0011498	XP_020627514.1, XP_020627513.1	Pocillopora_acuta_HIv1_PredGene_g31753.t1
OG0011499	XP_020602657.1	Pocillopora_acuta_HIv1_PredGene_g20132.t1
OG0011500	XP_020602780.1	Pocillopora_acuta_HIv1_PredGene_g20112.t1
OG0011501	XP_020628890.1	Pocillopora_acuta_HIv1_PredGene_g20102.t1
OG0011502	XP_020602677.1	Pocillopora_acuta_HIv1_PredGene_g20111.t1
OG0011503	XP_020602658.1	Pocillopora_acuta_HIv1_PredGene_g20129.t1
OG0011504	XP_020602659.1	Pocillopora_acuta_HIv1_PredGene_g20130.t1
OG0011505	XP_020602660.1	Pocillopora_acuta_HIv1_PredGene_g20133.t1
OG0011506	XP_020602769.1	Pocillopora_acuta_HIv1_PredGene_g20135.t1
OG0011507	XP_020617149.1	Pocillopora_acuta_HIv1_PredGene_g20525.t1
OG0011508	XP_020627361.1	Pocillopora_acuta_HIv1_PredGene_g18223.t1
OG0011509	XP_020627325.1	Pocillopora_acuta_HIv1_PredGene_g30825.t1
OG0011510	XP_020601259.1	Pocillopora_acuta_HIv1_PredGene_g30839.t1
OG0011511	XP_020601130.1	Pocillopora_acuta_HIv1_PredGene_g30829.t1
OG0011512	XP_020617454.1	Pocillopora_acuta_HIv1_PredGene_g20553.t1, Pocillopora_acuta_HIv1_PredGene_g14217.t1
OG0011513	XP_020612061.1	Pocillopora_acuta_HIv1_PredGene_g14073.t1
OG0011514	XP_020612093.1	Pocillopora_acuta_HIv1_PredGene_g14072.t1
OG0011515	XP_020612833.1	Pocillopora_acuta_HIv1_PredGene_g14372.t1
OG0011516	XP_020622842.1	Pocillopora_acuta_HIv1_PredGene_g18272.t1
OG0011517	XP_020622819.1	Pocillopora_acuta_HIv1_PredGene_g18273.t1
OG0011518	XP_020612199.1	Pocillopora_acuta_HIv1_PredGene_g29168.t1
OG0011519	XP_020612201.1	Pocillopora_acuta_HIv1_PredGene_g29164.t1
OG0011520	XP_020612207.1, XP_020612198.1	Pocillopora_acuta_HIv1_PredGene_g29163.t1, Pocillopora_acuta_HIv1_PredGene_g29162.t1
OG0011522	XP_020608118.1	Pocillopora_acuta_HIv1_PredGene_g14472.t1
OG0011523	XP_020621985.1	Pocillopora_acuta_HIv1_PredGene_g4073.t1
OG0011524	XP_020622058.1	Pocillopora_acuta_HIv1_PredGene_g15437.t1
OG0011525	XP_020621984.1	Pocillopora_acuta_HIv1_PredGene_g15440.t1
OG0011526	XP_020622055.1	Pocillopora_acuta_HIv1_PredGene_g15436.t1
OG0011527	XP_020622054.1	Pocillopora_acuta_HIv1_PredGene_g15435.t1
OG0011528	XP_020613301.1	Pocillopora_acuta_HIv1_PredGene_g5333.t1
OG0011529	XP_020613200.1	Pocillopora_acuta_HIv1_PredGene_g5335.t1
OG0011530	XP_020613231.1	Pocillopora_acuta_HIv1_PredGene_g5332.t1
OG0011531	XP_020610570.1	Pocillopora_acuta_HIv1_PredGene_g21766.t1
OG0011533	XP_020609008.1	Pocillopora_acuta_HIv1_PredGene_g7132.t1
OG0011534	XP_020609007.1	Pocillopora_acuta_HIv1_PredGene_g7133.t1
OG0011535	XP_020603833.1, XP_020603757.1	Pocillopora_acuta_HIv1_PredGene_g2529.t1
OG0011536	XP_020627196.1	Pocillopora_acuta_HIv1_PredGene_g10204.t1
OG0011537	XP_020627271.1	Pocillopora_acuta_HIv1_PredGene_g10202.t1
OG0011538	XP_020627270.1	Pocillopora_acuta_HIv1_PredGene_g10201.t1
OG0011539	XP_020627192.1	Pocillopora_acuta_HIv1_PredGene_g10200.t1
OG0011540	XP_020621824.1	Pocillopora_acuta_HIv1_PredGene_g15658.t1
OG0011542	XP_020623715.1	Pocillopora_acuta_HIv1_PredGene_g32204.t1
OG0011543	XP_020623716.1	Pocillopora_acuta_HIv1_PredGene_g32202.t1
OG0011544	XP_020623820.1	Pocillopora_acuta_HIv1_PredGene_g32190.t1
OG0011545	XP_020623699.1	Pocillopora_acuta_HIv1_PredGene_g32201.t1
OG0011546	XP_020623818.1	Pocillopora_acuta_HIv1_PredGene_g32193.t1
OG0011547	XP_020623859.1	Pocillopora_acuta_HIv1_PredGene_g32195.t1
OG0011548	XP_020623779.1	Pocillopora_acuta_HIv1_PredGene_g32194.t1
OG0011549	XP_020623713.1	Pocillopora_acuta_HIv1_PredGene_g32203.t1
OG0011550	XP_020623819.1	Pocillopora_acuta_HIv1_PredGene_g32186.t1
OG0011551	XP_020623822.1	Pocillopora_acuta_HIv1_PredGene_g32189.t1
OG0011552	XP_020616767.1	Pocillopora_acuta_HIv1_PredGene_g14119.t1
OG0011553	XP_020609255.1	Pocillopora_acuta_HIv1_PredGene_g204.t1
OG0011554	XP_020613730.1	Pocillopora_acuta_HIv1_PredGene_g7665.t1, Pocillopora_acuta_HIv1_PredGene_644_t
OG0011555	XP_020613858.1	Pocillopora_acuta_HIv1_PredGene_g7666.t1
OG0011556	XP_020613729.1	Pocillopora_acuta_HIv1_PredGene_g7663.t1
OG0011557	XP_020613862.1	Pocillopora_acuta_HIv1_PredGene_g7662.t1
OG0011558	XP_020625108.1	Pocillopora_acuta_HIv1_PredGene_g33346.t1
OG0011559	XP_020626411.1	Pocillopora_acuta_HIv1_PredGene_g19624.t1
OG0011560	XP_020626223.1	Pocillopora_acuta_HIv1_PredGene_g19619.t1
OG0011561	XP_020626437.1	Pocillopora_acuta_HIv1_PredGene_g19622.t1
OG0011562	XP_020626324.1	Pocillopora_acuta_HIv1_PredGene_g19616.t1
OG0011563	XP_020626327.1	Pocillopora_acuta_HIv1_PredGene_g19617.t1
OG0011565	XP_020611090.1	Pocillopora_acuta_HIv1_PredGene_g29786.t1
OG0011566	XP_020611109.1	Pocillopora_acuta_HIv1_PredGene_g29790.t1
OG0011567	XP_020611117.1	Pocillopora_acuta_HIv1_PredGene_g29791.t1
OG0011568	XP_020611108.1	Pocillopora_acuta_HIv1_PredGene_g29789.t1
OG0011570	XP_020625516.1	Pocillopora_acuta_HIv1_PredGene_g3926.t1
OG0011571	XP_020625502.1	Pocillopora_acuta_HIv1_PredGene_g3923.t1
OG0011572	XP_020616147.1	Pocillopora_acuta_HIv1_PredGene_g33122.t1
OG0011573	XP_020607818.1	Pocillopora_acuta_HIv1_PredGene_g18786.t1
OG0011574	XP_020615242.1	Pocillopora_acuta_HIv1_PredGene_g11796.t1
OG0011577	XP_020603526.1	Pocillopora_acuta_HIv1_PredGene_g8292.t1
OG0011578	XP_020603592.1	Pocillopora_acuta_HIv1_PredGene_g8293.t1
OG0011579	XP_020603439.1, XP_020603438.1	Pocillopora_acuta_HIv1_PredGene_g8285.t1
OG0011580	XP_020603529.1	Pocillopora_acuta_HIv1_PredGene_g8274.t1
OG0011581	XP_020603562.1, XP_020603498.1	Pocillopora_acuta_HIv1_PredGene_g8273.t1
OG0011582	XP_020603426.1	Pocillopora_acuta_HIv1_PredGene_g8270.t1
OG0011583	XP_020603559.1	Pocillopora_acuta_HIv1_PredGene_g8269.t1
OG0011584	XP_020620220.1	Pocillopora_acuta_HIv1_PredGene_g6909.t1, Pocillopora_acuta_HIv1_PredGene_g6909.t2
OG0011585	XP_020612231.1	Pocillopora_acuta_HIv1_PredGene_g28828.t1, Pocillopora_acuta_HIv1_PredGene_g1538.t1
OG0011586	XP_020604772.1	Pocillopora_acuta_HIv1_PredGene_g19056.t1
OG0011587	XP_020604877.1	Pocillopora_acuta_HIv1_PredGene_g19050.t1
OG0011588	XP_020624297.1	Pocillopora_acuta_HIv1_PredGene_g13077.t1
OG0011589	XP_020624315.1	Pocillopora_acuta_HIv1_PredGene_g5297.t1
OG0011590	XP_020629631.1	Pocillopora_acuta_HIv1_PredGene_g19717.t1
OG0011593	XP_020617599.1	Pocillopora_acuta_HIv1_PredGene_28845_t
OG0011594	XP_020607408.1	Pocillopora_acuta_HIv1_PredGene_g2494.t1
OG0011595	XP_020607386.1	Pocillopora_acuta_HIv1_PredGene_g2491.t1
OG0011596	XP_020604542.1	Pocillopora_acuta_HIv1_PredGene_g2500.t1
OG0011597	XP_020604532.1	Pocillopora_acuta_HIv1_PredGene_g2501.t1
OG0011598	XP_020609232.1	Pocillopora_acuta_HIv1_PredGene_g10013.t1
OG0011599	XP_020614980.1	Pocillopora_acuta_HIv1_PredGene_g8350.t1
OG0011600	XP_020614006.1	Pocillopora_acuta_HIv1_PredGene_g31532.t1
OG0011601	XP_020603066.1	Pocillopora_acuta_HIv1_PredGene_g31519.t1
OG0011602	XP_020603063.1	Pocillopora_acuta_HIv1_PredGene_g31518.t1
OG0011603	XP_020603061.1	Pocillopora_acuta_HIv1_PredGene_g31522.t1
OG0011604	XP_020603075.1	Pocillopora_acuta_HIv1_PredGene_g27490.t1
OG0011605	XP_020603004.1	Pocillopora_acuta_HIv1_PredGene_g27492.t1
OG0011606	XP_020614037.1	Pocillopora_acuta_HIv1_PredGene_g31529.t1
OG0011607	XP_020602984.1	Pocillopora_acuta_HIv1_PredGene_g31516.t1
OG0011608	XP_020602985.1	Pocillopora_acuta_HIv1_PredGene_g31514.t1
OG0011609	XP_020603005.1	Pocillopora_acuta_HIv1_PredGene_g27493.t1
OG0011610	XP_020624036.1	Pocillopora_acuta_HIv1_PredGene_g25986.t1
OG0011611	XP_020617355.1	Pocillopora_acuta_HIv1_PredGene_g30541.t1
OG0011612	XP_020617840.1	Pocillopora_acuta_HIv1_PredGene_g778.t1
OG0011613	XP_020617841.1	Pocillopora_acuta_HIv1_PredGene_g777.t1
OG0011614	XP_020621305.1	Pocillopora_acuta_HIv1_PredGene_g23743.t1
OG0011615	XP_020621283.1	Pocillopora_acuta_HIv1_PredGene_g23742.t1
OG0011617	XP_020606090.1	Pocillopora_acuta_HIv1_PredGene_g31041.t1
OG0011618	XP_020619859.1, XP_020619851.1	Pocillopora_acuta_HIv1_PredGene_g18892.t1
OG0011619	XP_020621412.1	Pocillopora_acuta_HIv1_PredGene_g30202.t1
OG0011620	XP_020621419.1	Pocillopora_acuta_HIv1_PredGene_g30203.t1
OG0011621	XP_020621431.1	Pocillopora_acuta_HIv1_PredGene_g30204.t1
OG0011622	XP_020603471.1	Pocillopora_acuta_HIv1_PredGene_g8007.t1
OG0011623	XP_020603448.1	Pocillopora_acuta_HIv1_PredGene_g8009.t1
OG0011624	XP_020603430.1	Pocillopora_acuta_HIv1_PredGene_g8011.t1
OG0011625	XP_020603431.1	Pocillopora_acuta_HIv1_PredGene_g8012.t1
OG0011626	XP_020603429.1	Pocillopora_acuta_HIv1_PredGene_g8014.t1
OG0011627	XP_020603577.1	Pocillopora_acuta_HIv1_PredGene_g8015.t1
OG0011628	XP_020606879.1	Pocillopora_acuta_HIv1_PredGene_g12746.t1, Pocillopora_acuta_HIv1_PredGene_g18055.t1
OG0011629	XP_020603571.1	Pocillopora_acuta_HIv1_PredGene_g8301.t1
OG0011630	XP_020603486.1	Pocillopora_acuta_HIv1_PredGene_g8237.t1
OG0011631	XP_020603428.1	Pocillopora_acuta_HIv1_PredGene_g8303.t1
OG0011632	XP_020612151.1	Pocillopora_acuta_HIv1_PredGene_g22726.t1
OG0011633	XP_020612102.1	Pocillopora_acuta_HIv1_PredGene_g22723.t1
OG0011634	XP_020612144.1	Pocillopora_acuta_HIv1_PredGene_g22722.t1
OG0011635	XP_020612140.1	Pocillopora_acuta_HIv1_PredGene_2828_t
OG0011636	XP_020612145.1	Pocillopora_acuta_HIv1_PredGene_2824_t
OG0011637	XP_020618039.1	Pocillopora_acuta_HIv1_PredGene_g27797.t1
OG0011638	XP_020618096.1	Pocillopora_acuta_HIv1_PredGene_31675_t
OG0011639	XP_020618075.1	Pocillopora_acuta_HIv1_PredGene_g27799.t1
OG0011640	XP_020618070.1	Pocillopora_acuta_HIv1_PredGene_g27798.t1
OG0011641	XP_020606641.1	Pocillopora_acuta_HIv1_PredGene_g21904.t1
OG0011642	XP_020609575.1	Pocillopora_acuta_HIv1_PredGene_g32301.t1
OG0011643	XP_020610290.1	Pocillopora_acuta_HIv1_PredGene_g32299.t1
OG0011644	XP_020625481.1	Pocillopora_acuta_HIv1_PredGene_5570_t
OG0011645	XP_020611134.1	Pocillopora_acuta_HIv1_PredGene_g32298.t1, Pocillopora_acuta_HIv1_PredGene_g32298.t2
OG0011646	XP_020626364.1	Pocillopora_acuta_HIv1_PredGene_g19582.t1
OG0011647	XP_020609234.1, XP_020609223.1	Pocillopora_acuta_HIv1_PredGene_g214.t1
OG0011648	XP_020607355.1	Pocillopora_acuta_HIv1_PredGene_g300.t1, Pocillopora_acuta_HIv1_PredGene_g299.t1
OG0011649	XP_020609049.1	Pocillopora_acuta_HIv1_PredGene_g7170.t1
OG0011650	XP_020608965.1	Pocillopora_acuta_HIv1_PredGene_g7117.t1
OG0011651	XP_020622870.1	Pocillopora_acuta_HIv1_PredGene_g30901.t1
OG0011652	XP_020622803.1	Pocillopora_acuta_HIv1_PredGene_g3877.t1
OG0011653	XP_020622802.1	Pocillopora_acuta_HIv1_PredGene_g3878.t1
OG0011654	XP_020622787.1	Pocillopora_acuta_HIv1_PredGene_g30908.t1
OG0011655	XP_020622865.1	Pocillopora_acuta_HIv1_PredGene_g18285.t1
OG0011656	XP_020622814.1	Pocillopora_acuta_HIv1_PredGene_g18284.t1
OG0011657	XP_020609809.1	Pocillopora_acuta_HIv1_PredGene_g17010.t1
OG0011659	XP_020607960.1	Pocillopora_acuta_HIv1_PredGene_g17211.t1, Pocillopora_acuta_HIv1_PredGene_g29064.t1
OG0011660	XP_020629849.1	Pocillopora_acuta_HIv1_PredGene_g28921.t1, Pocillopora_acuta_HIv1_PredGene_g28921.t2
OG0011661	XP_020622363.1	Pocillopora_acuta_HIv1_PredGene_g15094.t1
OG0011662	XP_020601894.1	Pocillopora_acuta_HIv1_PredGene_g9157.t1
OG0011663	XP_020601884.1	Pocillopora_acuta_HIv1_PredGene_g9156.t1
OG0011664	XP_020601913.1	Pocillopora_acuta_HIv1_PredGene_g9155.t1
OG0011665	XP_020608492.1	Pocillopora_acuta_HIv1_PredGene_g33182.t1
OG0011666	XP_020601942.1	Pocillopora_acuta_HIv1_PredGene_g9170.t1
OG0011667	XP_020601933.1	Pocillopora_acuta_HIv1_PredGene_g9168.t1
OG0011669	XP_020601880.1	Pocillopora_acuta_HIv1_PredGene_g9163.t1
OG0011670	XP_020601879.1	Pocillopora_acuta_HIv1_PredGene_g9164.t1
OG0011671	XP_020601892.1	Pocillopora_acuta_HIv1_PredGene_g9159.t1
OG0011672	XP_020608530.1	Pocillopora_acuta_HIv1_PredGene_g33179.t1
OG0011673	XP_020624989.1	Pocillopora_acuta_HIv1_PredGene_g14360.t1
OG0011674	XP_020616335.1	Pocillopora_acuta_HIv1_PredGene_g17919.t1
OG0011675	XP_020616320.1	Pocillopora_acuta_HIv1_PredGene_g17921.t1
OG0011676	XP_020616461.1	Pocillopora_acuta_HIv1_PredGene_g17920.t1
OG0011677	XP_020626218.1	Pocillopora_acuta_HIv1_PredGene_g19552.t1
OG0011680	XP_020626258.1	Pocillopora_acuta_HIv1_PredGene_g19555.t1
OG0011681	XP_020626317.1, XP_020626318.1	Pocillopora_acuta_HIv1_PredGene_g12480.t1
OG0011682	XP_020626254.1	Pocillopora_acuta_HIv1_PredGene_g19562.t1
OG0011683	XP_020626407.1	Pocillopora_acuta_HIv1_PredGene_g19563.t1
OG0011684	XP_020626256.1	Pocillopora_acuta_HIv1_PredGene_g19560.t1
OG0011685	XP_020626416.1	Pocillopora_acuta_HIv1_PredGene_24582_t, Pocillopora_acuta_HIv1_PredGene_g12475.t1
OG0011686	XP_020616511.1	Pocillopora_acuta_HIv1_PredGene_g23669.t1
OG0011687	XP_020616550.1	Pocillopora_acuta_HIv1_PredGene_g23689.t1
OG0011688	XP_020616576.1	Pocillopora_acuta_HIv1_PredGene_g23667.t1
OG0011689	XP_020617798.1	Pocillopora_acuta_HIv1_PredGene_g707.t1
OG0011690	XP_020629895.1, XP_020629896.1	Pocillopora_acuta_HIv1_PredGene_g28888.t1
OG0011691	XP_020629884.1	Pocillopora_acuta_HIv1_PredGene_g28889.t1
OG0011692	XP_020629809.1	Pocillopora_acuta_HIv1_PredGene_g28891.t1
OG0011693	XP_020625561.1	Pocillopora_acuta_HIv1_PredGene_g2634.t1, Pocillopora_acuta_HIv1_PredGene_g27138.t1
OG0011694	XP_020618349.1	Pocillopora_acuta_HIv1_PredGene_g9233.t1
OG0011696	XP_020613741.1	Pocillopora_acuta_HIv1_PredGene_g7700.t1
OG0011697	XP_020625085.1	Pocillopora_acuta_HIv1_PredGene_g9864.t1
OG0011698	XP_020625084.1	Pocillopora_acuta_HIv1_PredGene_g9862.t1
OG0011699	XP_020625589.1	Pocillopora_acuta_HIv1_PredGene_g6670.t1
OG0011700	XP_020613168.1	Pocillopora_acuta_HIv1_PredGene_g24110.t1, Pocillopora_acuta_HIv1_PredGene_g10633.t1
OG0011701	XP_020613159.1	Pocillopora_acuta_HIv1_PredGene_g26788.t1
OG0011702	XP_020626724.1	Pocillopora_acuta_HIv1_PredGene_g11802.t1
OG0011703	XP_020619387.1	Pocillopora_acuta_HIv1_PredGene_g8806.t1
OG0011703	XP_020630056.1	Pocillopora_acuta_HIv1_PredGene_g16651.t1
OG0011704	XP_020622955.1	Pocillopora_acuta_HIv1_PredGene_g13863.t1
OG0011705	XP_020623479.1	Pocillopora_acuta_HIv1_PredGene_g13862.t1
OG0011706	XP_020615726.1	Pocillopora_acuta_HIv1_PredGene_g24549.t1
OG0011707	XP_020623803.1	Pocillopora_acuta_HIv1_PredGene_g13860.t1
OG0011708	XP_020624920.1	Pocillopora_acuta_HIv1_PredGene_g13848.t1
OG0011709	XP_020613742.1	Pocillopora_acuta_HIv1_PredGene_g27767.t1
OG0011710	XP_020611382.1	Pocillopora_acuta_HIv1_PredGene_g27768.t1
OG0011711	XP_020611357.1	Pocillopora_acuta_HIv1_PredGene_g27769.t1
OG0011712	XP_020611281.1	Pocillopora_acuta_HIv1_PredGene_g27771.t1
OG0011713	XP_020611308.1	Pocillopora_acuta_HIv1_PredGene_g27764.t1
OG0011714	XP_020611336.1	Pocillopora_acuta_HIv1_PredGene_g27761.t1
OG0011715	XP_020619206.1, XP_020619160.1	Pocillopora_acuta_HIv1_PredGene_g32642.t1
OG0011716	XP_020621365.1	Pocillopora_acuta_HIv1_PredGene_g21417.t1
OG0011718	XP_020616110.1	Pocillopora_acuta_HIv1_PredGene_g33140.t1
OG0011719	XP_020632749.1	Pocillopora_acuta_HIv1_PredGene_g5371.t1
OG0011720	XP_020621449.1	Pocillopora_acuta_HIv1_PredGene_g6327.t1
OG0011721	XP_020603422.1	Pocillopora_acuta_HIv1_PredGene_g8245.t1
OG0011722	XP_020603487.1	Pocillopora_acuta_HIv1_PredGene_g8297.t1
OG0011725	XP_020612585.1	Pocillopora_acuta_HIv1_PredGene_g18132.t1
OG0011726	XP_020612562.1	Pocillopora_acuta_HIv1_PredGene_g15184.t1
OG0011727	XP_020612535.1	Pocillopora_acuta_HIv1_PredGene_g15185.t1
OG0011728	XP_020612567.1	Pocillopora_acuta_HIv1_PredGene_g15182.t1
OG0011729	XP_020612616.1	Pocillopora_acuta_HIv1_PredGene_g29460.t1
OG0011730	XP_020612664.1	Pocillopora_acuta_HIv1_PredGene_g29453.t1
OG0011731	XP_020612665.1, XP_020612673.1	Pocillopora_acuta_HIv1_PredGene_g29449.t1
OG0011732	XP_020612675.1	Pocillopora_acuta_HIv1_PredGene_g29450.t1
OG0011733	XP_020612624.1	Pocillopora_acuta_HIv1_PredGene_g29465.t1
OG0011734	XP_020612662.1	Pocillopora_acuta_HIv1_PredGene_g29467.t1
OG0011735	XP_020628337.1	Pocillopora_acuta_HIv1_PredGene_g21815.t1
OG0011736	XP_020628369.1	Pocillopora_acuta_HIv1_PredGene_g27234.t1
OG0011738	XP_020628357.1	Pocillopora_acuta_HIv1_PredGene_g27233.t1
OG0011739	XP_020628350.1	Pocillopora_acuta_HIv1_PredGene_g27229.t1
OG0011740	XP_020628328.1	Pocillopora_acuta_HIv1_PredGene_g27230.t1
OG0011741	XP_020606276.1	Pocillopora_acuta_HIv1_PredGene_g15841.t1
OG0011742	XP_020606277.1	Pocillopora_acuta_HIv1_PredGene_g15840.t1
OG0011743	XP_020628355.1	Pocillopora_acuta_HIv1_PredGene_g27223.t1
OG0011744	XP_020631110.1	Pocillopora_acuta_HIv1_PredGene_g3211.t1
OG0011745	XP_020631059.1	Pocillopora_acuta_HIv1_PredGene_g3207.t1
OG0011746	XP_020631107.1	Pocillopora_acuta_HIv1_PredGene_g691.t1
OG0011747	XP_020612661.1	Pocillopora_acuta_HIv1_PredGene_g3155.t1
OG0011748	XP_020630960.1	Pocillopora_acuta_HIv1_PredGene_g2268.t1
OG0011749	XP_020624971.1, XP_020624969.1	Pocillopora_acuta_HIv1_PredGene_g3165.t1
OG0011750	XP_020619727.1	Pocillopora_acuta_HIv1_PredGene_g22769.t1
OG0011751	XP_020617036.1	Pocillopora_acuta_HIv1_PredGene_g22765.t1
OG0011752	XP_020627079.1	Pocillopora_acuta_HIv1_PredGene_g30687.t1
OG0011753	XP_020622228.1	Pocillopora_acuta_HIv1_PredGene_g18520.t1
OG0011754	XP_020628932.1	Pocillopora_acuta_HIv1_PredGene_g16998.t1
OG0011755	XP_020625176.1	Pocillopora_acuta_HIv1_PredGene_g30596.t1, Pocillopora_acuta_HIv1_PredGene_g12499.t1
OG0011756	XP_020625175.1	Pocillopora_acuta_HIv1_PredGene_g30597.t1, Pocillopora_acuta_HIv1_PredGene_g12500.t1
OG0011757	XP_020624287.1, XP_020624286.1	Pocillopora_acuta_HIv1_PredGene_g11859.t1
OG0011758	XP_020624288.1	Pocillopora_acuta_HIv1_PredGene_g11858.t1
OG0011759	XP_020620384.1	Pocillopora_acuta_HIv1_PredGene_g12512.t1, Pocillopora_acuta_HIv1_PredGene_g30609.t1
OG0011760	XP_020608598.1	Pocillopora_acuta_HIv1_PredGene_g7975.t1
OG0011761	XP_020608544.1	Pocillopora_acuta_HIv1_PredGene_g7974.t1
OG0011762	XP_020608497.1	Pocillopora_acuta_HIv1_PredGene_g7971.t1
OG0011765	XP_020608010.1	Pocillopora_acuta_HIv1_PredGene_g33230.t1
OG0011766	XP_020616033.1	Pocillopora_acuta_HIv1_PredGene_g24718.t1
OG0011767	XP_020609198.1	Pocillopora_acuta_HIv1_PredGene_g10015.t1
OG0011768	XP_020609197.1	Pocillopora_acuta_HIv1_PredGene_g10016.t1
OG0011770	XP_020616074.1	Pocillopora_acuta_HIv1_PredGene_g33154.t1
OG0011771	XP_020616092.1	Pocillopora_acuta_HIv1_PredGene_g33156.t1
OG0011772	XP_020616234.1	Pocillopora_acuta_HIv1_PredGene_g33144.t1
OG0011773	XP_020609557.1	Pocillopora_acuta_HIv1_PredGene_g24162.t1
OG0011775	XP_020605331.1	Pocillopora_acuta_HIv1_PredGene_g18578.t1
OG0011776	XP_020605858.1	Pocillopora_acuta_HIv1_PredGene_g18574.t1
OG0011777	XP_020605229.1	Pocillopora_acuta_HIv1_PredGene_g18577.t1
OG0011778	XP_020606248.1	Pocillopora_acuta_HIv1_PredGene_g18568.t1
OG0011779	XP_020606138.1	Pocillopora_acuta_HIv1_PredGene_g18567.t1
OG0011780	XP_020606626.1	Pocillopora_acuta_HIv1_PredGene_g18570.t1
OG0011781	XP_020610726.1	Pocillopora_acuta_HIv1_PredGene_g18629.t1
OG0011782	XP_020611959.1	Pocillopora_acuta_HIv1_PredGene_g27384.t1
OG0011783	XP_020628297.1	Pocillopora_acuta_HIv1_PredGene_g26313.t1
OG0011784	XP_020628265.1	Pocillopora_acuta_HIv1_PredGene_g26314.t1
OG0011785	XP_020614551.1, XP_020614550.1	Pocillopora_acuta_HIv1_PredGene_g26358.t1
OG0011786	XP_020614553.1	Pocillopora_acuta_HIv1_PredGene_g26359.t1
OG0011787	XP_020611318.1	Pocillopora_acuta_HIv1_PredGene_g14285.t1, Pocillopora_acuta_HIv1_PredGene_g28140.t1
OG0011788	XP_020611319.1	Pocillopora_acuta_HIv1_PredGene_g14284.t1, Pocillopora_acuta_HIv1_PredGene_g28141.t1
OG0011789	XP_020621239.1	Pocillopora_acuta_HIv1_PredGene_g23831.t1
OG0011790	XP_020612069.1	Pocillopora_acuta_HIv1_PredGene_g13293.t1, Pocillopora_acuta_HIv1_PredGene_18256_t
OG0011791	XP_020612072.1	Pocillopora_acuta_HIv1_PredGene_g13294.t1
OG0011792	XP_020612071.1	Pocillopora_acuta_HIv1_PredGene_g13296.t1
OG0011793	XP_020611994.1	Pocillopora_acuta_HIv1_PredGene_g13270.t1, Pocillopora_acuta_HIv1_PredGene_g30439.t1
OG0011794	XP_020611996.1	Pocillopora_acuta_HIv1_PredGene_g13269.t1, Pocillopora_acuta_HIv1_PredGene_g30438.t1
OG0011795	XP_020604160.1	Pocillopora_acuta_HIv1_PredGene_g8583.t1, Pocillopora_acuta_HIv1_PredGene_g13346.t1
OG0011796	XP_020613279.1	Pocillopora_acuta_HIv1_PredGene_g32617.t1
OG0011797	XP_020624626.1	Pocillopora_acuta_HIv1_PredGene_g10955.t1
OG0011798	XP_020624803.1	Pocillopora_acuta_HIv1_PredGene_5860_t, Pocillopora_acuta_HIv1_PredGene_g10952.t1
OG0011799	XP_020624721.1	Pocillopora_acuta_HIv1_PredGene_g10953.t1
OG0011800	XP_020624628.1	Pocillopora_acuta_HIv1_PredGene_g10957.t1
OG0011801	XP_020624642.1	Pocillopora_acuta_HIv1_PredGene_g10979.t1
OG0011802	XP_020624645.1, XP_020624647.1	Pocillopora_acuta_HIv1_PredGene_g10981.t1
OG0011803	XP_020608774.1	Pocillopora_acuta_HIv1_PredGene_g22711.t1
OG0011804	XP_020610615.1	Pocillopora_acuta_HIv1_PredGene_g12586.t1
OG0011805	XP_020617327.1	Pocillopora_acuta_HIv1_PredGene_g7124.t1
OG0011806	XP_020631050.1	Pocillopora_acuta_HIv1_PredGene_g3174.t1
OG0011807	XP_020631135.1	Pocillopora_acuta_HIv1_PredGene_g3177.t1
OG0011808	XP_020631037.1	Pocillopora_acuta_HIv1_PredGene_g3192.t1
OG0011809	XP_020631103.1	Pocillopora_acuta_HIv1_PredGene_g3193.t1
OG0011810	XP_020631036.1	Pocillopora_acuta_HIv1_PredGene_g3191.t1
OG0011811	XP_020624191.1	Pocillopora_acuta_HIv1_PredGene_g30450.t1
OG0011812	XP_020628529.1	Pocillopora_acuta_HIv1_PredGene_g6409.t1
OG0011813	XP_020628481.1	Pocillopora_acuta_HIv1_PredGene_g6419.t1
OG0011814	XP_020623336.1	Pocillopora_acuta_HIv1_PredGene_g4035.t1
OG0011815	XP_020627902.1	Pocillopora_acuta_HIv1_PredGene_g30023.t1, Pocillopora_acuta_HIv1_PredGene_g9935.t1
OG0011816	XP_020624148.1	Pocillopora_acuta_HIv1_PredGene_g2437.t1
OG0011817	XP_020615994.1	Pocillopora_acuta_HIv1_PredGene_g19663.t1
OG0011818	XP_020624178.1	Pocillopora_acuta_HIv1_PredGene_g2445.t1
OG0011819	XP_020608706.1	Pocillopora_acuta_HIv1_PredGene_g27102.t1
OG0011820	XP_020626612.1	Pocillopora_acuta_HIv1_PredGene_g3776.t1
OG0011821	XP_020608707.1	Pocillopora_acuta_HIv1_PredGene_g27103.t1
OG0011822	XP_020625331.1	Pocillopora_acuta_HIv1_PredGene_g28315.t1
OG0011823	XP_020608694.1	Pocillopora_acuta_HIv1_PredGene_g27100.t1
