Orthogroup	Mcavernosa.maker.proteins	GCF_002042975.1_ofav_dov_v1_protein
OG0013062	Mcavernosa19401-RA	XP_020630447.1
OG0013065	Mcavernosa21610-RA	XP_020632519.1
OG0013067	Mcavernosa06507-RA	XP_020629832.1
OG0013068	Mcavernosa10765-RA	XP_020603470.1
OG0013070	Mcavernosa06499-RA, Mcavernosa06498-RA	XP_020604090.1
OG0013071	Mcavernosa06509-RA	XP_020629882.1
OG0013072	Mcavernosa06510-RA	XP_020629881.1
OG0013073	Mcavernosa06513-RA	XP_020629900.1
OG0013074	Mcavernosa06511-RA	XP_020629888.1
OG0013075	Mcavernosa06500-RA	XP_020604078.1
OG0013076	Mcavernosa05921-RA	XP_020626285.1
OG0013077	Mcavernosa05922-RA	XP_020626272.1
OG0013078	Mcavernosa05926-RA	XP_020626421.1
OG0013079	Mcavernosa05918-RA	XP_020626441.1
OG0013080	Mcavernosa05920-RA	XP_020626284.1
OG0013082	Mcavernosa21129-RA	XP_020619180.1
OG0013083	Mcavernosa31288-RA	XP_020624025.1
OG0013084	Mcavernosa11288-RA	XP_020628721.1
OG0013085	Mcavernosa11285-RA	XP_020628669.1
OG0013086	Mcavernosa11284-RA	XP_020628670.1
OG0013087	Mcavernosa00200-RA	XP_020611535.1
OG0013088	Mcavernosa28089-RA	XP_020613769.1, XP_020613776.1
OG0013089	Mcavernosa16117-RA	XP_020616153.1
OG0013090	Mcavernosa27121-RA	XP_020616390.1
OG0013091	Mcavernosa27122-RA	XP_020616349.1
OG0013092	Mcavernosa11087-RA	XP_020620983.1
OG0013094	Mcavernosa11094-RA	XP_020620908.1
OG0013095	Mcavernosa05755-RA	XP_020620901.1
OG0013096	Mcavernosa02446-RA	XP_020602417.1
OG0013097	Mcavernosa02443-RA	XP_020602440.1
OG0013098	Mcavernosa02444-RA	XP_020602823.1
OG0013099	Mcavernosa02442-RA	XP_020602428.1
OG0013102	Mcavernosa05690-RA	XP_020611305.1
OG0013103	Mcavernosa07788-RA	XP_020600901.1
OG0013105	Mcavernosa07789-RA	XP_020600902.1
OG0013106	Mcavernosa06463-RA	XP_020603144.1
OG0013107	Mcavernosa06464-RA	XP_020603146.1
OG0013108	Mcavernosa01375-RA	XP_020629854.1
OG0013109	Mcavernosa09114-RA	XP_020629859.1
OG0013110	Mcavernosa09115-RA	XP_020629841.1
OG0013111	Mcavernosa09123-RA	XP_020629864.1
OG0013112	Mcavernosa12418-RA	XP_020616810.1
OG0013114	Mcavernosa01881-RA	XP_020621034.1
OG0013115	Mcavernosa24114-RA	XP_020602775.1
OG0013116	Mcavernosa24115-RA	XP_020617053.1
OG0013118	Mcavernosa11348-RA	XP_020632898.1
OG0013119	Mcavernosa02200-RA	XP_020619837.1
OG0013121	Mcavernosa31745-RA	XP_020621640.1
OG0013123	Mcavernosa10556-RA	XP_020614997.1
OG0013126	Mcavernosa14002-RA	XP_020628398.1, XP_020628397.1
OG0013127	Mcavernosa02802-RA	XP_020627388.1
OG0013128	Mcavernosa22429-RA	XP_020618597.1
OG0013129	Mcavernosa22423-RA	XP_020618684.1
OG0013130	Mcavernosa00160-RA	XP_020625061.1
OG0013131	Mcavernosa18548-RA	XP_020627604.1
OG0013132	Mcavernosa18547-RA	XP_020627655.1
OG0013133	Mcavernosa09694-RA	XP_020620474.1
OG0013134	Mcavernosa25217-RA	XP_020620785.1
OG0013136	Mcavernosa25221-RA	XP_020620748.1
OG0013137	Mcavernosa27239-RA	XP_020622023.1
OG0013138	Mcavernosa22247-RA	XP_020622061.1
OG0013139	Mcavernosa22241-RA	XP_020622030.1
OG0013140	Mcavernosa27237-RA	XP_020622013.1
OG0013141	Mcavernosa27238-RA	XP_020622014.1
OG0013142	Mcavernosa18054-RA	XP_020628004.1
OG0013143	Mcavernosa22256-RA	XP_020622053.1
OG0013144	Mcavernosa22257-RA	XP_020621999.1
OG0013145	Mcavernosa29269-RA	XP_020622066.1
OG0013147	Mcavernosa08358-RA	XP_020630686.1
OG0013149	Mcavernosa19282-RA	XP_020630443.1
OG0013150	Mcavernosa19273-RA	XP_020630454.1
OG0013154	Mcavernosa00043-RA	XP_020603553.1
OG0013155	Mcavernosa06353-RA	XP_020621631.1
OG0013157	Mcavernosa13626-RA	XP_020621477.1
OG0013158	Mcavernosa14340-RA	XP_020605211.1
OG0013159	Mcavernosa20554-RA	XP_020627668.1
OG0013160	Mcavernosa19690-RA	XP_020623476.1
OG0013161	Mcavernosa17282-RA	XP_020611899.1
OG0013163	Mcavernosa14301-RA	XP_020611734.1
OG0013164	Mcavernosa14300-RA	XP_020611738.1
OG0013165	Mcavernosa17278-RA	XP_020611894.1
OG0013168	Mcavernosa04061-RA	XP_020631582.1
OG0013169	Mcavernosa04041-RA	XP_020630900.1
OG0013170	Mcavernosa04043-RA	XP_020630532.1
OG0013171	Mcavernosa04062-RA	XP_020631338.1
OG0013172	Mcavernosa04026-RA	XP_020630583.1
OG0013173	Mcavernosa02272-RA	XP_020625458.1
OG0013174	Mcavernosa27367-RA	XP_020624797.1
OG0013175	Mcavernosa27368-RA	XP_020624809.1
OG0013176	Mcavernosa01990-RA	XP_020611681.1
OG0013178	Mcavernosa17183-RA	XP_020609755.1
OG0013179	Mcavernosa17181-RA	XP_020609741.1
OG0013180	Mcavernosa17185-RA	XP_020609771.1
OG0013182	Mcavernosa17184-RA	XP_020609763.1
OG0013183	Mcavernosa18320-RA	XP_020629590.1
OG0013184	Mcavernosa18326-RA	XP_020629614.1
OG0013186	Mcavernosa26896-RA	XP_020612460.1
OG0013187	Mcavernosa30854-RA	XP_020603541.1
OG0013188	Mcavernosa30853-RA	XP_020603469.1
OG0013189	Mcavernosa05734-RA	XP_020621624.1
OG0013190	Mcavernosa31542-RA	XP_020608341.1
OG0013191	Mcavernosa31536-RA, Mcavernosa31535-RA	XP_020608412.1
OG0013192	Mcavernosa31537-RA	XP_020608355.1
OG0013193	Mcavernosa31530-RA	XP_020608414.1
OG0013194	Mcavernosa31541-RA	XP_020608340.1
OG0013195	Mcavernosa11121-RA	XP_020616802.1
OG0013196	Mcavernosa06526-RA	XP_020629795.1
OG0013197	Mcavernosa34841-RA	XP_020603105.1
OG0013198	Mcavernosa01272-RA	XP_020604031.1
OG0013199	Mcavernosa01271-RA	XP_020604040.1
OG0013200	Mcavernosa01273-RA	XP_020604030.1
OG0013201	Mcavernosa06525-RA	XP_020629797.1
OG0013202	Mcavernosa34842-RA	XP_020603083.1
OG0013203	Mcavernosa04011-RA	XP_020632205.1
OG0013204	Mcavernosa05329-RA	XP_020632173.1
OG0013205	Mcavernosa04010-RA	XP_020632169.1
OG0013208	Mcavernosa09675-RA	XP_020627851.1
OG0013209	Mcavernosa09674-RA	XP_020627853.1
OG0013210	Mcavernosa11823-RA	XP_020632704.1
OG0013212	Mcavernosa03670-RA	XP_020623298.1
OG0013214	Mcavernosa03672-RA	XP_020623343.1
OG0013215	Mcavernosa03673-RA	XP_020623297.1
OG0013216	Mcavernosa03675-RA	XP_020623303.1
OG0013217	Mcavernosa03680-RA	XP_020623341.1
OG0013218	Mcavernosa02391-RA	XP_020626996.1
OG0013219	Mcavernosa01101-RA	XP_020622283.1
OG0013220	Mcavernosa15718-RA	XP_020607790.1
OG0013221	Mcavernosa07498-RA	XP_020619326.1
OG0013222	Mcavernosa07497-RA	XP_020618329.1
OG0013223	Mcavernosa01093-RA	XP_020622334.1
OG0013224	Mcavernosa07495-RA	XP_020619715.1
OG0013226	Mcavernosa18701-RA	XP_020631637.1
OG0013227	Mcavernosa34781-RA	XP_020631723.1
OG0013228	Mcavernosa22607-RA	XP_020623884.1
OG0013229	Mcavernosa03043-RA	XP_020609474.1
OG0013230	Mcavernosa18867-RA	XP_020609485.1
OG0013231	Mcavernosa07083-RA	XP_020600739.1
OG0013232	Mcavernosa07084-RA	XP_020600741.1, XP_020600740.1
OG0013233	Mcavernosa18360-RA	XP_020608096.1
OG0013234	Mcavernosa18368-RA	XP_020610235.1
OG0013235	Mcavernosa19318-RA	XP_020608276.1
OG0013236	Mcavernosa02706-RA	XP_020606993.1
OG0013237	Mcavernosa02708-RA	XP_020630119.1
OG0013238	Mcavernosa02705-RA	XP_020607053.1
OG0013242	Mcavernosa25621-RA	XP_020624485.1, XP_020624502.1
OG0013244	Mcavernosa14480-RA	XP_020614236.1
OG0013245	Mcavernosa07767-RA	XP_020613406.1
OG0013246	Mcavernosa11264-RA	XP_020620867.1
OG0013247	Mcavernosa11263-RA	XP_020620866.1
OG0013249	Mcavernosa07766-RA	XP_020613375.1
OG0013250	Mcavernosa06445-RA	XP_020603157.1
OG0013251	Mcavernosa03178-RA	XP_020603153.1, XP_020603152.1
OG0013252	Mcavernosa32131-RA	XP_020600908.1
OG0013253	Mcavernosa32068-RA	XP_020603926.1
OG0013255	Mcavernosa10563-RA	XP_020615042.1
OG0013257	Mcavernosa12711-RA	XP_020604134.1
OG0013258	Mcavernosa12710-RA	XP_020604113.1
OG0013259	Mcavernosa12706-RA	XP_020604123.1
OG0013260	Mcavernosa31758-RA	XP_020619419.1
OG0013261	Mcavernosa31752-RA	XP_020619380.1
OG0013262	Mcavernosa31756-RA	XP_020619382.1
OG0013263	Mcavernosa04392-RA	XP_020626684.1, XP_020626683.1
OG0013265	Mcavernosa21138-RA	XP_020619167.1
OG0013266	Mcavernosa26284-RA	XP_020614890.1
OG0013267	Mcavernosa26281-RA	XP_020614871.1
OG0013268	Mcavernosa07488-RA	XP_020607822.1
OG0013269	Mcavernosa07489-RA	XP_020619779.1
OG0013270	Mcavernosa07490-RA	XP_020619767.1
OG0013271	Mcavernosa23755-RA	XP_020607764.1
OG0013272	Mcavernosa23754-RA	XP_020607765.1
OG0013273	Mcavernosa15829-RA	XP_020626705.1
OG0013274	Mcavernosa23074-RA	XP_020621613.1
OG0013275	Mcavernosa15828-RA	XP_020626707.1
OG0013276	Mcavernosa18161-RA	XP_020608546.1
OG0013277	Mcavernosa18165-RA	XP_020608525.1
OG0013278	Mcavernosa26202-RA	XP_020606099.1
OG0013279	Mcavernosa25366-RA	XP_020628285.1
OG0013280	Mcavernosa09085-RA	XP_020602691.1
OG0013281	Mcavernosa09083-RA	XP_020602680.1
OG0013282	Mcavernosa25367-RA	XP_020602689.1
OG0013283	Mcavernosa15941-RA	XP_020621916.1
OG0013284	Mcavernosa15939-RA	XP_020621927.1
OG0013285	Mcavernosa11214-RA	XP_020608465.1
OG0013286	Mcavernosa06641-RA	XP_020607901.1
OG0013287	Mcavernosa09407-RA	XP_020623770.1
OG0013289	Mcavernosa18213-RA	XP_020625663.1
OG0013292	Mcavernosa18220-RA	XP_020608852.1
OG0013293	Mcavernosa18206-RA	XP_020625638.1
OG0013294	Mcavernosa18198-RA	XP_020625651.1
OG0013295	Mcavernosa18197-RA	XP_020625650.1
OG0013296	Mcavernosa15687-RA	XP_020615401.1
OG0013298	Mcavernosa23178-RA	XP_020601919.1
OG0013299	Mcavernosa18581-RA	XP_020610323.1
OG0013300	Mcavernosa31935-RA	XP_020602569.1
OG0013301	Mcavernosa31936-RA	XP_020602506.1
OG0013302	Mcavernosa18580-RA	XP_020610287.1
OG0013304	Mcavernosa17934-RA	XP_020613980.1
OG0013305	Mcavernosa28490-RA	XP_020615624.1
OG0013306	Mcavernosa22634-RA	XP_020628915.1
OG0013308	Mcavernosa22636-RA	XP_020628917.1
OG0013309	Mcavernosa22635-RA	XP_020628916.1
OG0013310	Mcavernosa20868-RA	XP_020608037.1
OG0013314	Mcavernosa29222-RA	XP_020602317.1
OG0013315	Mcavernosa03550-RA	XP_020631643.1
OG0013316	Mcavernosa09152-RA	XP_020616680.1
OG0013317	Mcavernosa09151-RA	XP_020616725.1
OG0013318	Mcavernosa09137-RA	XP_020607025.1
OG0013319	Mcavernosa09133-RA	XP_020606856.1
OG0013320	Mcavernosa09153-RA	XP_020616702.1
OG0013322	Mcavernosa02703-RA	XP_020607016.1
OG0013324	Mcavernosa00115-RA	XP_020607098.1
OG0013325	Mcavernosa00119-RA	XP_020607101.1
OG0013327	Mcavernosa14227-RA	XP_020600403.1
OG0013328	Mcavernosa14216-RA	XP_020600556.1
OG0013329	Mcavernosa02164-RA	XP_020628076.1
OG0013330	Mcavernosa02162-RA	XP_020628075.1
OG0013331	Mcavernosa07303-RA	XP_020632787.1
OG0013332	Mcavernosa31245-RA	XP_020609319.1
OG0013333	Mcavernosa00959-RA	XP_020619995.1
OG0013335	Mcavernosa07219-RA	XP_020605337.1, XP_020605338.1
OG0013337	Mcavernosa24099-RA	XP_020600408.1
OG0013338	Mcavernosa21011-RA	XP_020614441.1
OG0013339	Mcavernosa21003-RA	XP_020614484.1
OG0013341	Mcavernosa05463-RA	XP_020622154.1
OG0013342	Mcavernosa05461-RA	XP_020622155.1
OG0013343	Mcavernosa05459-RA	XP_020614414.1
OG0013344	Mcavernosa21016-RA	XP_020601672.1
OG0013345	Mcavernosa23326-RA	XP_020624774.1
OG0013346	Mcavernosa21015-RA	XP_020601674.1
OG0013347	Mcavernosa05476-RA	XP_020629011.1
OG0013349	Mcavernosa25961-RA	XP_020628211.1
OG0013350	Mcavernosa04716-RA	XP_020620174.1
OG0013351	Mcavernosa04715-RA	XP_020620172.1
OG0013352	Mcavernosa04708-RA	XP_020620140.1
OG0013353	Mcavernosa04704-RA	XP_020620138.1
OG0013354	Mcavernosa04712-RA	XP_020620163.1
OG0013356	Mcavernosa11205-RA	XP_020602753.1
OG0013357	Mcavernosa11199-RA	XP_020602696.1
OG0013358	Mcavernosa11197-RA	XP_020602703.1
OG0013359	Mcavernosa32033-RA	XP_020607122.1
OG0013360	Mcavernosa32039-RA	XP_020607090.1
OG0013362	Mcavernosa24363-RA	XP_020621133.1
OG0013363	Mcavernosa24375-RA	XP_020621128.1
OG0013364	Mcavernosa24374-RA	XP_020621129.1
OG0013365	Mcavernosa08783-RA	XP_020619574.1
OG0013368	Mcavernosa21604-RA	XP_020632509.1
OG0013369	Mcavernosa06661-RA	XP_020607361.1
OG0013370	Mcavernosa21601-RA	XP_020632503.1
OG0013371	Mcavernosa03664-RA	XP_020623290.1
OG0013372	Mcavernosa16931-RA	XP_020604895.1
OG0013373	Mcavernosa25651-RA	XP_020604034.1
OG0013374	Mcavernosa29682-RA	XP_020619487.1
OG0013376	Mcavernosa24980-RA	XP_020626907.1
OG0013377	Mcavernosa06918-RA	XP_020622886.1
OG0013378	Mcavernosa25070-RA	XP_020613485.1
OG0013379	Mcavernosa25068-RA	XP_020613351.1
OG0013380	Mcavernosa01631-RA	XP_020618305.1
OG0013381	Mcavernosa23584-RA	XP_020629295.1
OG0013382	Mcavernosa23586-RA	XP_020629294.1
OG0013383	Mcavernosa27791-RA	XP_020629322.1
OG0013384	Mcavernosa27792-RA	XP_020629321.1
OG0013385	Mcavernosa27793-RA	XP_020629275.1
OG0013386	Mcavernosa19888-RA	XP_020616192.1
OG0013387	Mcavernosa20104-RA	XP_020608500.1
OG0013390	Mcavernosa18001-RA	XP_020606212.1
OG0013391	Mcavernosa17546-RA	XP_020606198.1
OG0013392	Mcavernosa18714-RA	XP_020609407.1
OG0013394	Mcavernosa18712-RA	XP_020609472.1
OG0013395	Mcavernosa12944-RA	XP_020608431.1, XP_020608432.1
OG0013397	Mcavernosa19107-RA	XP_020618408.1, XP_020618409.1
OG0013398	Mcavernosa11302-RA	XP_020610588.1
OG0013399	Mcavernosa32008-RA	XP_020624471.1
OG0013400	Mcavernosa08284-RA	XP_020604067.1
OG0013401	Mcavernosa03052-RA	XP_020609471.1
OG0013402	Mcavernosa28252-RA	XP_020601210.1
OG0013403	Mcavernosa07059-RA	XP_020624262.1
OG0013404	Mcavernosa07058-RA	XP_020624248.1
OG0013405	Mcavernosa28816-RA	XP_020613843.1
OG0013406	Mcavernosa28825-RA	XP_020624329.1, XP_020624328.1
OG0013407	Mcavernosa11325-RA	XP_020610869.1
OG0013408	Mcavernosa11327-RA	XP_020611915.1
OG0013409	Mcavernosa11328-RA	XP_020611967.1
OG0013410	Mcavernosa11329-RA	XP_020610811.1
OG0013411	Mcavernosa11320-RA	XP_020611747.1
OG0013412	Mcavernosa11319-RA	XP_020611778.1
OG0013413	Mcavernosa18937-RA	XP_020602283.1
OG0013415	Mcavernosa07708-RA	XP_020611157.1
OG0013416	Mcavernosa07666-RA	XP_020611171.1
OG0013417	Mcavernosa07665-RA	XP_020611172.1
OG0013418	Mcavernosa07687-RA	XP_020611174.1
OG0013419	Mcavernosa07686-RA	XP_020611183.1
OG0013420	Mcavernosa11384-RA	XP_020628581.1
OG0013424	Mcavernosa04952-RA	XP_020616328.1
OG0013425	Mcavernosa04955-RA	XP_020616326.1, XP_020616327.1
OG0013426	Mcavernosa26208-RA	XP_020616411.1
OG0013427	Mcavernosa20511-RA	XP_020622546.1
OG0013428	Mcavernosa30964-RA	XP_020631410.1
OG0013429	Mcavernosa30965-RA	XP_020631415.1
OG0013430	Mcavernosa18944-RA	XP_020620899.1
OG0013431	Mcavernosa23595-RA	XP_020616625.1
OG0013432	Mcavernosa23597-RA	XP_020616599.1
OG0013433	Mcavernosa13954-RA	XP_020610767.1
OG0013434	Mcavernosa13971-RA	XP_020610757.1
OG0013435	Mcavernosa13974-RA	XP_020610750.1
OG0013436	Mcavernosa13976-RA	XP_020610751.1
OG0013437	Mcavernosa13964-RA	XP_020610765.1, XP_020610766.1
OG0013439	Mcavernosa14393-RA	XP_020616356.1
OG0013440	Mcavernosa00058-RA	XP_020603506.1
OG0013441	Mcavernosa28844-RA	XP_020625386.1
OG0013442	Mcavernosa26627-RA	XP_020630061.1
OG0013444	Mcavernosa21147-RA	XP_020619159.1
OG0013446	Mcavernosa20961-RA	XP_020620691.1
OG0013447	Mcavernosa20949-RA	XP_020620641.1
OG0013448	Mcavernosa20950-RA	XP_020620640.1
OG0013449	Mcavernosa20953-RA	XP_020620545.1
OG0013451	Mcavernosa12750-RA	XP_020630860.1
OG0013452	Mcavernosa17809-RA	XP_020624081.1
OG0013453	Mcavernosa17808-RA	XP_020624082.1
OG0013454	Mcavernosa17807-RA	XP_020624091.1
OG0013455	Mcavernosa17805-RA	XP_020624088.1
OG0013456	Mcavernosa32190-RA	XP_020630778.1
OG0013457	Mcavernosa12756-RA	XP_020626561.1
OG0013458	Mcavernosa12759-RA	XP_020626507.1
OG0013459	Mcavernosa12757-RA	XP_020626550.1
OG0013460	Mcavernosa16171-RA	XP_020626027.1
OG0013461	Mcavernosa02347-RA	XP_020627497.1, XP_020627496.1
OG0013462	Mcavernosa10998-RA	XP_020615518.1
OG0013463	Mcavernosa10996-RA	XP_020615515.1
OG0013464	Mcavernosa07107-RA	XP_020604751.1
OG0013465	Mcavernosa11009-RA	XP_020615507.1
OG0013466	Mcavernosa11003-RA	XP_020615437.1
OG0013467	Mcavernosa11000-RA	XP_020615419.1
OG0013468	Mcavernosa11002-RA	XP_020615541.1
OG0013469	Mcavernosa06800-RA	XP_020615446.1
OG0013470	Mcavernosa11978-RA	XP_020604894.1
OG0013471	Mcavernosa22764-RA	XP_020608585.1
OG0013472	Mcavernosa22769-RA	XP_020608553.1
OG0013474	Mcavernosa17061-RA	XP_020611115.1, XP_020611116.1
OG0013475	Mcavernosa19734-RA	XP_020631422.1
OG0013477	Mcavernosa19736-RA	XP_020631740.1
OG0013478	Mcavernosa19738-RA	XP_020631420.1
OG0013479	Mcavernosa19740-RA	XP_020631647.1
OG0013480	Mcavernosa26310-RA	XP_020600881.1
OG0013481	Mcavernosa13354-RA	XP_020603772.1
OG0013483	Mcavernosa19914-RA	XP_020604685.1
OG0013484	Mcavernosa13436-RA	XP_020614864.1
OG0013485	Mcavernosa23181-RA	XP_020621803.1
OG0013487	Mcavernosa17015-RA	XP_020614075.1
OG0013488	Mcavernosa17016-RA	XP_020614079.1
OG0013490	Mcavernosa17006-RA	XP_020631767.1
OG0013491	Mcavernosa17003-RA	XP_020614585.1
OG0013492	Mcavernosa17001-RA	XP_020614738.1
OG0013493	Mcavernosa06986-RA	XP_020631843.1
OG0013494	Mcavernosa06987-RA	XP_020631801.1
OG0013495	Mcavernosa01353-RA	XP_020609004.1
OG0013496	Mcavernosa07020-RA	XP_020631847.1
OG0013498	Mcavernosa06984-RA	XP_020631841.1
OG0013500	Mcavernosa06996-RA	XP_020631857.1, XP_020631803.1
OG0013501	Mcavernosa01022-RA	XP_020622293.1
OG0013502	Mcavernosa01019-RA	XP_020622364.1
OG0013503	Mcavernosa01027-RA	XP_020622431.1
OG0013505	Mcavernosa05381-RA	XP_020615738.1
OG0013506	Mcavernosa28099-RA	XP_020620479.1
OG0013507	Mcavernosa28098-RA	XP_020620480.1
OG0013508	Mcavernosa28100-RA	XP_020620478.1
OG0013509	Mcavernosa15952-RA	XP_020621925.1
OG0013510	Mcavernosa09282-RA	XP_020618116.1
OG0013511	Mcavernosa23723-RA	XP_020612630.1
OG0013512	Mcavernosa23720-RA	XP_020612671.1
OG0013513	Mcavernosa25150-RA	XP_020611213.1
OG0013515	Mcavernosa25144-RA	XP_020611217.1
OG0013517	Mcavernosa03485-RA	XP_020621939.1
OG0013518	Mcavernosa06737-RA	XP_020605619.1
OG0013519	Mcavernosa06735-RA	XP_020605587.1
OG0013520	Mcavernosa06738-RA	XP_020605651.1
OG0013521	Mcavernosa06749-RA	XP_020605653.1
OG0013522	Mcavernosa06748-RA	XP_020605605.1
OG0013523	Mcavernosa06747-RA	XP_020605564.1
OG0013524	Mcavernosa06753-RA	XP_020605606.1
OG0013525	Mcavernosa06741-RA	XP_020605618.1
OG0013526	Mcavernosa02337-RA	XP_020610822.1
OG0013527	Mcavernosa09577-RA	XP_020603711.1
OG0013528	Mcavernosa09579-RA	XP_020603679.1
OG0013529	Mcavernosa09578-RA	XP_020603712.1
OG0013530	Mcavernosa07196-RA	XP_020618974.1
OG0013531	Mcavernosa07195-RA	XP_020618916.1
OG0013532	Mcavernosa29080-RA	XP_020628913.1
OG0013533	Mcavernosa19664-RA	XP_020628876.1
OG0013534	Mcavernosa09868-RA	XP_020628845.1
OG0013535	Mcavernosa09869-RA	XP_020628847.1
OG0013536	Mcavernosa07759-RA	XP_020613491.1
OG0013537	Mcavernosa06956-RA	XP_020617158.1
OG0013538	Mcavernosa06959-RA	XP_020617172.1
OG0013539	Mcavernosa21306-RA	XP_020613646.1
OG0013540	Mcavernosa21308-RA	XP_020613929.1
OG0013541	Mcavernosa01039-RA	XP_020622475.1
OG0013542	Mcavernosa01038-RA	XP_020622455.1
OG0013543	Mcavernosa01037-RA	XP_020622292.1
OG0013544	Mcavernosa01058-RA	XP_020622472.1
OG0013546	Mcavernosa01032-RA	XP_020622397.1
OG0013547	Mcavernosa01057-RA	XP_020622330.1
OG0013548	Mcavernosa01051-RA	XP_020622387.1
OG0013549	Mcavernosa01047-RA	XP_020622379.1
OG0013550	Mcavernosa01045-RA	XP_020622290.1
OG0013551	Mcavernosa01052-RA	XP_020622386.1
OG0013552	Mcavernosa03301-RA	XP_020618458.1
OG0013553	Mcavernosa03292-RA	XP_020618456.1
OG0013554	Mcavernosa26672-RA	XP_020624760.1
OG0013556	Mcavernosa08789-RA	XP_020619571.1
OG0013557	Mcavernosa08788-RA	XP_020619581.1
OG0013558	Mcavernosa26669-RA, Mcavernosa26670-RA	XP_020624620.1
OG0013560	Mcavernosa12588-RA	XP_020605116.1
OG0013561	Mcavernosa12587-RA	XP_020605123.1
OG0013562	Mcavernosa02656-RA	XP_020622900.1
OG0013563	Mcavernosa02655-RA	XP_020622904.1
OG0013564	Mcavernosa26273-RA	XP_020627450.1
OG0013565	Mcavernosa26274-RA	XP_020627449.1
OG0013566	Mcavernosa13595-RA	XP_020627441.1
OG0013568	Mcavernosa26278-RA	XP_020627446.1
OG0013569	Mcavernosa30875-RA	XP_020602685.1
OG0013570	Mcavernosa01263-RA	XP_020604003.1
OG0013571	Mcavernosa10811-RA	XP_020610187.1
OG0013572	Mcavernosa02780-RA	XP_020626450.1
OG0013573	Mcavernosa01905-RA	XP_020602058.1
OG0013574	Mcavernosa16221-RA	XP_020609864.1
OG0013575	Mcavernosa16219-RA	XP_020609876.1
OG0013576	Mcavernosa07150-RA	XP_020618762.1
OG0013577	Mcavernosa13876-RA	XP_020608926.1
OG0013578	Mcavernosa11855-RA	XP_020601501.1
OG0013579	Mcavernosa20914-RA	XP_020622076.1
OG0013580	Mcavernosa23030-RA	XP_020622081.1
OG0013581	Mcavernosa20913-RA	XP_020622075.1
OG0013583	Mcavernosa19038-RA	XP_020612056.1
OG0013584	Mcavernosa25289-RA	XP_020613400.1
OG0013585	Mcavernosa29513-RA	XP_020624016.1
OG0013586	Mcavernosa10077-RA	XP_020631328.1
OG0013587	Mcavernosa07601-RA	XP_020605320.1
OG0013588	Mcavernosa07598-RA	XP_020605952.1
OG0013589	Mcavernosa07602-RA	XP_020605332.1
OG0013590	Mcavernosa29674-RA, Mcavernosa29673-RA	XP_020625306.1, XP_020625305.1
OG0013591	Mcavernosa29671-RA	XP_020625304.1
OG0013592	Mcavernosa13124-RA	XP_020631164.1
OG0013593	Mcavernosa13136-RA	XP_020631064.1
OG0013595	Mcavernosa26476-RA	XP_020627246.1
OG0013596	Mcavernosa07483-RA	XP_020607761.1
OG0013597	Mcavernosa10308-RA	XP_020615835.1
OG0013598	Mcavernosa23341-RA	XP_020630252.1
OG0013599	Mcavernosa27160-RA	XP_020630279.1
OG0013600	Mcavernosa00509-RA	XP_020624200.1
OG0013601	Mcavernosa27383-RA	XP_020630589.1
OG0013602	Mcavernosa01119-RA	XP_020604402.1
OG0013604	Mcavernosa17155-RA	XP_020609760.1
OG0013605	Mcavernosa17162-RA	XP_020609729.1
OG0013606	Mcavernosa17167-RA	XP_020609752.1
OG0013607	Mcavernosa17163-RA	XP_020609753.1
OG0013608	Mcavernosa20368-RA	XP_020632683.1
OG0013609	Mcavernosa26303-RA	XP_020627183.1
OG0013610	Mcavernosa29698-RA	XP_020619499.1
OG0013613	Mcavernosa27768-RA, Mcavernosa27488-RA	XP_020604570.1
OG0013614	Mcavernosa21900-RA	XP_020622512.1
OG0013615	Mcavernosa13839-RA	XP_020604536.1
OG0013616	Mcavernosa13843-RA	XP_020604555.1
OG0013617	Mcavernosa14400-RA	XP_020616367.1
OG0013618	Mcavernosa14395-RA	XP_020616402.1
OG0013619	Mcavernosa14398-RA	XP_020616403.1
OG0013620	Mcavernosa03092-RA	XP_020600621.1
OG0013621	Mcavernosa03091-RA	XP_020600670.1
OG0013622	Mcavernosa18838-RA	XP_020600669.1
OG0013623	Mcavernosa03070-RA	XP_020600728.1
OG0013624	Mcavernosa03072-RA	XP_020600674.1
OG0013625	Mcavernosa03076-RA	XP_020600691.1
OG0013626	Mcavernosa03075-RA	XP_020600690.1
OG0013627	Mcavernosa03074-RA	XP_020600672.1
OG0013628	Mcavernosa09554-RA	XP_020608004.1
OG0013629	Mcavernosa23866-RA	XP_020610198.1
OG0013630	Mcavernosa15700-RA	XP_020610211.1
OG0013631	Mcavernosa23756-RA	XP_020607789.1
OG0013632	Mcavernosa31570-RA, Mcavernosa31569-RA	XP_020606848.1
OG0013633	Mcavernosa35006-RA	XP_020606844.1
OG0013635	Mcavernosa08360-RA	XP_020630632.1, XP_020630588.1
OG0013636	Mcavernosa02539-RA	XP_020605487.1
OG0013637	Mcavernosa02530-RA	XP_020605503.1
OG0013638	Mcavernosa14511-RA	XP_020611310.1
OG0013639	Mcavernosa14520-RA	XP_020611055.1
OG0013640	Mcavernosa14512-RA, Mcavernosa33659-RA	XP_020611082.1
OG0013641	Mcavernosa33655-RA	XP_020611299.1
OG0013642	Mcavernosa14521-RA	XP_020611063.1
OG0013643	Mcavernosa14524-RA	XP_020611418.1
OG0013644	Mcavernosa14526-RA	XP_020611428.1
