Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Acerv_assembly_v1.0.protein
OG0012297	XP_020601933.1	Acerv_evm.model.Segkk2662_pilon.10
OG0012299	XP_020601880.1	Acerv_evm.model.Segkk2662_pilon.15
OG0012300	XP_020601879.1	Acerv_evm.model.Segkk2662_pilon.14
OG0012301	XP_020601892.1	Acerv_evm.model.Segkk2662_pilon.17, Acerv_evm.model.Segkk2662_pilon.18
OG0012302	XP_020608530.1	Acerv_evm.model.Segkk2662_pilon.2
OG0012303	XP_020624992.1	Acerv_evm.model.Segkk2665_pilon.3, Acerv_evm.model.Segkk4107_pilon.4
OG0012304	XP_020624989.1	Acerv_evm.model.Segkk2665_pilon.1
OG0012305	XP_020616335.1	Acerv_evm.model.Segkk2666_pilon.14
OG0012306	XP_020616320.1	Acerv_evm.model.Segkk2666_pilon.11
OG0012307	XP_020616461.1	Acerv_evm.model.Segkk2666_pilon.12
OG0012308	XP_020626218.1	Acerv_evm.model.Segkk2668_pilon.13
OG0012309	XP_020626257.1	Acerv_evm.model.Segkk2668_pilon.12
OG0012310	XP_020626258.1	Acerv_evm.model.Segkk2668_pilon.10
OG0012311	XP_020626254.1	Acerv_evm.model.Segkk2668_pilon.6
OG0012312	XP_020626407.1	Acerv_evm.model.Segkk2668_pilon.5
OG0012313	XP_020626256.1	Acerv_evm.model.Segkk2668_pilon.8
OG0012314	XP_020626416.1	Acerv_evm.model.Segkk2668_pilon.24
OG0012315	XP_020616511.1	Acerv_evm.model.Segkk2675_pilon.4
OG0012316	XP_020616550.1	Acerv_evm.model.Segkk2675_pilon.6
OG0012317	XP_020619589.1	Acerv_evm.model.Segkk4124_pilon.27, Acerv_evm.model.Segkk2682_pilon.2
OG0012318	XP_020622882.1	Acerv_evm.model.Segkk2683_pilon.2
OG0012319	XP_020617875.1, XP_020617874.1	Acerv_evm.model.Segkk2689_pilon.1
OG0012320	XP_020617798.1	Acerv_evm.model.Segkk2689_pilon.6
OG0012321	XP_020629884.1	Acerv_evm.model.Segkk2690_pilon.3
OG0012322	XP_020629809.1	Acerv_evm.model.Segkk2690_pilon.4
OG0012323	XP_020625561.1	Acerv_evm.model.Segkk2691_pilon.5
OG0012325	XP_020618349.1	Acerv_evm.model.Segkk2694_pilon.3
OG0012326	XP_020621830.1, XP_020621829.1	Acerv_evm.model.Segkk2700_pilon.6
OG0012327	XP_020613741.1	Acerv_evm.model.Segkk2710_pilon.3
OG0012328	XP_020613735.1	Acerv_evm.model.Segkk2710_pilon.2
OG0012329	XP_020625085.1	Acerv_evm.model.Segkk2712_pilon.1
OG0012330	XP_020625084.1	Acerv_evm.model.Segkk2712_pilon.3
OG0012331	XP_020613168.1	Acerv_evm.model.Segkk2716_pilon.18
OG0012332	XP_020613159.1	Acerv_evm.model.Segkk2716_pilon.14
OG0012333	XP_020626724.1	Acerv_evm.model.Segkk2716_pilon.1
OG0012334	XP_020622955.1	Acerv_evm.model.Segkk2722_pilon.1
OG0012335	XP_020623479.1	Acerv_evm.model.Segkk2722_pilon.2
OG0012336	XP_020623803.1	Acerv_evm.model.Segkk2722_pilon.22
OG0012337	XP_020613742.1	Acerv_evm.model.Segkk2723_pilon.9
OG0012338	XP_020611382.1	Acerv_evm.model.Segkk2723_pilon.8
OG0012339	XP_020611357.1	Acerv_evm.model.Segkk2723_pilon.7
OG0012340	XP_020611281.1	Acerv_evm.model.Segkk2723_pilon.2
OG0012341	XP_020611308.1	Acerv_evm.model.Segkk2723_pilon.12
OG0012342	XP_020611336.1	Acerv_evm.model.Segkk2723_pilon.18
OG0012343	XP_020619206.1, XP_020619160.1	Acerv_evm.model.Segkk2725_pilon.7
OG0012344	XP_020619205.1, XP_020619242.1	Acerv_evm.model.Segkk2725_pilon.6
OG0012347	XP_020616110.1	Acerv_evm.model.Segkk2741_pilon.5
OG0012348	XP_020632749.1	Acerv_evm.model.Segkk2748_pilon.9
OG0012349	XP_020621449.1	Acerv_evm.model.Segkk2749_pilon.6
OG0012350	XP_020603422.1	Acerv_evm.model.Segkk2751_pilon.8
OG0012351	XP_020603487.1	Acerv_evm.model.Segkk2751_pilon.1
OG0012354	XP_020612562.1	Acerv_evm.model.Segkk2754_pilon.22
OG0012355	XP_020612535.1	Acerv_evm.model.Segkk2754_pilon.23
OG0012356	XP_020612567.1	Acerv_evm.model.Segkk2754_pilon.20
OG0012358	XP_020612616.1	Acerv_evm.model.Segkk2754_pilon.7
OG0012359	XP_020612664.1	Acerv_evm.model.Segkk2754_pilon.4
OG0012360	XP_020612673.1, XP_020612665.1	Acerv_evm.model.Segkk2754_pilon.3
OG0012361	XP_020612675.1	Acerv_evm.model.Segkk2754_pilon.2
OG0012362	XP_020612624.1	Acerv_evm.model.Segkk2754_pilon.18
OG0012363	XP_020628337.1	Acerv_evm.model.Segkk2758_pilon.26
OG0012364	XP_020628370.1, XP_020628314.1	Acerv_evm.model.Segkk2758_pilon.35
OG0012365	XP_020628357.1	Acerv_evm.model.Segkk2758_pilon.34
OG0012366	XP_020628350.1	Acerv_evm.model.Segkk2758_pilon.37
OG0012367	XP_020606276.1	Acerv_evm.model.Segkk2758_pilon.15
OG0012368	XP_020606277.1	Acerv_evm.model.Segkk2758_pilon.14
OG0012369	XP_020628355.1	Acerv_evm.model.Segkk2758_pilon.46
OG0012370	XP_020631110.1	Acerv_evm.model.Segkk2759_pilon.19
OG0012371	XP_020631059.1	Acerv_evm.model.Segkk2759_pilon.12
OG0012372	XP_020631107.1	Acerv_evm.model.Segkk2759_pilon.14
OG0012373	XP_020612661.1	Acerv_evm.model.Segkk2759_pilon.23
OG0012374	XP_020630960.1	Acerv_evm.model.Segkk2759_pilon.7
OG0012375	XP_020617036.1	Acerv_evm.model.Segkk2760_pilon.5
OG0012376	XP_020622228.1	Acerv_evm.model.Segkk2760_pilon.16
OG0012377	XP_020628932.1	Acerv_evm.model.Segkk2761_pilon.6
OG0012378	XP_020625176.1	Acerv_evm.model.Segkk2762_pilon.8
OG0012379	XP_020625175.1	Acerv_evm.model.Segkk2762_pilon.9
OG0012380	XP_020624287.1, XP_020624286.1	Acerv_evm.model.Segkk2762_pilon.16
OG0012381	XP_020624288.1	Acerv_evm.model.Segkk2762_pilon.17
OG0012382	XP_020620384.1	Acerv_evm.model.Segkk2762_pilon.12
OG0012383	XP_020608598.1	Acerv_evm.model.Segkk2763_pilon.7
OG0012384	XP_020608544.1	Acerv_evm.model.Segkk2763_pilon.9
OG0012385	XP_020608497.1	Acerv_evm.model.Segkk2763_pilon.13
OG0012386	XP_020628403.1, XP_020601848.1	Acerv_evm.model.Segkk2764_pilon.14
OG0012387	XP_020600398.1	Acerv_evm.model.Segkk2764_pilon.10, Acerv_evm.model.Segkk2764_pilon.9
OG0012388	XP_020601825.1	Acerv_evm.model.Segkk2764_pilon.13
OG0012389	XP_020608010.1	Acerv_evm.model.Segkk2765_pilon.4
OG0012390	XP_020616033.1	Acerv_evm.model.Segkk2765_pilon.2
OG0012391	XP_020609197.1	Acerv_evm.model.Segkk2772_pilon.8
OG0012393	XP_020616074.1	Acerv_evm.model.Segkk2779_pilon.12
OG0012394	XP_020616092.1	Acerv_evm.model.Segkk2779_pilon.10
OG0012395	XP_020616234.1	Acerv_evm.model.Segkk2779_pilon.15
OG0012396	XP_020605331.1	Acerv_evm.model.Segkk2782_pilon.19
OG0012397	XP_020605858.1	Acerv_evm.model.Segkk2782_pilon.10
OG0012398	XP_020605229.1	Acerv_evm.model.Segkk2782_pilon.20
OG0012399	XP_020606248.1	Acerv_evm.model.Segkk2782_pilon.4
OG0012400	XP_020606138.1	Acerv_evm.model.Segkk2782_pilon.5
OG0012401	XP_020606626.1	Acerv_evm.model.Segkk2782_pilon.3
OG0012402	XP_020610726.1	Acerv_evm.model.Segkk2782_pilon.32
OG0012403	XP_020611959.1	Acerv_evm.model.Segkk2783_pilon.4
OG0012404	XP_020628297.1	Acerv_evm.model.Segkk2784_pilon.4
OG0012405	XP_020628265.1	Acerv_evm.model.Segkk2784_pilon.3
OG0012406	XP_020614550.1, XP_020614551.1	Acerv_evm.model.Segkk2785_pilon.1
OG0012407	XP_020614553.1	Acerv_evm.model.Segkk2785_pilon.2
OG0012408	XP_020611318.1	Acerv_evm.model.Segkk2787_pilon.19
OG0012409	XP_020611319.1	Acerv_evm.model.Segkk2787_pilon.18
OG0012410	XP_020611323.1	Acerv_evm.model.Segkk2787_pilon.15
OG0012411	XP_020621239.1	Acerv_evm.model.Segkk2787_pilon.5
OG0012412	XP_020612069.1	Acerv_evm.model.Segkk2792_pilon.20
OG0012413	XP_020612072.1	Acerv_evm.model.Segkk2792_pilon.21
OG0012414	XP_020612071.1	Acerv_evm.model.Segkk2792_pilon.23
OG0012415	XP_020611994.1	Acerv_evm.model.Segkk2792_pilon.11
OG0012416	XP_020611996.1	Acerv_evm.model.Segkk2792_pilon.10
OG0012417	XP_020604160.1	Acerv_evm.model.Segkk2792_pilon.7
OG0012418	XP_020613279.1	Acerv_evm.model.Segkk2793_pilon.8
OG0012419	XP_020624626.1	Acerv_evm.model.Segkk2795_pilon.8
OG0012420	XP_020624803.1	Acerv_evm.model.Segkk2795_pilon.6
OG0012421	XP_020624721.1	Acerv_evm.model.Segkk2795_pilon.7
OG0012422	XP_020624628.1	Acerv_evm.model.Segkk2795_pilon.10
OG0012423	XP_020624642.1	Acerv_evm.model.Segkk2795_pilon.11
OG0012424	XP_020624645.1, XP_020624647.1	Acerv_evm.model.Segkk2795_pilon.15
OG0012425	XP_020610615.1	Acerv_evm.model.Segkk2803_pilon.3
OG0012426	XP_020617327.1	Acerv_evm.model.Segkk2808_pilon.19, Acerv_evm.model.Segkk2808_pilon.18
OG0012427	XP_020631050.1	Acerv_evm.model.Segkk2811_pilon.21
OG0012428	XP_020631135.1	Acerv_evm.model.Segkk2811_pilon.19
OG0012429	XP_020631037.1	Acerv_evm.model.Segkk2811_pilon.11
OG0012430	XP_020631036.1	Acerv_evm.model.Segkk2811_pilon.12
OG0012431	XP_020624191.1	Acerv_evm.model.Segkk2815_pilon.2
OG0012433	XP_020628529.1	Acerv_evm.model.Segkk2821_pilon.3
OG0012434	XP_020628481.1	Acerv_evm.model.Segkk2821_pilon.9
OG0012435	XP_020623336.1	Acerv_evm.model.Segkk2825_pilon.3
OG0012436	XP_020627902.1	Acerv_evm.model.Segkk2826_pilon.8
OG0012437	XP_020624148.1	Acerv_evm.model.Segkk2826_pilon.17
OG0012438	XP_020615994.1	Acerv_evm.model.Segkk2826_pilon.18
OG0012439	XP_020608706.1	Acerv_evm.model.Segkk2826_pilon.28
OG0012440	XP_020626612.1	Acerv_evm.model.Segkk2826_pilon.20
OG0012441	XP_020608707.1	Acerv_evm.model.Segkk2826_pilon.27
OG0012442	XP_020600641.1	Acerv_evm.model.Segkk2826_pilon.24
OG0012443	XP_020621616.1	Acerv_evm.model.Segkk2832_pilon.4
OG0012444	XP_020621614.1	Acerv_evm.model.Segkk2832_pilon.5
OG0012445	XP_020621674.1	Acerv_evm.model.Segkk2832_pilon.1
OG0012446	XP_020621661.1	Acerv_evm.model.Segkk2832_pilon.2
OG0012447	XP_020621713.1	Acerv_evm.model.Segkk2834_pilon.8
OG0012448	XP_020619812.1	Acerv_evm.model.Segkk2837_pilon.6
OG0012449	XP_020619808.1	Acerv_evm.model.Segkk2837_pilon.11
OG0012450	XP_020619826.1	Acerv_evm.model.Segkk2837_pilon.12
OG0012451	XP_020610666.1	Acerv_evm.model.Segkk2838_pilon.4
OG0012452	XP_020610736.1	Acerv_evm.model.Segkk2838_pilon.2
OG0012453	XP_020608617.1	Acerv_evm.model.Segkk2839_pilon.1
OG0012454	XP_020624155.1	Acerv_evm.model.Segkk2843_pilon.1
OG0012455	XP_020627523.1	Acerv_evm.model.Segkk2844_pilon.14
OG0012456	XP_020607158.1	Acerv_evm.model.Segkk2844_pilon.4
OG0012457	XP_020607346.1	Acerv_evm.model.Segkk2845_pilon.5
OG0012458	XP_020601240.1	Acerv_evm.model.Segkk2846_pilon.6
OG0012459	XP_020601139.1	Acerv_evm.model.Segkk2846_pilon.2
OG0012461	XP_020601324.1	Acerv_evm.model.Segkk2846_pilon.14
OG0012462	XP_020601216.1	Acerv_evm.model.Segkk2846_pilon.17
OG0012464	XP_020617320.1	Acerv_evm.model.Segkk2851_pilon.17
OG0012465	XP_020617305.1	Acerv_evm.model.Segkk2851_pilon.16
OG0012466	XP_020628181.1	Acerv_evm.model.Segkk2855_pilon.2
OG0012467	XP_020608394.1	Acerv_evm.model.Segkk2860_pilon.4
OG0012468	XP_020608348.1	Acerv_evm.model.Segkk2860_pilon.1
OG0012469	XP_020608396.1	Acerv_evm.model.Segkk2860_pilon.2
OG0012470	XP_020601516.1	Acerv_evm.model.Segkk2861_pilon.5
OG0012471	XP_020602706.1	Acerv_evm.model.Segkk2861_pilon.7
OG0012472	XP_020631691.1	Acerv_evm.model.Segkk2861_pilon.11
OG0012474	XP_020601486.1	Acerv_evm.model.Segkk2861_pilon.1
OG0012475	XP_020628108.1	Acerv_evm.model.Segkk2868_pilon.4
OG0012476	XP_020628115.1	Acerv_evm.model.Segkk2868_pilon.1
OG0012477	XP_020628117.1	Acerv_evm.model.Segkk2868_pilon.2
OG0012478	XP_020609320.1	Acerv_evm.model.Segkk2871_pilon.5
OG0012479	XP_020602002.1	Acerv_evm.model.Segkk2873_pilon.3
OG0012480	XP_020613859.1	Acerv_evm.model.Segkk2875_pilon.6
OG0012481	XP_020600880.1	Acerv_evm.model.Segkk2877_pilon.4
OG0012483	XP_020609870.1	Acerv_evm.model.Segkk2878_pilon.4
OG0012484	XP_020615687.1	Acerv_evm.model.Segkk2885_pilon.7
OG0012485	XP_020615578.1	Acerv_evm.model.Segkk2885_pilon.3
OG0012486	XP_020626404.1	Acerv_evm.model.Segkk2890_pilon.3
OG0012487	XP_020629088.1	Acerv_evm.model.Segkk2891_pilon.7
OG0012488	XP_020629067.1	Acerv_evm.model.Segkk2891_pilon.8
OG0012489	XP_020629319.1	Acerv_evm.model.Segkk2891_pilon.15
OG0012490	XP_020629068.1	Acerv_evm.model.Segkk2891_pilon.10
OG0012491	XP_020625432.1	Acerv_evm.model.Segkk2891_pilon.12
OG0012492	XP_020629083.1	Acerv_evm.model.Segkk2891_pilon.2
OG0012493	XP_020606012.1	Acerv_evm.model.Segkk2893_pilon.6
OG0012494	XP_020601730.1	Acerv_evm.model.Segkk2893_pilon.5
OG0012495	XP_020601675.1	Acerv_evm.model.Segkk2893_pilon.4
OG0012496	XP_020615934.1, XP_020615935.1	Acerv_evm.model.Segkk2894_pilon.5
OG0012497	XP_020619930.1	Acerv_evm.model.Segkk2896_pilon.14
OG0012498	XP_020613061.1	Acerv_evm.model.Segkk2896_pilon.10
OG0012499	XP_020623315.1	Acerv_evm.model.Segkk2898_pilon.11
OG0012500	XP_020623326.1, XP_020623350.1	Acerv_evm.model.Segkk2898_pilon.5
OG0012501	XP_020608439.1	Acerv_evm.model.Segkk2902_pilon.3
OG0012502	XP_020619883.1	Acerv_evm.model.Segkk2902_pilon.2
OG0012503	XP_020602147.1	Acerv_evm.model.Segkk2908_pilon.13
OG0012504	XP_020602101.1	Acerv_evm.model.Segkk2908_pilon.14
OG0012505	XP_020629450.1	Acerv_evm.model.Segkk2908_pilon.16
OG0012506	XP_020626305.1	Acerv_evm.model.Segkk2910_pilon.1
OG0012507	XP_020611961.1	Acerv_evm.model.Segkk2911_pilon.1
OG0012508	XP_020611761.1, XP_020611760.1	Acerv_evm.model.Segkk2911_pilon.2
OG0012509	XP_020626446.1	Acerv_evm.model.Segkk2911_pilon.3
OG0012510	XP_020632016.1	Acerv_evm.model.Segkk2916_pilon.3
OG0012511	XP_020632000.1	Acerv_evm.model.Segkk2916_pilon.2
OG0012512	XP_020632011.1	Acerv_evm.model.Segkk2916_pilon.4
OG0012513	XP_020619472.1	Acerv_evm.model.Segkk2919_pilon.4
OG0012515	XP_020610873.1	Acerv_evm.model.Segkk2922_pilon.4
OG0012516	XP_020606395.1	Acerv_evm.model.Segkk2924_pilon.16
OG0012517	XP_020616342.1	Acerv_evm.model.Segkk2924_pilon.8
OG0012518	XP_020627547.1	Acerv_evm.model.Segkk2924_pilon.4
OG0012519	XP_020628849.1	Acerv_evm.model.Segkk2924_pilon.6
OG0012520	XP_020611053.1	Acerv_evm.model.Segkk2924_pilon.28
OG0012521	XP_020602492.1	Acerv_evm.model.Segkk2924_pilon.22
OG0012522	XP_020616264.1	Acerv_evm.model.Segkk2924_pilon.26
OG0012523	XP_020616364.1	Acerv_evm.model.Segkk2924_pilon.24
OG0012524	XP_020601845.1	Acerv_evm.model.Segkk2924_pilon.23
OG0012525	XP_020616771.1	Acerv_evm.model.Segkk3110_pilon.11, Acerv_evm.model.Segkk2928_pilon.1
OG0012526	XP_020613240.1	Acerv_evm.model.Segkk2933_pilon.2
OG0012527	XP_020613235.1	Acerv_evm.model.Segkk2933_pilon.8
OG0012528	XP_020628216.1	Acerv_evm.model.Segkk2938_pilon.10
OG0012529	XP_020628136.1	Acerv_evm.model.Segkk2938_pilon.7
OG0012530	XP_020628214.1	Acerv_evm.model.Segkk2938_pilon.6
OG0012531	XP_020626955.1	Acerv_evm.model.Segkk2944_pilon.3
OG0012532	XP_020604458.1	Acerv_evm.model.Segkk2954_pilon.13
OG0012533	XP_020604428.1	Acerv_evm.model.Segkk2954_pilon.17
OG0012534	XP_020604433.1	Acerv_evm.model.Segkk2954_pilon.20
OG0012536	XP_020604445.1	Acerv_evm.model.Segkk2954_pilon.8
OG0012537	XP_020604474.1	Acerv_evm.model.Segkk2954_pilon.14
OG0012538	XP_020604434.1	Acerv_evm.model.Segkk2954_pilon.19
OG0012539	XP_020604475.1	Acerv_evm.model.Segkk2954_pilon.18
OG0012540	XP_020606459.1	Acerv_evm.model.Segkk2956_pilon.5
OG0012541	XP_020632850.1	Acerv_evm.model.Segkk4295_pilon.1, Acerv_evm.model.Segkk4155_pilon.5, Acerv_evm.model.Segkk3658_pilon.1, Acerv_evm.model.Segkk2958_pilon.1
OG0012542	XP_020607241.1	Acerv_evm.model.Segkk2959_pilon.2
OG0012543	XP_020607257.1	Acerv_evm.model.Segkk2959_pilon.3
OG0012544	XP_020618199.1	Acerv_evm.model.Segkk2963_pilon.2
OG0012545	XP_020618196.1	Acerv_evm.model.Segkk2963_pilon.1
OG0012546	XP_020623788.1	Acerv_evm.model.Segkk2975_pilon.7
OG0012547	XP_020622271.1	Acerv_evm.model.Segkk2978_pilon.26
OG0012548	XP_020622487.1	Acerv_evm.model.Segkk2978_pilon.24
OG0012549	XP_020609414.1	Acerv_evm.model.Segkk2979_pilon.4
OG0012550	XP_020627260.1	Acerv_evm.model.Segkk2979_pilon.5
OG0012551	XP_020609402.1	Acerv_evm.model.Segkk2979_pilon.2
OG0012552	XP_020606297.1	Acerv_evm.model.Segkk2985_pilon.6
OG0012553	XP_020601854.1	Acerv_evm.model.Segkk2991_pilon.2
OG0012556	XP_020617488.1	Acerv_evm.model.Segkk3009_pilon.16
OG0012557	XP_020620720.1	Acerv_evm.model.Segkk3018_pilon.10
OG0012558	XP_020620405.1	Acerv_evm.model.Segkk3018_pilon.9
OG0012559	XP_020631731.1	Acerv_evm.model.Segkk3020_pilon.8
OG0012560	XP_020631732.1	Acerv_evm.model.Segkk3020_pilon.9
OG0012561	XP_020621440.1	Acerv_evm.model.Segkk3024_pilon.1
OG0012562	XP_020605013.1	Acerv_evm.model.Segkk3028_pilon.18
OG0012563	XP_020613476.1	Acerv_evm.model.Segkk3028_pilon.4
OG0012564	XP_020613428.1	Acerv_evm.model.Segkk3028_pilon.8
OG0012565	XP_020602213.1	Acerv_evm.model.Segkk3042_pilon.4
OG0012566	XP_020602224.1	Acerv_evm.model.Segkk3042_pilon.5
OG0012567	XP_020611869.1	Acerv_evm.model.Segkk3047_pilon.17
OG0012568	XP_020611844.1	Acerv_evm.model.Segkk3047_pilon.13
OG0012569	XP_020611918.1	Acerv_evm.model.Segkk3047_pilon.20
OG0012570	XP_020611755.1	Acerv_evm.model.Segkk3047_pilon.26
OG0012571	XP_020611843.1	Acerv_evm.model.Segkk3047_pilon.3
OG0012572	XP_020611954.1	Acerv_evm.model.Segkk3047_pilon.1
OG0012573	XP_020611858.1	Acerv_evm.model.Segkk3052_pilon.7
OG0012574	XP_020611857.1	Acerv_evm.model.Segkk3052_pilon.6
OG0012575	XP_020617704.1	Acerv_evm.model.Segkk3053_pilon.10
OG0012576	XP_020617698.1	Acerv_evm.model.Segkk3053_pilon.11
OG0012577	XP_020617713.1	Acerv_evm.model.Segkk3053_pilon.14
OG0012578	XP_020617726.1	Acerv_evm.model.Segkk3053_pilon.15
OG0012579	XP_020625340.1	Acerv_evm.model.Segkk3053_pilon.3
OG0012580	XP_020617712.1	Acerv_evm.model.Segkk3053_pilon.5
OG0012581	XP_020603139.1	Acerv_evm.model.Segkk3054_pilon.8
OG0012582	XP_020603140.1	Acerv_evm.model.Segkk3054_pilon.4
OG0012584	XP_020611945.1	Acerv_evm.model.Segkk3063_pilon.7
OG0012585	XP_020629340.1	Acerv_evm.model.Segkk3064_pilon.5
OG0012586	XP_020614750.1	Acerv_evm.model.Segkk3070_pilon.2
OG0012587	XP_020618293.1	Acerv_evm.model.Segkk3082_pilon.2
OG0012588	XP_020607710.1	Acerv_evm.model.Segkk3082_pilon.4
OG0012589	XP_020618045.1	Acerv_evm.model.Segkk3082_pilon.9
OG0012590	XP_020601565.1	Acerv_evm.model.Segkk3082_pilon.10
OG0012591	XP_020602599.1	Acerv_evm.model.Segkk3084_pilon.35
OG0012592	XP_020623094.1	Acerv_evm.model.Segkk3090_pilon.9
OG0012594	XP_020613750.1	Acerv_evm.model.Segkk3091_pilon.7
OG0012595	XP_020608655.1	Acerv_evm.model.Segkk3091_pilon.5
OG0012596	XP_020621072.1	Acerv_evm.model.Segkk3092_pilon.6
OG0012597	XP_020627594.1	Acerv_evm.model.Segkk3093_pilon.14
OG0012598	XP_020627570.1	Acerv_evm.model.Segkk3093_pilon.11
OG0012599	XP_020632854.1	Acerv_evm.model.Segkk3093_pilon.19
OG0012600	XP_020630729.1	Acerv_evm.model.Segkk3095_pilon.29
OG0012601	XP_020603870.1	Acerv_evm.model.Segkk3095_pilon.1
OG0012602	XP_020607058.1	Acerv_evm.model.Segkk3095_pilon.36
OG0012603	XP_020630736.1	Acerv_evm.model.Segkk3095_pilon.32
OG0012604	XP_020630733.1	Acerv_evm.model.Segkk3095_pilon.31
OG0012605	XP_020611260.1	Acerv_evm.model.Segkk3095_pilon.6
OG0012606	XP_020611256.1	Acerv_evm.model.Segkk3095_pilon.4
OG0012607	XP_020603871.1	Acerv_evm.model.Segkk3095_pilon.2
OG0012608	XP_020603817.1	Acerv_evm.model.Segkk3095_pilon.3
OG0012609	XP_020623659.1	Acerv_evm.model.Segkk3096_pilon.10
OG0012610	XP_020623521.1	Acerv_evm.model.Segkk3097_pilon.10
OG0012611	XP_020623528.1	Acerv_evm.model.Segkk3102_pilon.31
OG0012612	XP_020623529.1	Acerv_evm.model.Segkk3102_pilon.30
OG0012613	XP_020623648.1	Acerv_evm.model.Segkk3102_pilon.32
OG0012614	XP_020613543.1	Acerv_evm.model.Segkk3102_pilon.11
OG0012615	XP_020613528.1	Acerv_evm.model.Segkk3102_pilon.10
OG0012616	XP_020623489.1	Acerv_evm.model.Segkk3102_pilon.25
OG0012617	XP_020623523.1	Acerv_evm.model.Segkk3102_pilon.3
OG0012618	XP_020613540.1	Acerv_evm.model.Segkk3102_pilon.6
OG0012619	XP_020623686.1	Acerv_evm.model.Segkk3102_pilon.4
OG0012620	XP_020629355.1	Acerv_evm.model.Segkk3106_pilon.10
OG0012621	XP_020629372.1	Acerv_evm.model.Segkk3106_pilon.9
OG0012622	XP_020629353.1	Acerv_evm.model.Segkk3106_pilon.5
OG0012623	XP_020601752.1	Acerv_evm.model.Segkk3106_pilon.4
OG0012624	XP_020629338.1	Acerv_evm.model.Segkk3106_pilon.3
OG0012625	XP_020632252.1, XP_020632253.1	Acerv_evm.model.Segkk3107_pilon.2
OG0012626	XP_020622933.1	Acerv_evm.model.Segkk3110_pilon.4
OG0012627	XP_020622947.1	Acerv_evm.model.Segkk3110_pilon.5
OG0012628	XP_020622954.1	Acerv_evm.model.Segkk3110_pilon.8
OG0012629	XP_020627797.1	Acerv_evm.model.Segkk3111_pilon.4, Acerv_evm.model.Segkk3693_pilon.3
OG0012631	XP_020609204.1	Acerv_evm.model.Segkk3114_pilon.2, Acerv_evm.model.Segkk3114_pilon.1
OG0012632	XP_020609196.1	Acerv_evm.model.Segkk3114_pilon.3
OG0012633	XP_020614734.1	Acerv_evm.model.Segkk3116_pilon.2
OG0012634	XP_020623997.1	Acerv_evm.model.Segkk3117_pilon.1
OG0012636	XP_020605921.1	Acerv_evm.model.Segkk3125_pilon.6
OG0012637	XP_020614895.1	Acerv_evm.model.Segkk3126_pilon.8
OG0012638	XP_020614850.1	Acerv_evm.model.Segkk3126_pilon.5
OG0012639	XP_020616803.1	Acerv_evm.model.Segkk3132_pilon.16
OG0012640	XP_020616829.1	Acerv_evm.model.Segkk3132_pilon.10
OG0012641	XP_020616832.1	Acerv_evm.model.Segkk3132_pilon.13
OG0012642	XP_020616830.1	Acerv_evm.model.Segkk3132_pilon.8
OG0012643	XP_020628109.1	Acerv_evm.model.Segkk3134_pilon.17
OG0012644	XP_020618609.1	Acerv_evm.model.Segkk3134_pilon.1
OG0012645	XP_020603299.1	Acerv_evm.model.Segkk3137_pilon.3
OG0012646	XP_020603286.1	Acerv_evm.model.Segkk3137_pilon.2
OG0012647	XP_020603289.1, XP_020603290.1	Acerv_evm.model.Segkk3137_pilon.5
OG0012648	XP_020618405.1	Acerv_evm.model.Segkk3139_pilon.8
OG0012649	XP_020602386.1	Acerv_evm.model.Segkk3139_pilon.2
OG0012650	XP_020602342.1	Acerv_evm.model.Segkk3139_pilon.5
OG0012651	XP_020607774.1, XP_020607775.1	Acerv_evm.model.Segkk3139_pilon.11
OG0012652	XP_020607776.1	Acerv_evm.model.Segkk3139_pilon.10
OG0012653	XP_020607821.1	Acerv_evm.model.Segkk3139_pilon.12
OG0012654	XP_020613779.1	Acerv_evm.model.Segkk3142_pilon.13
OG0012655	XP_020613770.1	Acerv_evm.model.Segkk3142_pilon.9
OG0012656	XP_020613771.1	Acerv_evm.model.Segkk3142_pilon.8
OG0012657	XP_020613971.1	Acerv_evm.model.Segkk3142_pilon.3
OG0012658	XP_020613716.1	Acerv_evm.model.Segkk3142_pilon.6
OG0012659	XP_020613967.1	Acerv_evm.model.Segkk3142_pilon.4
OG0012660	XP_020607920.1	Acerv_evm.model.Segkk3145_pilon.1
OG0012661	XP_020621255.1	Acerv_evm.model.Segkk3145_pilon.9
OG0012662	XP_020621300.1	Acerv_evm.model.Segkk3145_pilon.17
OG0012663	XP_020621290.1	Acerv_evm.model.Segkk3145_pilon.12
OG0012664	XP_020621273.1	Acerv_evm.model.Segkk3145_pilon.13
OG0012665	XP_020607947.1	Acerv_evm.model.Segkk3145_pilon.2
OG0012666	XP_020604722.1	Acerv_evm.model.Segkk3146_pilon.3
OG0012667	XP_020604871.1	Acerv_evm.model.Segkk3146_pilon.2
OG0012668	XP_020631425.1	Acerv_evm.model.Segkk3156_pilon.1
OG0012669	XP_020607823.1	Acerv_evm.model.Segkk3157_pilon.1
OG0012670	XP_020607824.1	Acerv_evm.model.Segkk3157_pilon.2
OG0012671	XP_020606731.1	Acerv_evm.model.Segkk3157_pilon.4
OG0012672	XP_020615593.1	Acerv_evm.model.Segkk3158_pilon.2
OG0012673	XP_020611895.1	Acerv_evm.model.Segkk3159_pilon.12
