Orthogroup	plut2v1.1.proteins	GCF_002042975.1_ofav_dov_v1_protein
OG0012736	plut2.m8.19398.m1	XP_020632647.1
OG0012737	plut2.m8.21613.m1	XP_020614028.1
OG0012738	plut2.m8.21621.m1	XP_020614015.1
OG0012739	plut2.m8.3511.m1	XP_020603672.1
OG0012740	plut2.m8.3508.m1	XP_020603669.1
OG0012741	plut2.m8.3505.m1	XP_020603724.1
OG0012742	plut2.m8.3497.m1	XP_020603720.1
OG0012743	plut2.m8.3499.m1	XP_020603715.1
OG0012744	plut2.m8.3501.m1	XP_020603682.1
OG0012745	plut2.m8.14308.m1	XP_020600758.1
OG0012746	plut2.m8.14312.m1	XP_020628128.1
OG0012747	jamg1.model.Sc0000465.16	XP_020622217.1
OG0012748	plut2.m8.9609.m1	XP_020626280.1
OG0012750	plut2.m8.23782.m1	XP_020632027.1
OG0012751	plut2.m8.19729.m1	XP_020607118.1
OG0012752	plut2.m8.2836.m1	XP_020607231.1
OG0012754	plut2.m8.14999.m1	XP_020615101.1
OG0012755	plut2.m8.32331.m1	XP_020611508.1
OG0012756	plut2.m8.32333.m1	XP_020611484.1
OG0012757	plut2.m8.25867.m1	XP_020614634.1
OG0012758	plut2.m8.16241.m1	XP_020614531.1
OG0012759	plut2.m8.4346.m1	XP_020617646.1
OG0012760	plut2.m8.4344.m1	XP_020617645.1
OG0012761	plut2.m8.12188.m1	XP_020622461.1
OG0012762	plut2.m8.10501.m1	XP_020611462.1
OG0012763	plut2.m8.6906.m1	XP_020619958.1
OG0012764	plut2.m8.3426.m1	XP_020612020.1
OG0012765	plut2.m8.12184.m1	XP_020622360.1, XP_020622361.1
OG0012766	plut2.m8.3410.m1	XP_020625787.1
OG0012767	plut2.m8.3425.m1	XP_020612082.1
OG0012768	plut2.m8.3418.m1	XP_020612039.1, XP_020612048.1
OG0012769	plut2.m8.6905.m1	XP_020619959.1
OG0012770	plut2.m8.6892.m1	XP_020619952.1
OG0012771	plut2.m8.6890.m1	XP_020619949.1
OG0012772	plut2.m8.6901.m1	XP_020619926.1
OG0012773	plut2.m8.8469.m1	XP_020626969.1
OG0012774	plut2.m8.8454.m1	XP_020626818.1
OG0012775	plut2.m8.8456.m1	XP_020626990.1
OG0012776	plut2.m8.12932.m1	XP_020622704.1
OG0012777	plut2.m8.14679.m1	XP_020607066.1
OG0012778	plut2.m8.14678.m1	XP_020607030.1, XP_020607031.1
OG0012779	plut2.m8.14683.m1	XP_020606888.1
OG0012780	plut2.m8.12563.m1	XP_020606958.1
OG0012781	plut2.m8.6967.m1	XP_020618795.1
OG0012782	plut2.m8.6971.m1	XP_020618796.1
OG0012783	plut2.m8.1169.m1	XP_020614688.1
OG0012784	plut2.m8.30072.m1	XP_020623135.1
OG0012785	plut2.m8.3841.m1	XP_020609533.1
OG0012786	plut2.m8.30076.m1	XP_020609546.1
OG0012787	plut2.m8.20797.m1	XP_020622661.1
OG0012788	plut2.m8.30073.m1	XP_020609541.1
OG0012789	plut2.m8.30077.m1	XP_020624121.1
OG0012791	plut2.m8.2471.m1	XP_020615744.1
OG0012792	plut2.m8.25438.m1	XP_020615945.1
OG0012793	plut2.m8.529.m1	XP_020612729.1
OG0012794	plut2.m8.514.m1	XP_020614348.1
OG0012795	plut2.m8.3531.m1	XP_020603641.1
OG0012796	plut2.m8.3518.m1	XP_020603640.1
OG0012797	plut2.m8.539.m1	XP_020612721.1
OG0012798	plut2.m8.538.m1	XP_020612722.1
OG0012799	plut2.m8.15237.m1	XP_020627690.1
OG0012800	plut2.m8.15244.m1	XP_020627770.1, XP_020627778.1
OG0012801	plut2.m8.15238.m1	XP_020627093.1
OG0012802	plut2.m8.24092.m1	XP_020605355.1
OG0012803	plut2.m8.24084.m1	XP_020605436.1
OG0012804	plut2.m8.24090.m1	XP_020605401.1
OG0012805	plut2.m8.24082.m1	XP_020605400.1
OG0012806	plut2.m8.29633.m1	XP_020618215.1
OG0012807	plut2.m8.18452.m1	XP_020618234.1
OG0012808	plut2.m8.29843.m1	XP_020618165.1, XP_020618164.1
OG0012809	plut2.m8.29628.m1	XP_020618214.1
OG0012810	plut2.m8.30820.m1	XP_020618279.1
OG0012811	plut2.m8.18337.m1	XP_020611989.1
OG0012812	plut2.m8.18325.m1, plut2.m8.18324.m1	XP_020608325.1
OG0012813	plut2.m8.18332.m1	XP_020611982.1
OG0012815	plut2.m8.1258.m1	XP_020604780.1
OG0012816	plut2.m8.18334.m1	XP_020608327.1
OG0012817	plut2.m8.18338.m1	XP_020608321.1
OG0012818	plut2.m8.18330.m1	XP_020608323.1
OG0012819	plut2.m8.18336.m1	XP_020611986.1
OG0012820	plut2.m8.4289.m1	XP_020610034.1
OG0012821	plut2.m8.4283.m1	XP_020610025.1
OG0012822	plut2.m8.1137.m1	XP_020616594.1
OG0012823	plut2.m8.12467.m1	XP_020616606.1
OG0012824	plut2.m8.4285.m1	XP_020610063.1
OG0012825	plut2.m8.3202.m1	XP_020604574.1
OG0012826	plut2.m8.19678.m1	XP_020607009.1
OG0012827	plut2.m8.19666.m1	XP_020607072.1
OG0012828	plut2.m8.32337.m1	XP_020606992.1
OG0012829	plut2.m8.32336.m1	XP_020606936.1
OG0012830	plut2.m8.3538.m1	XP_020632967.1
OG0012831	plut2.m8.19747.m1	XP_020627028.1
OG0012832	plut2.m8.4840.m1	XP_020624472.1
OG0012833	plut2.m8.32341.m1	XP_020606929.1
OG0012834	plut2.m8.32334.m1	XP_020607042.1
OG0012835	plut2.m8.19663.m1	XP_020606967.1
OG0012836	plut2.m8.19673.m1	XP_020607034.1
OG0012838	plut2.m8.32529.m1	XP_020606981.1
OG0012839	plut2.m8.32527.m1	XP_020607089.1
OG0012840	plut2.m8.32539.m1	XP_020603382.1
OG0012843	plut2.m8.15206.m1	XP_020608834.1
OG0012844	plut2.m8.15187.m1	XP_020630904.1
OG0012845	plut2.m8.15190.m1	XP_020630899.1
OG0012846	plut2.m8.24559.m1	XP_020621955.1
OG0012847	plut2.m8.24566.m1	XP_020622067.1
OG0012848	plut2.m8.24403.m1	XP_020601254.1
OG0012849	plut2.m8.24518.m1	XP_020631711.1
OG0012851	plut2.m8.9517.m1	XP_020606707.1
OG0012852	jamg1.model.Sc0000109.26	XP_020624228.1
OG0012853	plut2.m8.23110.m1	XP_020601003.1
OG0012854	plut2.m8.27825.m1	XP_020600977.1
OG0012855	plut2.m8.9520.m1	XP_020600993.1
OG0012856	plut2.m8.9531.m1	XP_020601008.1
OG0012857	plut2.m8.9526.m1	XP_020600986.1
OG0012858	plut2.m8.9530.m1	XP_020601010.1
OG0012859	plut2.m8.8908.m1	XP_020612883.1
OG0012860	plut2.m8.11258.m1	XP_020622975.1
OG0012861	plut2.m8.8902.m1	XP_020612914.1
OG0012862	plut2.m8.26472.m1	XP_020601387.1
OG0012863	plut2.m8.17457.m1	XP_020607322.1, XP_020607308.1
OG0012865	plut2.m8.14039.m1	XP_020607319.1
OG0012866	plut2.m8.33001.m1	XP_020613105.1
OG0012867	plut2.m8.33006.m1	XP_020613094.1
OG0012868	plut2.m8.17474.m1	XP_020607317.1
OG0012869	plut2.m8.3063.m1	XP_020610927.1
OG0012870	plut2.m8.3066.m1	XP_020610968.1
OG0012871	plut2.m8.3075.m1	XP_020610989.1, XP_020610990.1
OG0012872	plut2.m8.7647.m1	XP_020625591.1
OG0012873	plut2.m8.3535.m1	XP_020603746.1
OG0012874	jamg1.model.Sc0000029.124, jamg1.model.Sc0000029.126	XP_020603726.1
OG0012875	plut2.m8.7048.m1	XP_020629839.1
OG0012876	plut2.m8.7049.m1	XP_020629837.1
OG0012877	plut2.m8.7056.m1	XP_020629834.1
OG0012879	plut2.m8.7037.m1	XP_020601749.1
OG0012880	plut2.m8.7044.m1	XP_020601751.1
OG0012881	plut2.m8.20691.m1	XP_020619983.1
OG0012882	plut2.m8.14883.m1	XP_020629220.1
OG0012883	plut2.m8.9255.m1	XP_020630768.1
OG0012885	plut2.m8.14881.m1	XP_020608708.1
OG0012886	plut2.m8.9248.m1	XP_020630759.1
OG0012888	plut2.m8.14757.m1	XP_020614742.1
OG0012889	plut2.m8.29611.m1	XP_020628832.1
OG0012890	plut2.m8.29644.m1	XP_020600799.1
OG0012894	plut2.m8.3172.m1	XP_020610616.1
OG0012895	plut2.m8.3173.m1	XP_020607939.1
OG0012896	plut2.m8.3167.m1	XP_020608221.1
OG0012898	plut2.m8.8144.m1	XP_020623458.1
OG0012899	plut2.m8.3301.m1	XP_020618340.1, XP_020618339.1
OG0012900	plut2.m8.5937.m1, plut2.m8.3294.m1	XP_020618155.1
OG0012901	plut2.m8.3288.m1	XP_020618288.1
OG0012902	plut2.m8.3295.m1	XP_020618190.1
OG0012903	jamg1.model.Sc0000553.9	XP_020615642.1
OG0012904	plut2.m8.5107.m1	XP_020620677.1
OG0012905	plut2.m8.11786.m1	XP_020606696.1
OG0012906	plut2.m8.26934.m1	XP_020606809.1
OG0012907	plut2.m8.26937.m1	XP_020615337.1
OG0012908	plut2.m8.6881.m1	XP_020628149.1
OG0012909	plut2.m8.5851.m1	XP_020628082.1
OG0012910	plut2.m8.5853.m1	XP_020628028.1
OG0012911	plut2.m8.12548.m1	XP_020616060.1
OG0012912	plut2.m8.19079.m1	XP_020611448.1
OG0012913	jamg1.model.Sc0000017.125	XP_020605603.1
OG0012914	plut2.m8.32970.m1	XP_020608827.1
OG0012915	plut2.m8.13082.m1	XP_020624934.1
OG0012916	plut2.m8.13081.m1	XP_020629259.1
OG0012917	plut2.m8.13433.m1	XP_020630669.1
OG0012918	plut2.m8.11045.m1	XP_020622951.1
OG0012919	plut2.m8.11044.m1	XP_020622935.1
OG0012920	plut2.m8.5034.m1	XP_020609785.1
OG0012921	plut2.m8.29102.m1	XP_020612981.1
OG0012922	plut2.m8.26778.m1	XP_020611474.1
OG0012923	jamg1.model.Sc0000014.79	XP_020606323.1
OG0012924	plut2.m8.1895.m1	XP_020606290.1
OG0012925	plut2.m8.24836.m1	XP_020617195.1
OG0012926	plut2.m8.24830.m1	XP_020603088.1, XP_020603089.1
OG0012927	plut2.m8.257.m1	XP_020611699.1
OG0012929	plut2.m8.31056.m1	XP_020627085.1
OG0012930	plut2.m8.17033.m1	XP_020624451.1
OG0012931	plut2.m8.17038.m1	XP_020624462.1
OG0012932	plut2.m8.17027.m1, plut2.m8.17032.m1	XP_020625668.1
OG0012933	plut2.m8.17040.m1	XP_020624766.1
OG0012934	plut2.m8.17028.m1	XP_020623880.1
OG0012935	plut2.m8.15666.m1	XP_020625691.1
OG0012936	plut2.m8.15667.m1	XP_020625695.1
OG0012937	plut2.m8.15671.m1	XP_020625702.1
OG0012938	plut2.m8.21781.m1	XP_020603458.1
OG0012939	plut2.m8.9238.m1	XP_020613339.1, XP_020613338.1
OG0012940	plut2.m8.16318.m1	XP_020609404.1
OG0012946	plut2.m8.23251.m1	XP_020615754.1
OG0012947	plut2.m8.22161.m1	XP_020607753.1
OG0012948	plut2.m8.22160.m1	XP_020627964.1
OG0012950	plut2.m8.21716.m1	XP_020607740.1
OG0012951	plut2.m8.21718.m1	XP_020607742.1
OG0012952	plut2.m8.11950.m1	XP_020619836.1
OG0012953	plut2.m8.11952.m1	XP_020619835.1
OG0012954	plut2.m8.79.m1	XP_020613701.1
OG0012956	plut2.m8.72.m1	XP_020613694.1
OG0012957	plut2.m8.25312.m1	XP_020625676.1
OG0012959	jamg1.model.Sc0000587.7, plut2.m8.24323.m1	XP_020606104.1, XP_020606114.1
OG0012960	plut2.m8.4101.m1	XP_020604672.1
OG0012961	plut2.m8.15124.m1	XP_020622790.1
OG0012962	plut2.m8.15117.m1	XP_020622795.1
OG0012963	plut2.m8.15122.m1	XP_020622859.1
OG0012964	plut2.m8.15120.m1	XP_020622767.1
OG0012965	plut2.m8.15118.m1	XP_020622794.1
OG0012966	plut2.m8.15123.m1	XP_020622890.1
OG0012967	jamg1.model.Sc0000063.69	XP_020616361.1
OG0012968	plut2.m8.10873.m1	XP_020628317.1
OG0012969	plut2.m8.21354.m1	XP_020618790.1, XP_020619414.1
OG0012970	plut2.m8.21356.m1	XP_020619493.1
OG0012971	plut2.m8.10871.m1	XP_020629258.1
OG0012972	plut2.m8.10877.m1	XP_020629245.1
OG0012973	plut2.m8.28383.m1	XP_020607972.1, XP_020607973.1
OG0012974	plut2.m8.28391.m1	XP_020607984.1
OG0012975	plut2.m8.5542.m1	XP_020601256.1
OG0012976	plut2.m8.5607.m1	XP_020626577.1
OG0012977	plut2.m8.5552.m1	XP_020601306.1
OG0012980	plut2.m8.21526.m1	XP_020606062.1
OG0012981	jamg1.model.Sc0000422.15	XP_020627323.1
OG0012983	plut2.m8.2550.m1	XP_020609340.1
OG0012984	plut2.m8.2549.m1	XP_020609351.1
OG0012985	plut2.m8.2552.m1	XP_020609349.1
OG0012986	plut2.m8.27607.m1	XP_020627586.1
OG0012987	plut2.m8.3524.m1	XP_020603745.1
OG0012988	plut2.m8.15898.m1	XP_020627206.1
OG0012989	plut2.m8.17691.m1	XP_020618453.1
OG0012990	plut2.m8.17690.m1	XP_020619799.1
OG0012991	plut2.m8.10354.m1	XP_020626115.1
OG0012992	plut2.m8.10349.m1	XP_020626167.1
OG0012993	plut2.m8.13192.m1	XP_020618616.1
OG0012994	plut2.m8.31954.m1	XP_020621746.1
OG0012995	plut2.m8.13191.m1	XP_020621745.1
OG0012996	plut2.m8.13183.m1	XP_020621750.1
OG0012997	plut2.m8.13195.m1	XP_020609963.1
OG0012998	jamg1.model.Sc0000176.53	XP_020609975.1, XP_020609976.1
OG0012999	plut2.m8.3206.m1	XP_020604521.1
OG0013001	plut2.m8.26513.m1	XP_020602293.1
OG0013002	plut2.m8.26509.m1	XP_020602335.1
OG0013004	plut2.m8.19173.m1	XP_020610567.1
OG0013005	plut2.m8.26939.m1	XP_020615334.1
OG0013007	plut2.m8.9501.m1	XP_020608759.1
OG0013008	jamg1.model.Sc0000109.17	XP_020608788.1
OG0013009	plut2.m8.9502.m1	XP_020608760.1
OG0013010	plut2.m8.9500.m1	XP_020608758.1
OG0013011	plut2.m8.11629.m1	XP_020602328.1
OG0013012	plut2.m8.2125.m1	XP_020616518.1
OG0013013	plut2.m8.2124.m1	XP_020616569.1
OG0013014	plut2.m8.5388.m1	XP_020632888.1
OG0013015	plut2.m8.5391.m1	XP_020620247.1
OG0013016	plut2.m8.5400.m1	XP_020619937.1
OG0013017	plut2.m8.5412.m1	XP_020620345.1
OG0013018	plut2.m8.5405.m1	XP_020620158.1
OG0013020	jamg1.model.xpSc0007099.2	XP_020625426.1
OG0013021	plut2.m8.32807.m1	XP_020625428.1
OG0013022	plut2.m8.32804.m1	XP_020625425.1, XP_020625424.1
OG0013023	plut2.m8.32806.m1	XP_020625423.1
OG0013024	plut2.m8.7197.m1	XP_020609691.1
OG0013025	plut2.m8.7193.m1	XP_020609654.1
OG0013026	plut2.m8.8402.m1	XP_020630201.1
OG0013027	plut2.m8.17400.m1	XP_020630120.1
OG0013028	plut2.m8.8407.m1	XP_020630132.1
OG0013029	plut2.m8.8401.m1	XP_020630206.1
OG0013030	plut2.m8.17394.m1	XP_020630155.1
OG0013031	plut2.m8.17392.m1	XP_020630154.1, XP_020630153.1
OG0013032	plut2.m8.19548.m1	XP_020611670.1
OG0013033	plut2.m8.19547.m1	XP_020611668.1
OG0013034	jamg1.model.Sc0000341.25	XP_020611637.1
OG0013035	plut2.m8.19554.m1	XP_020611638.1
OG0013036	plut2.m8.3376.m1	XP_020615710.1
OG0013037	plut2.m8.3375.m1	XP_020618576.1
OG0013038	plut2.m8.28373.m1	XP_020608008.1, XP_020608019.1
OG0013039	plut2.m8.5295.m1	XP_020631988.1
OG0013041	jamg1.model.Sc0000048.103	XP_020627823.1
OG0013042	jamg1.model.Sc0000048.97	XP_020608011.1
OG0013043	plut2.m8.570.m1	XP_020603706.1
OG0013045	plut2.m8.19776.m1	XP_020619014.1
OG0013046	plut2.m8.20011.m1	XP_020618878.1
OG0013047	plut2.m8.20015.m1	XP_020619007.1
OG0013048	plut2.m8.26875.m1	XP_020608142.1
OG0013050	plut2.m8.20192.m1	XP_020605449.1
OG0013051	plut2.m8.20195.m1	XP_020608817.1
OG0013052	plut2.m8.8995.m1	XP_020632060.1
OG0013053	jamg1.model.xfSc0000016.34	XP_020613363.1, XP_020613374.1
OG0013054	plut2.m8.2145.m1	XP_020610569.1
OG0013055	plut2.m8.2144.m1	XP_020629378.1
OG0013056	plut2.m8.559.m1	XP_020603737.1
OG0013058	plut2.m8.19163.m1	XP_020604333.1
OG0013059	plut2.m8.9376.m1	XP_020618248.1
OG0013060	plut2.m8.12648.m1	XP_020604297.1
OG0013061	plut2.m8.17553.m1, plut2.m8.17552.m1	XP_020604384.1
OG0013062	plut2.m8.8109.m1	XP_020630447.1
OG0013063	plut2.m8.31389.m1, plut2.m8.32845.m1	XP_020630560.1
OG0013065	plut2.m8.30847.m1	XP_020632519.1
OG0013067	plut2.m8.11465.m1	XP_020629832.1
OG0013068	plut2.m8.8562.m1	XP_020603470.1
OG0013069	jamg1.model.Sc0000092.100	XP_020603965.1, XP_020603972.1
OG0013071	plut2.m8.11474.m1	XP_020629882.1
OG0013072	plut2.m8.11468.m1	XP_020629881.1
OG0013073	plut2.m8.11473.m1	XP_020629900.1
OG0013074	plut2.m8.11467.m1	XP_020629888.1
OG0013075	plut2.m8.11455.m1	XP_020604078.1
OG0013076	plut2.m8.9634.m1	XP_020626285.1
OG0013077	plut2.m8.9633.m1	XP_020626272.1
OG0013078	jamg1.model.Sc0000111.51	XP_020626421.1
OG0013079	plut2.m8.9631.m1	XP_020626441.1
OG0013080	plut2.m8.9627.m1	XP_020626284.1
OG0013081	plut2.m8.9624.m1	XP_020626243.1
OG0013082	plut2.m8.16975.m1	XP_020619180.1
OG0013083	plut2.m8.32772.m1	XP_020624025.1
OG0013084	plut2.m8.10047.m1	XP_020628721.1
OG0013085	plut2.m8.10043.m1	XP_020628669.1
OG0013086	plut2.m8.10048.m1	XP_020628670.1
OG0013087	plut2.m8.23037.m1	XP_020611535.1
OG0013089	plut2.m8.986.m1	XP_020616153.1
OG0013090	plut2.m8.983.m1	XP_020616390.1
OG0013091	plut2.m8.984.m1	XP_020616349.1
OG0013092	plut2.m8.23134.m1	XP_020620983.1
OG0013093	plut2.m8.29317.m1	XP_020620902.1
OG0013094	plut2.m8.29323.m1	XP_020620908.1
OG0013095	plut2.m8.29324.m1	XP_020620901.1
OG0013096	jamg1.model.Sc0000445.20	XP_020602417.1
OG0013097	plut2.m8.21964.m1	XP_020602440.1
OG0013098	plut2.m8.21968.m1	XP_020602823.1
OG0013099	plut2.m8.21971.m1	XP_020602428.1
OG0013101	plut2.m8.6220.m1	XP_020611267.1
OG0013102	plut2.m8.20725.m1	XP_020611305.1
OG0013103	plut2.m8.24148.m1	XP_020600901.1
OG0013105	plut2.m8.2943.m1	XP_020600902.1
OG0013106	plut2.m8.24157.m1	XP_020603144.1
OG0013107	plut2.m8.24150.m1	XP_020603146.1
OG0013108	plut2.m8.7092.m1	XP_020629854.1
OG0013109	plut2.m8.35.m1	XP_020629859.1
OG0013110	plut2.m8.32.m1	XP_020629841.1
OG0013111	plut2.m8.30.m1	XP_020629864.1
OG0013112	plut2.m8.10754.m1	XP_020616810.1
OG0013113	plut2.m8.42.m1	XP_020614429.1
OG0013114	plut2.m8.3565.m1	XP_020621034.1
OG0013115	plut2.m8.15442.m1	XP_020602775.1
OG0013116	plut2.m8.15448.m1	XP_020617053.1
OG0013118	plut2.m8.16993.m1	XP_020632898.1
OG0013119	plut2.m8.11921.m1	XP_020619837.1
OG0013120	plut2.m8.5254.m1	XP_020607660.1
OG0013121	plut2.m8.4722.m1	XP_020621640.1
OG0013122	plut2.m8.4720.m1	XP_020619393.1, XP_020619392.1
OG0013123	plut2.m8.23654.m1	XP_020614997.1
OG0013124	plut2.m8.11879.m1	XP_020614984.1, XP_020614985.1
OG0013125	plut2.m8.18604.m1	XP_020628428.1
OG0013127	plut2.m8.9741.m1	XP_020627388.1
OG0013128	plut2.m8.32277.m1	XP_020618597.1
OG0013129	plut2.m8.32275.m1	XP_020618684.1
OG0013130	plut2.m8.12756.m1	XP_020625061.1
OG0013131	plut2.m8.3625.m1	XP_020627604.1
OG0013132	plut2.m8.3634.m1	XP_020627655.1
OG0013133	plut2.m8.17845.m1	XP_020620474.1
OG0013134	plut2.m8.17841.m1	XP_020620785.1
OG0013135	plut2.m8.17844.m1	XP_020620473.1
OG0013136	plut2.m8.17835.m1	XP_020620748.1
OG0013137	plut2.m8.19650.m1	XP_020622023.1
OG0013138	plut2.m8.6270.m1	XP_020622061.1
OG0013139	plut2.m8.6269.m1	XP_020622030.1
OG0013140	plut2.m8.6261.m1	XP_020622013.1
OG0013141	plut2.m8.19658.m1	XP_020622014.1
OG0013142	plut2.m8.6254.m1	XP_020628004.1
OG0013143	plut2.m8.6252.m1	XP_020622053.1
OG0013144	plut2.m8.6256.m1	XP_020621999.1
OG0013145	plut2.m8.6258.m1	XP_020622066.1
OG0013146	plut2.m8.6250.m1	XP_020621956.1, XP_020621957.1
OG0013147	plut2.m8.17889.m1	XP_020630686.1
OG0013148	jamg1.model.Sc0000209.4	XP_020612195.1
OG0013149	plut2.m8.1843.m1	XP_020630443.1
OG0013150	plut2.m8.1844.m1	XP_020630454.1
OG0013151	plut2.m8.6541.m1, plut2.m8.25812.m1	XP_020604398.1
OG0013152	plut2.m8.24000.m1	XP_020628163.1, XP_020628164.1
OG0013154	plut2.m8.21623.m1	XP_020603553.1
OG0013155	plut2.m8.22974.m1	XP_020621631.1
OG0013157	plut2.m8.10558.m1	XP_020621477.1
OG0013158	plut2.m8.8320.m1	XP_020605211.1
OG0013159	plut2.m8.596.m1	XP_020627668.1
OG0013160	plut2.m8.8161.m1	XP_020623476.1
OG0013161	plut2.m8.4045.m1	XP_020611899.1
OG0013162	plut2.m8.4043.m1	XP_020611864.1
OG0013163	plut2.m8.4046.m1	XP_020611734.1
OG0013164	plut2.m8.4047.m1	XP_020611738.1
OG0013165	plut2.m8.4038.m1	XP_020611894.1
OG0013166	jamg1.model.Sc0000356.14, jamg1.model.xpSc0007073.17, jamg1.model.xpSc0007073.16	XP_020620261.1
OG0013168	plut2.m8.1858.m1	XP_020631582.1
OG0013169	plut2.m8.1850.m1	XP_020630900.1
OG0013170	plut2.m8.1852.m1	XP_020630532.1
OG0013171	plut2.m8.1855.m1	XP_020631338.1
OG0013172	plut2.m8.4067.m1	XP_020630583.1
OG0013173	plut2.m8.19050.m1	XP_020625458.1
OG0013174	plut2.m8.18647.m1	XP_020624797.1
OG0013175	plut2.m8.18642.m1	XP_020624809.1
OG0013176	plut2.m8.18708.m1	XP_020611681.1
OG0013177	plut2.m8.19552.m1	XP_020611682.1
OG0013178	plut2.m8.6463.m1	XP_020609755.1
OG0013179	plut2.m8.6462.m1	XP_020609741.1
OG0013180	plut2.m8.6464.m1	XP_020609771.1
OG0013181	jamg1.model.Sc0000061.109	XP_020609769.1, XP_020609770.1, XP_020609768.1
OG0013182	plut2.m8.6460.m1	XP_020609763.1
OG0013183	plut2.m8.3362.m1	XP_020629590.1
OG0013184	plut2.m8.12507.m1	XP_020629614.1
OG0013187	plut2.m8.20764.m1	XP_020603541.1
OG0013188	plut2.m8.20765.m1	XP_020603469.1
OG0013189	plut2.m8.24535.m1	XP_020621624.1
OG0013190	plut2.m8.28305.m1	XP_020608341.1
OG0013191	plut2.m8.28308.m1	XP_020608412.1
OG0013192	plut2.m8.28310.m1	XP_020608355.1
OG0013193	plut2.m8.28307.m1	XP_020608414.1
OG0013194	plut2.m8.28311.m1	XP_020608340.1
OG0013195	plut2.m8.10767.m1	XP_020616802.1
OG0013196	plut2.m8.11484.m1	XP_020629795.1
OG0013197	plut2.m8.11453.m1	XP_020603105.1
OG0013198	plut2.m8.23052.m1	XP_020604031.1
OG0013199	plut2.m8.23055.m1	XP_020604040.1
OG0013200	jamg1.model.Sc0000504.13	XP_020604030.1
OG0013201	plut2.m8.11487.m1	XP_020629797.1
OG0013202	plut2.m8.11450.m1	XP_020603083.1
OG0013203	plut2.m8.8997.m1	XP_020632205.1
OG0013204	plut2.m8.8994.m1	XP_020632173.1
OG0013205	plut2.m8.9005.m1	XP_020632169.1
OG0013206	plut2.m8.8523.m1	XP_020609947.1
OG0013208	plut2.m8.16178.m1	XP_020627851.1
OG0013209	plut2.m8.16179.m1	XP_020627853.1
OG0013210	plut2.m8.14205.m1	XP_020632704.1
OG0013211	plut2.m8.5668.m1	XP_020623253.1
OG0013212	plut2.m8.5681.m1	XP_020623298.1
OG0013213	plut2.m8.9259.m1	XP_020623333.1, XP_020623334.1
OG0013214	plut2.m8.5677.m1	XP_020623343.1
OG0013215	plut2.m8.5676.m1	XP_020623297.1
OG0013216	plut2.m8.5670.m1	XP_020623303.1
OG0013217	plut2.m8.5666.m1	XP_020623341.1
OG0013218	plut2.m8.12365.m1	XP_020626996.1
OG0013219	plut2.m8.13018.m1	XP_020622283.1
OG0013220	plut2.m8.21363.m1	XP_020607790.1
OG0013221	plut2.m8.21366.m1	XP_020619326.1
OG0013222	plut2.m8.21353.m1	XP_020618329.1
OG0013223	plut2.m8.13020.m1	XP_020622334.1
OG0013224	plut2.m8.21365.m1	XP_020619715.1
OG0013225	plut2.m8.5615.m1	XP_020601233.1
OG0013226	plut2.m8.2426.m1	XP_020631637.1
OG0013227	plut2.m8.2407.m1	XP_020631723.1
OG0013228	plut2.m8.4203.m1	XP_020623884.1
OG0013229	plut2.m8.7581.m1	XP_020609474.1
OG0013230	plut2.m8.15051.m1	XP_020609485.1
OG0013231	plut2.m8.14318.m1	XP_020600739.1
OG0013233	plut2.m8.1957.m1	XP_020608096.1
OG0013234	plut2.m8.1959.m1	XP_020610235.1
OG0013235	plut2.m8.1950.m1	XP_020608276.1
OG0013236	plut2.m8.4558.m1	XP_020606993.1
OG0013237	plut2.m8.4556.m1	XP_020630119.1
OG0013238	plut2.m8.4600.m1	XP_020607053.1
OG0013239	plut2.m8.4497.m1	XP_020619190.1
OG0013241	jamg1.model.Sc0000043.49	XP_020624504.1, XP_020624505.1
OG0013243	plut2.m8.6122.m1	XP_020624534.1, XP_020624524.1
OG0013244	plut2.m8.4809.m1	XP_020614236.1
OG0013245	plut2.m8.10730.m1	XP_020613406.1
OG0013246	plut2.m8.10735.m1	XP_020620867.1
OG0013247	plut2.m8.10740.m1	XP_020620866.1
OG0013248	plut2.m8.10723.m1	XP_020613483.1
OG0013249	plut2.m8.10722.m1	XP_020613375.1
OG0013250	plut2.m8.8021.m1	XP_020603157.1
OG0013251	plut2.m8.8027.m1	XP_020603153.1, XP_020603152.1
OG0013252	plut2.m8.8039.m1, plut2.m8.8038.m1	XP_020600908.1
OG0013253	plut2.m8.25191.m1	XP_020603926.1
OG0013254	jamg1.model.Sc0000121.22	XP_020603901.1, XP_020603944.1
OG0013255	plut2.m8.11883.m1	XP_020615042.1
OG0013258	plut2.m8.16527.m1	XP_020604113.1
OG0013259	plut2.m8.16526.m1	XP_020604123.1
OG0013260	plut2.m8.4742.m1	XP_020619419.1
OG0013261	plut2.m8.4753.m1	XP_020619380.1
OG0013262	plut2.m8.4741.m1	XP_020619382.1
OG0013263	plut2.m8.4765.m1	XP_020626684.1, XP_020626683.1
OG0013265	plut2.m8.12310.m1	XP_020619167.1
OG0013266	plut2.m8.32408.m1	XP_020614890.1
OG0013267	plut2.m8.32414.m1	XP_020614871.1
OG0013268	plut2.m8.11562.m1	XP_020607822.1
OG0013269	plut2.m8.11564.m1	XP_020619779.1
OG0013270	plut2.m8.11559.m1	XP_020619767.1
OG0013271	plut2.m8.11571.m1	XP_020607764.1
