Orthogroup	plut2v1.1.proteins	Acerv_assembly_v1.0.protein
OG0012459	plut2.m8.23010.m1	Acerv_evm.model.Segkk2846_pilon.2
OG0012460	plut2.m8.29132.m1	Acerv_evm.model.Segkk2846_pilon.15
OG0012461	plut2.m8.29129.m1	Acerv_evm.model.Segkk2846_pilon.14
OG0012462	plut2.m8.29128.m1	Acerv_evm.model.Segkk2846_pilon.17
OG0012464	plut2.m8.4406.m1	Acerv_evm.model.Segkk2851_pilon.17
OG0012465	plut2.m8.4405.m1	Acerv_evm.model.Segkk2851_pilon.16
OG0012466	plut2.m8.21506.m1	Acerv_evm.model.Segkk2855_pilon.2
OG0012467	plut2.m8.17172.m1	Acerv_evm.model.Segkk2860_pilon.4
OG0012468	plut2.m8.17159.m1	Acerv_evm.model.Segkk2860_pilon.1
OG0012469	plut2.m8.17166.m1	Acerv_evm.model.Segkk2860_pilon.2
OG0012470	plut2.m8.28300.m1	Acerv_evm.model.Segkk2861_pilon.5
OG0012471	plut2.m8.28286.m1	Acerv_evm.model.Segkk2861_pilon.7
OG0012472	plut2.m8.2404.m1	Acerv_evm.model.Segkk2861_pilon.11
OG0012473	plut2.m8.2395.m1	Acerv_evm.model.Segkk2861_pilon.8
OG0012474	plut2.m8.28306.m1	Acerv_evm.model.Segkk2861_pilon.1
OG0012475	plut2.m8.21505.m1	Acerv_evm.model.Segkk2868_pilon.4
OG0012476	plut2.m8.21495.m1	Acerv_evm.model.Segkk2868_pilon.1
OG0012477	plut2.m8.21501.m1	Acerv_evm.model.Segkk2868_pilon.2
OG0012478	plut2.m8.2547.m1	Acerv_evm.model.Segkk2871_pilon.5
OG0012479	plut2.m8.29839.m1	Acerv_evm.model.Segkk2873_pilon.3
OG0012480	plut2.m8.14654.m1	Acerv_evm.model.Segkk2875_pilon.6
OG0012481	plut2.m8.13413.m1	Acerv_evm.model.Segkk2877_pilon.4
OG0012483	plut2.m8.5053.m1	Acerv_evm.model.Segkk2878_pilon.4
OG0012484	plut2.m8.6763.m1	Acerv_evm.model.Segkk2885_pilon.7
OG0012485	plut2.m8.6761.m1	Acerv_evm.model.Segkk2885_pilon.3
OG0012486	plut2.m8.20968.m1	Acerv_evm.model.Segkk2890_pilon.3
OG0012487	jamg1.model.Sc0000074.10	Acerv_evm.model.Segkk2891_pilon.7
OG0012488	plut2.m8.7346.m1	Acerv_evm.model.Segkk2891_pilon.8
OG0012489	plut2.m8.7342.m1	Acerv_evm.model.Segkk2891_pilon.15
OG0012490	plut2.m8.7351.m1	Acerv_evm.model.Segkk2891_pilon.10
OG0012491	plut2.m8.7344.m1	Acerv_evm.model.Segkk2891_pilon.12
OG0012492	plut2.m8.7354.m1	Acerv_evm.model.Segkk2891_pilon.2
OG0012493	plut2.m8.23537.m1	Acerv_evm.model.Segkk2893_pilon.6
OG0012494	plut2.m8.30335.m1	Acerv_evm.model.Segkk2893_pilon.5
OG0012495	plut2.m8.23533.m1	Acerv_evm.model.Segkk2893_pilon.4
OG0012496	plut2.m8.25539.m1	Acerv_evm.model.Segkk2894_pilon.5
OG0012497	plut2.m8.20699.m1	Acerv_evm.model.Segkk2896_pilon.14
OG0012498	plut2.m8.32648.m1	Acerv_evm.model.Segkk2896_pilon.10
OG0012499	plut2.m8.16164.m1	Acerv_evm.model.Segkk2898_pilon.11
OG0012500	plut2.m8.19823.m1	Acerv_evm.model.Segkk2898_pilon.5
OG0012501	plut2.m8.15856.m1	Acerv_evm.model.Segkk2902_pilon.3
OG0012502	plut2.m8.12963.m1	Acerv_evm.model.Segkk2902_pilon.2
OG0012503	plut2.m8.1908.m1	Acerv_evm.model.Segkk2908_pilon.13
OG0012504	plut2.m8.1904.m1	Acerv_evm.model.Segkk2908_pilon.14
OG0012505	plut2.m8.1906.m1	Acerv_evm.model.Segkk2908_pilon.16
OG0012506	plut2.m8.20109.m1	Acerv_evm.model.Segkk2910_pilon.1
OG0012507	plut2.m8.18067.m1	Acerv_evm.model.Segkk2911_pilon.1
OG0012508	plut2.m8.22249.m1	Acerv_evm.model.Segkk2911_pilon.2
OG0012509	plut2.m8.9725.m1	Acerv_evm.model.Segkk2911_pilon.3
OG0012510	plut2.m8.3880.m1	Acerv_evm.model.Segkk2916_pilon.3
OG0012511	plut2.m8.3876.m1	Acerv_evm.model.Segkk2916_pilon.2
OG0012512	plut2.m8.3881.m1	Acerv_evm.model.Segkk2916_pilon.4
OG0012513	plut2.m8.2329.m1	Acerv_evm.model.Segkk2919_pilon.4
OG0012514	plut2.m8.12146.m1	Acerv_evm.model.Segkk2921_pilon.4
OG0012515	plut2.m8.5687.m1	Acerv_evm.model.Segkk2922_pilon.4
OG0012516	plut2.m8.6526.m1	Acerv_evm.model.Segkk2924_pilon.16
OG0012517	plut2.m8.14466.m1	Acerv_evm.model.Segkk2924_pilon.8
OG0012518	plut2.m8.6531.m1	Acerv_evm.model.Segkk2924_pilon.4
OG0012519	plut2.m8.14462.m1	Acerv_evm.model.Segkk2924_pilon.6
OG0012520	plut2.m8.15428.m1	Acerv_evm.model.Segkk2924_pilon.28
OG0012522	plut2.m8.15429.m1	Acerv_evm.model.Segkk2924_pilon.26
OG0012523	plut2.m8.15424.m1	Acerv_evm.model.Segkk2924_pilon.24
OG0012524	plut2.m8.15427.m1	Acerv_evm.model.Segkk2924_pilon.23
OG0012525	plut2.m8.11031.m1	Acerv_evm.model.Segkk3110_pilon.11, Acerv_evm.model.Segkk2928_pilon.1
OG0012526	plut2.m8.19875.m1	Acerv_evm.model.Segkk2933_pilon.2
OG0012527	plut2.m8.19871.m1	Acerv_evm.model.Segkk2933_pilon.8
OG0012528	plut2.m8.9431.m1	Acerv_evm.model.Segkk2938_pilon.10
OG0012529	plut2.m8.9425.m1	Acerv_evm.model.Segkk2938_pilon.7
OG0012530	plut2.m8.9433.m1	Acerv_evm.model.Segkk2938_pilon.6
OG0012531	plut2.m8.8478.m1	Acerv_evm.model.Segkk2944_pilon.3
OG0012532	plut2.m8.12420.m1	Acerv_evm.model.Segkk2954_pilon.13
OG0012533	plut2.m8.12416.m1	Acerv_evm.model.Segkk2954_pilon.17
OG0012534	plut2.m8.12415.m1	Acerv_evm.model.Segkk2954_pilon.20
OG0012536	plut2.m8.12419.m1	Acerv_evm.model.Segkk2954_pilon.8
OG0012537	plut2.m8.12424.m1	Acerv_evm.model.Segkk2954_pilon.14
OG0012538	plut2.m8.12428.m1	Acerv_evm.model.Segkk2954_pilon.19
OG0012539	plut2.m8.12426.m1	Acerv_evm.model.Segkk2954_pilon.18
OG0012540	plut2.m8.23061.m1	Acerv_evm.model.Segkk2956_pilon.5
OG0012542	plut2.m8.5951.m1	Acerv_evm.model.Segkk2959_pilon.2
OG0012543	plut2.m8.5952.m1	Acerv_evm.model.Segkk2959_pilon.3
OG0012544	plut2.m8.7705.m1	Acerv_evm.model.Segkk2963_pilon.2
OG0012545	plut2.m8.7701.m1	Acerv_evm.model.Segkk2963_pilon.1
OG0012546	plut2.m8.4018.m1	Acerv_evm.model.Segkk2975_pilon.7
OG0012547	plut2.m8.30646.m1	Acerv_evm.model.Segkk2978_pilon.26
OG0012548	plut2.m8.24627.m1	Acerv_evm.model.Segkk2978_pilon.24
OG0012549	plut2.m8.15878.m1	Acerv_evm.model.Segkk2979_pilon.4
OG0012550	plut2.m8.15884.m1	Acerv_evm.model.Segkk2979_pilon.5
OG0012551	plut2.m8.15876.m1	Acerv_evm.model.Segkk2979_pilon.2
OG0012552	plut2.m8.28581.m1	Acerv_evm.model.Segkk2985_pilon.6
OG0012553	plut2.m8.6484.m1	Acerv_evm.model.Segkk2991_pilon.2
OG0012555	plut2.m8.7648.m1	Acerv_evm.model.Segkk3001_pilon.2
OG0012556	plut2.m8.5014.m1	Acerv_evm.model.Segkk3009_pilon.16
OG0012557	plut2.m8.10584.m1	Acerv_evm.model.Segkk3018_pilon.10
OG0012558	plut2.m8.10587.m1	Acerv_evm.model.Segkk3018_pilon.9
OG0012559	plut2.m8.22211.m1	Acerv_evm.model.Segkk3020_pilon.8
OG0012560	plut2.m8.22207.m1	Acerv_evm.model.Segkk3020_pilon.9
OG0012561	plut2.m8.18686.m1	Acerv_evm.model.Segkk3024_pilon.1
OG0012562	plut2.m8.15929.m1	Acerv_evm.model.Segkk3028_pilon.18
OG0012563	plut2.m8.27308.m1	Acerv_evm.model.Segkk3028_pilon.4
OG0012564	plut2.m8.27307.m1	Acerv_evm.model.Segkk3028_pilon.8
OG0012565	plut2.m8.21972.m1	Acerv_evm.model.Segkk3042_pilon.4
OG0012566	plut2.m8.21959.m1	Acerv_evm.model.Segkk3042_pilon.5
OG0012567	plut2.m8.29159.m1	Acerv_evm.model.Segkk3047_pilon.17
OG0012568	plut2.m8.29164.m1	Acerv_evm.model.Segkk3047_pilon.13
OG0012569	plut2.m8.27806.m1	Acerv_evm.model.Segkk3047_pilon.20
OG0012570	plut2.m8.15658.m1, plut2.m8.27818.m1	Acerv_evm.model.Segkk3047_pilon.26
OG0012571	plut2.m8.24979.m1	Acerv_evm.model.Segkk3047_pilon.3
OG0012572	plut2.m8.24975.m1	Acerv_evm.model.Segkk3047_pilon.1
OG0012573	plut2.m8.23076.m1	Acerv_evm.model.Segkk3052_pilon.7
OG0012574	plut2.m8.23078.m1	Acerv_evm.model.Segkk3052_pilon.6
OG0012575	plut2.m8.20383.m1	Acerv_evm.model.Segkk3053_pilon.10
OG0012576	plut2.m8.20387.m1	Acerv_evm.model.Segkk3053_pilon.11
OG0012577	plut2.m8.20382.m1	Acerv_evm.model.Segkk3053_pilon.14
OG0012578	plut2.m8.20380.m1	Acerv_evm.model.Segkk3053_pilon.15
OG0012579	plut2.m8.20393.m1	Acerv_evm.model.Segkk3053_pilon.3
OG0012580	plut2.m8.20390.m1	Acerv_evm.model.Segkk3053_pilon.5
OG0012581	plut2.m8.8014.m1	Acerv_evm.model.Segkk3054_pilon.8
OG0012582	plut2.m8.8013.m1	Acerv_evm.model.Segkk3054_pilon.4
OG0012583	plut2.m8.17019.m1	Acerv_evm.model.Segkk3056_pilon.17
OG0012584	plut2.m8.28560.m1	Acerv_evm.model.Segkk3063_pilon.7
OG0012585	plut2.m8.11547.m1	Acerv_evm.model.Segkk3064_pilon.5
OG0012587	plut2.m8.3298.m1	Acerv_evm.model.Segkk3082_pilon.2
OG0012589	plut2.m8.19236.m1	Acerv_evm.model.Segkk3082_pilon.9
OG0012590	plut2.m8.19232.m1	Acerv_evm.model.Segkk3082_pilon.10
OG0012591	plut2.m8.30458.m1	Acerv_evm.model.Segkk3084_pilon.35
OG0012592	plut2.m8.20584.m1	Acerv_evm.model.Segkk3090_pilon.9
OG0012594	plut2.m8.2749.m1	Acerv_evm.model.Segkk3091_pilon.7
OG0012595	plut2.m8.2724.m1	Acerv_evm.model.Segkk3091_pilon.5
OG0012596	plut2.m8.21648.m1	Acerv_evm.model.Segkk3092_pilon.6
OG0012597	plut2.m8.32590.m1	Acerv_evm.model.Segkk3093_pilon.14
OG0012598	plut2.m8.32591.m1	Acerv_evm.model.Segkk3093_pilon.11
OG0012599	plut2.m8.22243.m1	Acerv_evm.model.Segkk3093_pilon.19
OG0012600	plut2.m8.12714.m1	Acerv_evm.model.Segkk3095_pilon.29
OG0012601	plut2.m8.6645.m1	Acerv_evm.model.Segkk3095_pilon.1
OG0012602	plut2.m8.12704.m1	Acerv_evm.model.Segkk3095_pilon.36
OG0012603	plut2.m8.12715.m1	Acerv_evm.model.Segkk3095_pilon.32
OG0012604	plut2.m8.12718.m1	Acerv_evm.model.Segkk3095_pilon.31
OG0012605	plut2.m8.18392.m1	Acerv_evm.model.Segkk3095_pilon.6
OG0012606	plut2.m8.6651.m1	Acerv_evm.model.Segkk3095_pilon.4
OG0012607	plut2.m8.6648.m1	Acerv_evm.model.Segkk3095_pilon.2
OG0012608	plut2.m8.6647.m1	Acerv_evm.model.Segkk3095_pilon.3
OG0012609	plut2.m8.8138.m1	Acerv_evm.model.Segkk3096_pilon.10
OG0012610	plut2.m8.11869.m1	Acerv_evm.model.Segkk3097_pilon.10
OG0012611	plut2.m8.106.m1	Acerv_evm.model.Segkk3102_pilon.31
OG0012612	plut2.m8.109.m1	Acerv_evm.model.Segkk3102_pilon.30
OG0012613	plut2.m8.105.m1	Acerv_evm.model.Segkk3102_pilon.32
OG0012614	plut2.m8.115.m1	Acerv_evm.model.Segkk3102_pilon.11
OG0012615	plut2.m8.123.m1	Acerv_evm.model.Segkk3102_pilon.10
OG0012616	plut2.m8.114.m1	Acerv_evm.model.Segkk3102_pilon.25
OG0012617	plut2.m8.11856.m1	Acerv_evm.model.Segkk3102_pilon.3
OG0012618	plut2.m8.130.m1	Acerv_evm.model.Segkk3102_pilon.6
OG0012619	plut2.m8.11847.m1	Acerv_evm.model.Segkk3102_pilon.4
OG0012620	plut2.m8.11543.m1	Acerv_evm.model.Segkk3106_pilon.10
OG0012621	plut2.m8.11540.m1	Acerv_evm.model.Segkk3106_pilon.9
OG0012622	plut2.m8.11544.m1	Acerv_evm.model.Segkk3106_pilon.5
OG0012623	plut2.m8.11534.m1	Acerv_evm.model.Segkk3106_pilon.4
OG0012624	plut2.m8.11535.m1	Acerv_evm.model.Segkk3106_pilon.3
OG0012625	plut2.m8.25995.m1	Acerv_evm.model.Segkk3107_pilon.2
OG0012626	plut2.m8.11051.m1	Acerv_evm.model.Segkk3110_pilon.4
OG0012627	plut2.m8.11043.m1	Acerv_evm.model.Segkk3110_pilon.5
OG0012628	plut2.m8.11041.m1	Acerv_evm.model.Segkk3110_pilon.8
OG0012629	jamg1.model.Sc0000090.89	Acerv_evm.model.Segkk3111_pilon.4, Acerv_evm.model.Segkk3693_pilon.3
OG0012630	plut2.m8.4475.m1	Acerv_evm.model.Segkk3112_pilon.38
OG0012632	plut2.m8.9820.m1	Acerv_evm.model.Segkk3114_pilon.3
OG0012633	plut2.m8.16244.m1	Acerv_evm.model.Segkk3116_pilon.2
OG0012634	jamg1.model.Sc0000134.31	Acerv_evm.model.Segkk3117_pilon.1
OG0012635	plut2.m8.20046.m1	Acerv_evm.model.Segkk3479_pilon.4, Acerv_evm.model.Segkk3125_pilon.1
OG0012636	plut2.m8.20047.m1	Acerv_evm.model.Segkk3125_pilon.6
OG0012637	plut2.m8.16807.m1	Acerv_evm.model.Segkk3126_pilon.8
OG0012638	plut2.m8.16806.m1	Acerv_evm.model.Segkk3126_pilon.5
OG0012639	plut2.m8.10770.m1	Acerv_evm.model.Segkk3132_pilon.16
OG0012640	plut2.m8.10757.m1	Acerv_evm.model.Segkk3132_pilon.10
OG0012641	plut2.m8.10769.m1	Acerv_evm.model.Segkk3132_pilon.13
OG0012642	plut2.m8.10775.m1	Acerv_evm.model.Segkk3132_pilon.8
OG0012643	plut2.m8.1510.m1	Acerv_evm.model.Segkk3134_pilon.17
OG0012644	plut2.m8.32290.m1	Acerv_evm.model.Segkk3134_pilon.1
OG0012645	plut2.m8.13260.m1	Acerv_evm.model.Segkk3137_pilon.3
OG0012646	plut2.m8.13264.m1	Acerv_evm.model.Segkk3137_pilon.2
OG0012647	plut2.m8.13261.m1	Acerv_evm.model.Segkk3137_pilon.5
OG0012648	jamg1.model.xfSc0000009.37	Acerv_evm.model.Segkk3139_pilon.8
OG0012649	plut2.m8.16477.m1	Acerv_evm.model.Segkk3139_pilon.2
OG0012650	plut2.m8.16473.m1	Acerv_evm.model.Segkk3139_pilon.5
OG0012651	plut2.m8.26859.m1	Acerv_evm.model.Segkk3139_pilon.11
OG0012652	plut2.m8.26837.m1	Acerv_evm.model.Segkk3139_pilon.10
OG0012653	jamg1.model.xfSc0000009.48	Acerv_evm.model.Segkk3139_pilon.12
OG0012654	plut2.m8.18482.m1	Acerv_evm.model.Segkk3142_pilon.13
OG0012655	plut2.m8.11825.m1	Acerv_evm.model.Segkk3142_pilon.9
OG0012656	plut2.m8.11823.m1	Acerv_evm.model.Segkk3142_pilon.8
OG0012657	plut2.m8.11832.m1	Acerv_evm.model.Segkk3142_pilon.3
OG0012658	plut2.m8.11824.m1	Acerv_evm.model.Segkk3142_pilon.6
OG0012659	plut2.m8.11829.m1	Acerv_evm.model.Segkk3142_pilon.4
OG0012660	plut2.m8.27512.m1	Acerv_evm.model.Segkk3145_pilon.1
OG0012661	jamg1.model.Sc0000176.8	Acerv_evm.model.Segkk3145_pilon.9
OG0012662	plut2.m8.13179.m1	Acerv_evm.model.Segkk3145_pilon.17
OG0012663	plut2.m8.13174.m1	Acerv_evm.model.Segkk3145_pilon.12
OG0012664	plut2.m8.13181.m1	Acerv_evm.model.Segkk3145_pilon.13
OG0012665	plut2.m8.27511.m1	Acerv_evm.model.Segkk3145_pilon.2
OG0012666	plut2.m8.12442.m1	Acerv_evm.model.Segkk3146_pilon.3
OG0012667	plut2.m8.12437.m1	Acerv_evm.model.Segkk3146_pilon.2
OG0012668	plut2.m8.4075.m1	Acerv_evm.model.Segkk3156_pilon.1
OG0012669	plut2.m8.25691.m1	Acerv_evm.model.Segkk3157_pilon.1
OG0012670	plut2.m8.25693.m1	Acerv_evm.model.Segkk3157_pilon.2
OG0012671	plut2.m8.26942.m1	Acerv_evm.model.Segkk3157_pilon.4
OG0012672	plut2.m8.14156.m1	Acerv_evm.model.Segkk3158_pilon.2
OG0012673	plut2.m8.20317.m1	Acerv_evm.model.Segkk3159_pilon.12
OG0012674	plut2.m8.22267.m1	Acerv_evm.model.Segkk3160_pilon.6
OG0012675	plut2.m8.22264.m1	Acerv_evm.model.Segkk3160_pilon.5
OG0012676	plut2.m8.27710.m1	Acerv_evm.model.Segkk3163_pilon.1
OG0012677	plut2.m8.21190.m1	Acerv_evm.model.Segkk3165_pilon.7
OG0012678	plut2.m8.29858.m1	Acerv_evm.model.Segkk3167_pilon.4
OG0012679	plut2.m8.2696.m1	Acerv_evm.model.Segkk3167_pilon.7
OG0012680	plut2.m8.2708.m1	Acerv_evm.model.Segkk3167_pilon.21
OG0012681	plut2.m8.2700.m1	Acerv_evm.model.Segkk3167_pilon.26
OG0012682	plut2.m8.2699.m1	Acerv_evm.model.Segkk3167_pilon.25
OG0012683	plut2.m8.2701.m1	Acerv_evm.model.Segkk3167_pilon.24
OG0012684	jamg1.model.Sc0000022.37	Acerv_evm.model.Segkk3167_pilon.13
OG0012685	plut2.m8.2720.m1	Acerv_evm.model.Segkk3167_pilon.11
OG0012688	plut2.m8.11384.m1	Acerv_evm.model.Segkk3175_pilon.14
OG0012689	plut2.m8.22084.m1	Acerv_evm.model.Segkk3175_pilon.2
OG0012690	plut2.m8.11380.m1	Acerv_evm.model.Segkk3175_pilon.7
OG0012691	plut2.m8.1173.m1	Acerv_evm.model.Segkk3176_pilon.6
OG0012692	plut2.m8.1182.m1	Acerv_evm.model.Segkk3176_pilon.7
OG0012693	plut2.m8.1168.m1	Acerv_evm.model.Segkk3176_pilon.1
OG0012694	plut2.m8.27559.m1	Acerv_evm.model.Segkk3179_pilon.25
OG0012695	plut2.m8.27560.m1	Acerv_evm.model.Segkk3179_pilon.20
OG0012696	plut2.m8.27558.m1	Acerv_evm.model.Segkk3179_pilon.23
OG0012697	plut2.m8.23283.m1	Acerv_evm.model.Segkk3179_pilon.4
OG0012698	plut2.m8.27557.m1	Acerv_evm.model.Segkk3179_pilon.22
OG0012699	plut2.m8.27555.m1	Acerv_evm.model.Segkk3179_pilon.17
OG0012700	plut2.m8.27548.m1	Acerv_evm.model.Segkk3179_pilon.16
OG0012701	plut2.m8.27551.m1	Acerv_evm.model.Segkk3179_pilon.18
OG0012702	plut2.m8.11339.m1	Acerv_evm.model.Segkk3181_pilon.1
OG0012703	jamg1.model.Sc0000141.35	Acerv_evm.model.Segkk3181_pilon.3
OG0012704	plut2.m8.15548.m1, plut2.m8.15546.m1	Acerv_evm.model.Segkk3183_pilon.7
OG0012705	plut2.m8.32794.m1	Acerv_evm.model.Segkk3183_pilon.2
OG0012706	plut2.m8.32791.m1	Acerv_evm.model.Segkk3183_pilon.1
OG0012707	plut2.m8.19882.m1	Acerv_evm.model.Segkk3189_pilon.1
OG0012708	plut2.m8.2792.m1	Acerv_evm.model.Segkk3192_pilon.33
OG0012709	plut2.m8.2779.m1	Acerv_evm.model.Segkk3192_pilon.34
OG0012710	plut2.m8.2813.m1	Acerv_evm.model.Segkk3192_pilon.11
OG0012711	plut2.m8.2815.m1	Acerv_evm.model.Segkk3192_pilon.14
OG0012712	plut2.m8.2794.m1, plut2.m8.2791.m1	Acerv_evm.model.Segkk3192_pilon.28
OG0012713	plut2.m8.2823.m1	Acerv_evm.model.Segkk3192_pilon.16
OG0012714	plut2.m8.12161.m1	Acerv_evm.model.Segkk3192_pilon.2
OG0012715	plut2.m8.12153.m1	Acerv_evm.model.Segkk3192_pilon.6
OG0012716	plut2.m8.2812.m1	Acerv_evm.model.Segkk3192_pilon.8
OG0012717	plut2.m8.2781.m1	Acerv_evm.model.Segkk3192_pilon.42
OG0012718	plut2.m8.2817.m1	Acerv_evm.model.Segkk3192_pilon.12
OG0012719	plut2.m8.2804.m1	Acerv_evm.model.Segkk3192_pilon.19
OG0012720	plut2.m8.7080.m1	Acerv_evm.model.Segkk3196_pilon.2
OG0012722	plut2.m8.16442.m1	Acerv_evm.model.Segkk3198_pilon.7
OG0012723	plut2.m8.8673.m1	Acerv_evm.model.Segkk3201_pilon.3
OG0012724	plut2.m8.2933.m1	Acerv_evm.model.Segkk3207_pilon.5
OG0012725	plut2.m8.2936.m1	Acerv_evm.model.Segkk3207_pilon.4
OG0012726	plut2.m8.18754.m1	Acerv_evm.model.Segkk3209_pilon.28
OG0012727	plut2.m8.28327.m1	Acerv_evm.model.Segkk3209_pilon.1
OG0012728	plut2.m8.18752.m1	Acerv_evm.model.Segkk3209_pilon.26
OG0012729	plut2.m8.18749.m1	Acerv_evm.model.Segkk3209_pilon.27
OG0012730	plut2.m8.18753.m1	Acerv_evm.model.Segkk3209_pilon.32
OG0012731	plut2.m8.18769.m1	Acerv_evm.model.Segkk3209_pilon.11
OG0012732	plut2.m8.3982.m1, plut2.m8.23201.m1	Acerv_evm.model.Segkk3210_pilon.6
OG0012733	plut2.m8.14333.m1	Acerv_evm.model.Segkk3211_pilon.3
OG0012734	plut2.m8.19396.m1	Acerv_evm.model.Segkk3213_pilon.32
OG0012735	plut2.m8.19401.m1	Acerv_evm.model.Segkk3213_pilon.25
OG0012736	plut2.m8.19398.m1	Acerv_evm.model.Segkk3213_pilon.26
OG0012737	plut2.m8.21613.m1	Acerv_evm.model.Segkk3217_pilon.1
OG0012738	plut2.m8.21621.m1	Acerv_evm.model.Segkk3217_pilon.2
OG0012739	plut2.m8.3511.m1	Acerv_evm.model.Segkk3218_pilon.3
OG0012740	plut2.m8.3508.m1	Acerv_evm.model.Segkk3218_pilon.5
OG0012741	plut2.m8.3505.m1	Acerv_evm.model.Segkk3218_pilon.7
OG0012742	plut2.m8.3497.m1	Acerv_evm.model.Segkk3218_pilon.8
OG0012743	plut2.m8.3499.m1	Acerv_evm.model.Segkk3218_pilon.10
OG0012744	plut2.m8.3501.m1	Acerv_evm.model.Segkk3218_pilon.13
OG0012745	plut2.m8.14308.m1	Acerv_evm.model.Segkk3219_pilon.1
OG0012746	plut2.m8.14312.m1	Acerv_evm.model.Segkk3219_pilon.6
OG0012747	jamg1.model.Sc0000465.16	Acerv_evm.model.Segkk3222_pilon.9
OG0012748	plut2.m8.9609.m1	Acerv_evm.model.Segkk3223_pilon.5
OG0012750	plut2.m8.23782.m1	Acerv_evm.model.Segkk3234_pilon.1
OG0012751	plut2.m8.19729.m1	Acerv_evm.model.Segkk3235_pilon.10
OG0012752	plut2.m8.2836.m1	Acerv_evm.model.Segkk3235_pilon.13
OG0012753	jamg1.model.Sc0000209.34	Acerv_evm.model.Segkk3235_pilon.4
OG0012754	plut2.m8.14999.m1	Acerv_evm.model.Segkk3235_pilon.5
OG0012755	plut2.m8.32331.m1	Acerv_evm.model.Segkk3250_pilon.11
OG0012756	plut2.m8.32333.m1	Acerv_evm.model.Segkk3250_pilon.8
OG0012757	plut2.m8.25867.m1	Acerv_evm.model.Segkk3252_pilon.3
OG0012758	plut2.m8.16241.m1	Acerv_evm.model.Segkk3252_pilon.1
OG0012759	plut2.m8.4346.m1	Acerv_evm.model.Segkk3255_pilon.2
OG0012760	plut2.m8.4344.m1	Acerv_evm.model.Segkk3255_pilon.3
OG0012761	plut2.m8.12188.m1	Acerv_evm.model.Segkk3261_pilon.5
OG0012762	plut2.m8.10501.m1	Acerv_evm.model.Segkk3262_pilon.4
OG0012763	plut2.m8.6906.m1	Acerv_evm.model.Segkk3263_pilon.6
OG0012764	plut2.m8.3426.m1	Acerv_evm.model.Segkk3263_pilon.27
OG0012765	plut2.m8.12184.m1	Acerv_evm.model.Segkk3263_pilon.22
OG0012766	plut2.m8.3410.m1	Acerv_evm.model.Segkk3263_pilon.39
OG0012767	plut2.m8.3425.m1	Acerv_evm.model.Segkk3263_pilon.35
OG0012768	plut2.m8.3418.m1	Acerv_evm.model.Segkk3263_pilon.36
OG0012769	plut2.m8.6905.m1	Acerv_evm.model.Segkk3263_pilon.7
OG0012770	plut2.m8.6892.m1	Acerv_evm.model.Segkk3263_pilon.3
OG0012771	plut2.m8.6890.m1	Acerv_evm.model.Segkk3263_pilon.1
OG0012772	plut2.m8.6901.m1	Acerv_evm.model.Segkk3263_pilon.8
OG0012773	plut2.m8.8469.m1	Acerv_evm.model.Segkk3264_pilon.11
OG0012774	plut2.m8.8454.m1	Acerv_evm.model.Segkk3264_pilon.6
OG0012775	plut2.m8.8456.m1	Acerv_evm.model.Segkk3264_pilon.7
OG0012776	plut2.m8.12932.m1	Acerv_evm.model.Segkk3267_pilon.6
OG0012777	plut2.m8.14679.m1	Acerv_evm.model.Segkk3271_pilon.34
OG0012778	plut2.m8.14678.m1	Acerv_evm.model.Segkk3271_pilon.32
OG0012779	plut2.m8.14683.m1	Acerv_evm.model.Segkk3271_pilon.31
OG0012780	plut2.m8.12563.m1	Acerv_evm.model.Segkk3271_pilon.9
OG0012781	plut2.m8.6967.m1	Acerv_evm.model.Segkk3272_pilon.1
OG0012782	plut2.m8.6971.m1	Acerv_evm.model.Segkk3272_pilon.2
OG0012783	plut2.m8.1169.m1	Acerv_evm.model.Segkk3285_pilon.1
OG0012784	plut2.m8.30072.m1	Acerv_evm.model.Segkk3290_pilon.15
OG0012785	plut2.m8.3841.m1	Acerv_evm.model.Segkk3290_pilon.24
OG0012786	plut2.m8.30076.m1	Acerv_evm.model.Segkk3290_pilon.19
OG0012787	plut2.m8.20797.m1	Acerv_evm.model.Segkk3290_pilon.6
OG0012788	plut2.m8.30073.m1	Acerv_evm.model.Segkk3290_pilon.17
OG0012789	plut2.m8.30077.m1	Acerv_evm.model.Segkk3290_pilon.16
OG0012790	plut2.m8.32542.m1	Acerv_evm.model.Segkk3290_pilon.10
OG0012791	plut2.m8.2471.m1	Acerv_evm.model.Segkk3299_pilon.2
OG0012792	plut2.m8.25438.m1	Acerv_evm.model.Segkk3302_pilon.1
OG0012793	plut2.m8.529.m1	Acerv_evm.model.Segkk3306_pilon.24
OG0012794	plut2.m8.514.m1	Acerv_evm.model.Segkk3306_pilon.27
OG0012795	plut2.m8.3531.m1	Acerv_evm.model.Segkk3306_pilon.10
OG0012796	plut2.m8.3518.m1	Acerv_evm.model.Segkk3306_pilon.12
OG0012797	plut2.m8.539.m1	Acerv_evm.model.Segkk3306_pilon.19
OG0012798	plut2.m8.538.m1	Acerv_evm.model.Segkk3306_pilon.18
OG0012799	plut2.m8.15237.m1	Acerv_evm.model.Segkk3306_pilon.3
OG0012800	plut2.m8.15244.m1	Acerv_evm.model.Segkk3306_pilon.2
OG0012801	plut2.m8.15238.m1	Acerv_evm.model.Segkk3306_pilon.6
