Orthogroup	Montipora_capitata_HIv2.genes.pep	Mcavernosa.maker.proteins
OG0011185	Montipora_capitata_PredGene_g69699.t1	Mcavernosa14155-RA
OG0011186	Montipora_capitata_PredGene_g9706.t1	Mcavernosa14152-RA
OG0011187	Montipora_capitata_PredGene_g9707.t1	Mcavernosa14153-RA
OG0011188	Montipora_capitata_PredGene_g9704.t1	Mcavernosa14149-RA
OG0011189	Montipora_capitata_PredGene_g54428.t1	Mcavernosa20771-RA
OG0011190	Montipora_capitata_PredGene_g54429.t1	Mcavernosa20773-RA
OG0011191	Montipora_capitata_PredGene_g54436.t1	Mcavernosa20776-RA
OG0011192	Montipora_capitata_PredGene_g54437.t1	Mcavernosa20777-RA
OG0011193	Montipora_capitata_PredGene_g3082.t1	Mcavernosa28704-RA
OG0011194	Montipora_capitata_PredGene_g3077.t1	Mcavernosa28713-RA
OG0011195	Montipora_capitata_PredGene_g3078.t1	Mcavernosa28712-RA
OG0011196	Montipora_capitata_PredGene_g3079.t1	Mcavernosa28711-RA
OG0011198	Montipora_capitata_PredGene_g31923.t1	Mcavernosa14879-RA
OG0011199	Montipora_capitata_PredGene_g35256.t1	Mcavernosa11182-RA
OG0011200	Montipora_capitata_PredGene_g69574.t1	Mcavernosa15748-RA
OG0011201	Montipora_capitata_PredGene_g34554.t1	Mcavernosa13857-RA
OG0011202	Montipora_capitata_PredGene_g59088.t1	Mcavernosa02292-RA
OG0011203	Montipora_capitata_PredGene_g50714.t1	Mcavernosa22887-RA
OG0011204	Montipora_capitata_PredGene_g13007.t1	Mcavernosa31597-RA
OG0011205	Montipora_capitata_PredGene_g28266.t1	Mcavernosa25142-RA
OG0011206	Montipora_capitata_PredGene_g50109.t1	Mcavernosa01777-RA
OG0011207	Montipora_capitata_PredGene_g62598.t1	Mcavernosa33902-RA
OG0011209	Montipora_capitata_PredGene_g45455.t1	Mcavernosa26858-RA
OG0011210	Montipora_capitata_PredGene_g45454.t1	Mcavernosa26860-RA
OG0011211	Montipora_capitata_PredGene_g45457.t1	Mcavernosa26854-RA
OG0011212	Montipora_capitata_PredGene_g23836.t1	Mcavernosa13193-RA
OG0011214	Montipora_capitata_PredGene_g40758.t1	Mcavernosa12605-RA
OG0011215	Montipora_capitata_PredGene_adi2mcaRNA24820_R0.t1	Mcavernosa12618-RA
OG0011216	Montipora_capitata_PredGene_g5907.t1	Mcavernosa12598-RA
OG0011217	Montipora_capitata_PredGene_g5908.t1	Mcavernosa12599-RA
OG0011218	Montipora_capitata_PredGene_g40753.t1	Mcavernosa12596-RA
OG0011219	Montipora_capitata_PredGene_g40755.t1	Mcavernosa12592-RA
OG0011220	Montipora_capitata_PredGene_g40754.t1	Mcavernosa12595-RA
OG0011221	Montipora_capitata_PredGene_g40773.t1	Mcavernosa12631-RA
OG0011222	Montipora_capitata_PredGene_g22959.t1	Mcavernosa00482-RA
OG0011224	Montipora_capitata_PredGene_g22958.t1	Mcavernosa00483-RA
OG0011225	Montipora_capitata_PredGene_g22977.t1	Mcavernosa00503-RA
OG0011227	Montipora_capitata_PredGene_g17137.t1	Mcavernosa11407-RA
OG0011229	Montipora_capitata_PredGene_g60244.t1	Mcavernosa28299-RA
OG0011230	Montipora_capitata_PredGene_g60242.t1	Mcavernosa28298-RA
OG0011231	Montipora_capitata_PredGene_g64086.t1	Mcavernosa16840-RA
OG0011232	Montipora_capitata_PredGene_g64084.t1	Mcavernosa16837-RA
OG0011233	Montipora_capitata_PredGene_g64087.t1	Mcavernosa16845-RA
OG0011234	Montipora_capitata_PredGene_g23270.t1	Mcavernosa08392-RA
OG0011236	Montipora_capitata_PredGene_g6290.t1	Mcavernosa06917-RA
OG0011237	Montipora_capitata_PredGene_g31185.t1	Mcavernosa07258-RA
OG0011238	Montipora_capitata_PredGene_g56085.t1	Mcavernosa22745-RA
OG0011240	Montipora_capitata_PredGene_g35179.t1	Mcavernosa13509-RA
OG0011241	Montipora_capitata_PredGene_g35176.t1	Mcavernosa34586-RA
OG0011242	Montipora_capitata_PredGene_g35177.t1	Mcavernosa34588-RA
OG0011243	Montipora_capitata_PredGene_g2532.t1	Mcavernosa05890-RA
OG0011244	Montipora_capitata_PredGene_g46339.t1	Mcavernosa23555-RA
OG0011245	Montipora_capitata_PredGene_g46344.t1	Mcavernosa23560-RA
OG0011246	Montipora_capitata_PredGene_g46342.t1	Mcavernosa23558-RA
OG0011247	Montipora_capitata_PredGene_g20946.t1, Montipora_capitata_PredGene_g70050.t1	Mcavernosa22733-RA
OG0011248	Montipora_capitata_PredGene_g7921.t1	Mcavernosa22727-RA
OG0011250	Montipora_capitata_PredGene_g23943.t1	Mcavernosa10186-RA
OG0011252	Montipora_capitata_PredGene_adi2mcaRNA30522_R0.t1	Mcavernosa10182-RA
OG0011253	Montipora_capitata_PredGene_g47462.t1	Mcavernosa03583-RA
OG0011254	Montipora_capitata_PredGene_g47464.t1	Mcavernosa16615-RA
OG0011256	Montipora_capitata_PredGene_g47466.t1	Mcavernosa16613-RA
OG0011257	Montipora_capitata_PredGene_g47465.t1	Mcavernosa16614-RA
OG0011258	Montipora_capitata_PredGene_g37969.t1	Mcavernosa26901-RA
OG0011259	Montipora_capitata_PredGene_g7892.t1	Mcavernosa26902-RA
OG0011260	Montipora_capitata_PredGene_g66110.t1	Mcavernosa31412-RA
OG0011261	Montipora_capitata_PredGene_g66113.t1	Mcavernosa31416-RA
OG0011262	Montipora_capitata_PredGene_adi2mcaRNA10025_R0.t1	Mcavernosa28408-RA
OG0011264	Montipora_capitata_PredGene_adi2mcaRNA10022_R0.t1	Mcavernosa14311-RA
OG0011265	Montipora_capitata_PredGene_g35980.t1	Mcavernosa15329-RA
OG0011267	Montipora_capitata_PredGene_adi2mcaRNA32532_R0.t1	Mcavernosa33640-RA
OG0011268	Montipora_capitata_PredGene_g36977.t1	Mcavernosa27822-RA
OG0011270	Montipora_capitata_PredGene_g58339.t1	Mcavernosa26779-RA
OG0011271	Montipora_capitata_PredGene_g58350.t1	Mcavernosa26766-RA
OG0011272	Montipora_capitata_PredGene_g58352.t1	Mcavernosa26762-RA
OG0011273	Montipora_capitata_PredGene_g41834.t1	Mcavernosa21773-RA
OG0011274	Montipora_capitata_PredGene_g58334.t1	Mcavernosa26776-RA
OG0011275	Montipora_capitata_PredGene_g58338.t1	Mcavernosa26778-RA
OG0011277	Montipora_capitata_PredGene_g54170.t1	Mcavernosa26780-RA
OG0011278	Montipora_capitata_PredGene_g47562.t1	Mcavernosa20255-RA
OG0011279	Montipora_capitata_PredGene_g24496.t1	Mcavernosa13998-RA
OG0011280	Montipora_capitata_PredGene_g15680.t1	Mcavernosa20269-RA
OG0011282	Montipora_capitata_PredGene_g56724.t1	Mcavernosa26665-RA
OG0011283	Montipora_capitata_PredGene_g61310.t1	Mcavernosa20351-RA
OG0011285	Montipora_capitata_PredGene_g32316.t1	Mcavernosa14303-RA
OG0011286	Montipora_capitata_PredGene_g70716.t1	Mcavernosa08902-RA
OG0011287	Montipora_capitata_PredGene_g70715.t1	Mcavernosa08903-RA
OG0011289	Montipora_capitata_PredGene_g54996.t1	Mcavernosa04290-RA
OG0011291	Montipora_capitata_PredGene_g2047.t1	Mcavernosa11085-RA
OG0011293	Montipora_capitata_PredGene_g2306.t1	Mcavernosa15529-RA
OG0011295	Montipora_capitata_PredGene_g58549.t1	Mcavernosa03470-RA
OG0011296	Montipora_capitata_PredGene_g57235.t1	Mcavernosa03472-RA
OG0011297	Montipora_capitata_PredGene_g58547.t1	Mcavernosa03473-RA
OG0011298	Montipora_capitata_PredGene_g58565.t1	Mcavernosa16400-RA
OG0011299	Montipora_capitata_PredGene_adi2mcaRNA7545_R0.t1	Mcavernosa22680-RA
OG0011300	Montipora_capitata_PredGene_g33996.t1	Mcavernosa22676-RA
OG0011303	Montipora_capitata_PredGene_g33983.t1	Mcavernosa19832-RA
OG0011304	Montipora_capitata_PredGene_g33978.t1	Mcavernosa19829-RA
OG0011305	Montipora_capitata_PredGene_adi2mcaRNA17125_R0.t1	Mcavernosa04491-RA
OG0011307	Montipora_capitata_PredGene_g33230.t1	Mcavernosa01574-RA
OG0011308	Montipora_capitata_PredGene_g37038.t1	Mcavernosa07878-RA
OG0011309	Montipora_capitata_PredGene_g37042.t1	Mcavernosa14599-RA
OG0011310	Montipora_capitata_PredGene_g37044.t1	Mcavernosa14602-RA
OG0011311	Montipora_capitata_PredGene_g37057.t1	Mcavernosa08845-RA
OG0011312	Montipora_capitata_PredGene_g67930.t1	Mcavernosa20601-RA
OG0011313	Montipora_capitata_PredGene_g6189.t1	Mcavernosa20606-RA
OG0011315	Montipora_capitata_PredGene_g46845.t1	Mcavernosa29857-RA
OG0011316	Montipora_capitata_PredGene_g2638.t1	Mcavernosa29852-RA
OG0011318	Montipora_capitata_PredGene_g51618.t1	Mcavernosa27318-RA
OG0011319	Montipora_capitata_PredGene_g67932.t1	Mcavernosa20594-RA
OG0011320	Montipora_capitata_PredGene_g64077.t1	Mcavernosa19362-RA
OG0011321	Montipora_capitata_PredGene_g64072.t1	Mcavernosa19365-RA
OG0011322	Montipora_capitata_PredGene_g30065.t1	Mcavernosa25258-RA
OG0011323	Montipora_capitata_PredGene_adi2mcaRNA22197_R0.t1	Mcavernosa25259-RA
OG0011324	Montipora_capitata_PredGene_g10227.t1	Mcavernosa13831-RA
OG0011325	Montipora_capitata_PredGene_g10228.t1	Mcavernosa13830-RA
OG0011326	Montipora_capitata_PredGene_adi2mcaRNA11895_R7.t1	Mcavernosa13832-RA
OG0011328	Montipora_capitata_PredGene_g52823.t1	Mcavernosa06103-RA
OG0011329	Montipora_capitata_PredGene_g50544.t1	Mcavernosa33925-RA
OG0011330	Montipora_capitata_PredGene_g2250.t1	Mcavernosa11020-RA
OG0011331	Montipora_capitata_PredGene_g23139.t1	Mcavernosa07184-RA
OG0011332	Montipora_capitata_PredGene_adi2mcaRNA14894_R0.t1	Mcavernosa07186-RA
OG0011333	Montipora_capitata_PredGene_adi2mcaRNA12104_R0.t1	Mcavernosa26831-RA
OG0011334	Montipora_capitata_PredGene_g33273.t1	Mcavernosa26822-RA
OG0011335	Montipora_capitata_PredGene_g33260.t1	Mcavernosa26830-RA
OG0011336	Montipora_capitata_PredGene_g33265.t1	Mcavernosa26828-RA
OG0011337	Montipora_capitata_PredGene_g11207.t1	Mcavernosa17590-RA
OG0011338	Montipora_capitata_PredGene_g49919.t1	Mcavernosa11493-RA
OG0011339	Montipora_capitata_PredGene_g39420.t1	Mcavernosa10411-RA
OG0011340	Montipora_capitata_PredGene_g53635.t1	Mcavernosa07710-RA
OG0011341	Montipora_capitata_PredGene_g53639.t1	Mcavernosa34946-RA
OG0011342	Montipora_capitata_PredGene_g53637.t1	Mcavernosa07719-RA, Mcavernosa07716-RA
OG0011343	Montipora_capitata_PredGene_g53652.t1	Mcavernosa07728-RA
OG0011344	Montipora_capitata_PredGene_g35990.t1	Mcavernosa13637-RA
OG0011345	Montipora_capitata_PredGene_g35989.t1	Mcavernosa13636-RA
OG0011346	Montipora_capitata_PredGene_g35992.t1	Mcavernosa13642-RA
OG0011348	Montipora_capitata_PredGene_g36006.t1	Mcavernosa13646-RA
OG0011349	Montipora_capitata_PredGene_g36011.t1	Mcavernosa13648-RA
OG0011351	Montipora_capitata_PredGene_g725.t1	Mcavernosa19681-RA
OG0011352	Montipora_capitata_PredGene_g28171.t1	Mcavernosa26450-RA
OG0011354	Montipora_capitata_PredGene_g69559.t1	Mcavernosa13889-RA
OG0011355	Montipora_capitata_PredGene_g69569.t1	Mcavernosa15739-RA
OG0011356	Montipora_capitata_PredGene_g1938.t1	Mcavernosa15735-RA
OG0011358	Montipora_capitata_PredGene_g37959.t1	Mcavernosa27341-RA, Mcavernosa27345-RA
OG0011359	Montipora_capitata_PredGene_g37955.t1	Mcavernosa01607-RA
OG0011360	Montipora_capitata_PredGene_g54238.t1	Mcavernosa00825-RA
OG0011361	Montipora_capitata_PredGene_g65077.t1	Mcavernosa12342-RA
OG0011362	Montipora_capitata_PredGene_adi2mcaRNA15315_R1.t1	Mcavernosa12348-RA
OG0011363	Montipora_capitata_PredGene_g71387.t1	Mcavernosa12355-RA
OG0011365	Montipora_capitata_PredGene_g58272.t1	Mcavernosa15439-RA
OG0011366	Montipora_capitata_PredGene_g37237.t1	Mcavernosa01079-RA
OG0011367	Montipora_capitata_PredGene_g37235.t1	Mcavernosa01077-RA
OG0011368	Montipora_capitata_PredGene_g37238.t1	Mcavernosa01081-RA
OG0011370	Montipora_capitata_PredGene_g37241.t1	Mcavernosa01089-RA
OG0011371	Montipora_capitata_PredGene_g37242.t1	Mcavernosa01090-RA
OG0011372	Montipora_capitata_PredGene_g47411.t1	Mcavernosa23215-RA
OG0011373	Montipora_capitata_PredGene_g45771.t1	Mcavernosa25444-RA
OG0011374	Montipora_capitata_PredGene_g45772.t1	Mcavernosa25446-RA
OG0011375	Montipora_capitata_PredGene_g35317.t1	Mcavernosa24455-RA
OG0011376	Montipora_capitata_PredGene_g35318.t1	Mcavernosa24453-RA
OG0011379	Montipora_capitata_PredGene_adi2mcaRNA4933_R0.t1	Mcavernosa16805-RA
OG0011380	Montipora_capitata_PredGene_g39444.t1	Mcavernosa12940-RA
OG0011382	Montipora_capitata_PredGene_g39442.t1	Mcavernosa12935-RA
OG0011383	Montipora_capitata_PredGene_g39441.t1	Mcavernosa12936-RA
OG0011384	Montipora_capitata_PredGene_g54252.t1	Mcavernosa00806-RA
OG0011385	Montipora_capitata_PredGene_g54251.t1	Mcavernosa00807-RA
OG0011386	Montipora_capitata_PredGene_adi2mcaRNA752_R0.t1	Mcavernosa00809-RA
OG0011387	Montipora_capitata_PredGene_g54243.t1	Mcavernosa00836-RA
OG0011388	Montipora_capitata_PredGene_g54242.t1	Mcavernosa00834-RA
OG0011389	Montipora_capitata_PredGene_g54241.t1	Mcavernosa00833-RA
OG0011390	Montipora_capitata_PredGene_g54247.t1	Mcavernosa00810-RA
OG0011391	Montipora_capitata_PredGene_g54246.t1	Mcavernosa00811-RA
OG0011392	Montipora_capitata_PredGene_g54244.t1	Mcavernosa00817-RA
OG0011393	Montipora_capitata_PredGene_g55652.t1	Mcavernosa00529-RA
OG0011394	Montipora_capitata_PredGene_adi2mcaRNA38835_R0.t1, Montipora_capitata_PredGene_g9340.t1, Montipora_capitata_PredGene_g64233.t1, Montipora_capitata_PredGene_g10868.t1	Mcavernosa16593-RA
OG0011395	Montipora_capitata_PredGene_g55649.t1	Mcavernosa00535-RA
OG0011396	Montipora_capitata_PredGene_g55650.t1	Mcavernosa00536-RA
OG0011397	Montipora_capitata_PredGene_g23760.t1	Mcavernosa00540-RA
OG0011398	Montipora_capitata_PredGene_g23754.t1	Mcavernosa00548-RA
OG0011401	Montipora_capitata_PredGene_g15036.t1	Mcavernosa24908-RA
OG0011402	Montipora_capitata_PredGene_g15040.t1	Mcavernosa24907-RA
OG0011403	Montipora_capitata_PredGene_g32119.t1	Mcavernosa25936-RA
OG0011404	Montipora_capitata_PredGene_g32132.t1	Mcavernosa24894-RA
OG0011405	Montipora_capitata_PredGene_g32133.t1	Mcavernosa24897-RA
OG0011406	Montipora_capitata_PredGene_g48406.t1	Mcavernosa32098-RA
OG0011408	Montipora_capitata_PredGene_g48096.t1	Mcavernosa09849-RA
OG0011409	Montipora_capitata_PredGene_adi2mcaRNA13338_R0.t1	Mcavernosa09848-RA
OG0011410	Montipora_capitata_PredGene_g23831.t1	Mcavernosa13199-RA
OG0011411	Montipora_capitata_PredGene_g46368.t1	Mcavernosa25036-RA
OG0011415	Montipora_capitata_PredGene_g10180.t1	Mcavernosa05957-RA
OG0011416	Montipora_capitata_PredGene_g48080.t1	Mcavernosa05959-RA
OG0011417	Montipora_capitata_PredGene_g48070.t1	Mcavernosa26197-RA
OG0011418	Montipora_capitata_PredGene_g34547.t1	Mcavernosa15801-RA
OG0011419	Montipora_capitata_PredGene_g60674.t1	Mcavernosa31101-RA
OG0011420	Montipora_capitata_PredGene_adi2mcaRNA10957_R0.t1	Mcavernosa15257-RA
OG0011421	Montipora_capitata_PredGene_g36741.t1	Mcavernosa20148-RA
OG0011422	Montipora_capitata_PredGene_g45580.t1	Mcavernosa07469-RA
OG0011423	Montipora_capitata_PredGene_g45590.t1	Mcavernosa07478-RA
OG0011424	Montipora_capitata_PredGene_g45581.t1	Mcavernosa07470-RA
OG0011425	Montipora_capitata_PredGene_g45583.t1	Mcavernosa07471-RA
OG0011426	Montipora_capitata_PredGene_adi2mcaRNA30021_R0.t1	Mcavernosa05857-RA
OG0011427	Montipora_capitata_PredGene_g48519.t1	Mcavernosa25637-RA
OG0011428	Montipora_capitata_PredGene_g69519.t1	Mcavernosa11438-RA
OG0011430	Montipora_capitata_PredGene_adi2mcaRNA10437_R0.t1	Mcavernosa00880-RA
OG0011431	Montipora_capitata_PredGene_g62601.t1	Mcavernosa18464-RA
OG0011432	Montipora_capitata_PredGene_g62602.t1	Mcavernosa18463-RA
OG0011433	Montipora_capitata_PredGene_g62603.t1	Mcavernosa18462-RA
OG0011434	Montipora_capitata_PredGene_g58575.t1	Mcavernosa18453-RA
OG0011435	Montipora_capitata_PredGene_g58574.t1	Mcavernosa18454-RA
OG0011436	Montipora_capitata_PredGene_adi2mcaRNA22703_R0.t1	Mcavernosa01758-RA
OG0011437	Montipora_capitata_PredGene_adi2mcaRNA17773_R0.t1	Mcavernosa23223-RA
OG0011438	Montipora_capitata_PredGene_g47389.t1	Mcavernosa13250-RA
OG0011440	Montipora_capitata_PredGene_g66829.t1	Mcavernosa13351-RA
OG0011441	Montipora_capitata_PredGene_adi2mcaRNA37242_R0.t1	Mcavernosa29929-RA
OG0011442	Montipora_capitata_PredGene_g53606.t1	Mcavernosa21681-RA
OG0011443	Montipora_capitata_PredGene_g53608.t1	Mcavernosa21683-RA
OG0011444	Montipora_capitata_PredGene_g53336.t1	Mcavernosa11697-RA
OG0011445	Montipora_capitata_PredGene_g8902.t1	Mcavernosa14013-RA
OG0011446	Montipora_capitata_PredGene_g8907.t1	Mcavernosa14008-RA
OG0011447	Montipora_capitata_PredGene_g8903.t1	Mcavernosa14009-RA
OG0011448	Montipora_capitata_PredGene_g29293.t1	Mcavernosa14028-RA
OG0011449	Montipora_capitata_PredGene_g8900.t1	Mcavernosa14014-RA
OG0011451	Montipora_capitata_PredGene_g67448.t1	Mcavernosa16081-RA
OG0011453	Montipora_capitata_PredGene_g64208.t1	Mcavernosa24427-RA
OG0011454	Montipora_capitata_PredGene_adi2mcaRNA18304_R0.t1	Mcavernosa01747-RA
OG0011456	Montipora_capitata_PredGene_g4245.t1	Mcavernosa20610-RA
OG0011457	Montipora_capitata_PredGene_g64262.t1	Mcavernosa20615-RA
OG0011459	Montipora_capitata_PredGene_g56323.t1	Mcavernosa23882-RA
OG0011460	Montipora_capitata_PredGene_adi2mcaRNA25020_R0.t1	Mcavernosa23883-RA
OG0011461	Montipora_capitata_PredGene_g56338.t1	Mcavernosa10796-RA, Mcavernosa10794-RA
OG0011462	Montipora_capitata_PredGene_g71046.t1	Mcavernosa04252-RA
OG0011463	Montipora_capitata_PredGene_g71049.t1	Mcavernosa04249-RA
OG0011465	Montipora_capitata_PredGene_g59201.t1	Mcavernosa08222-RA
OG0011466	Montipora_capitata_PredGene_g56337.t1	Mcavernosa08235-RA
OG0011467	Montipora_capitata_PredGene_g55426.t1	Mcavernosa24537-RA
OG0011468	Montipora_capitata_PredGene_g55427.t1	Mcavernosa30556-RA
OG0011470	Montipora_capitata_PredGene_g29187.t1	Mcavernosa31167-RA
OG0011471	Montipora_capitata_PredGene_g35012.t1	Mcavernosa28041-RA
OG0011473	Montipora_capitata_PredGene_adi2mcaRNA5277_R0.t1	Mcavernosa08876-RA
OG0011475	Montipora_capitata_PredGene_g27239.t1	Mcavernosa09074-RA
OG0011476	Montipora_capitata_PredGene_g28855.t1	Mcavernosa08561-RA
OG0011477	Montipora_capitata_PredGene_g28854.t1	Mcavernosa08562-RA
OG0011478	Montipora_capitata_PredGene_g28853.t1	Mcavernosa08563-RA
OG0011479	Montipora_capitata_PredGene_g28882.t1	Mcavernosa08603-RA
OG0011481	Montipora_capitata_PredGene_g28879.t1	Mcavernosa21823-RA
OG0011482	Montipora_capitata_PredGene_g48295.t1	Mcavernosa13725-RA
OG0011483	Montipora_capitata_PredGene_g28844.t1, Montipora_capitata_PredGene_adi2mcaRNA5856_R0.t1	Mcavernosa08566-RA
OG0011485	Montipora_capitata_PredGene_g28903.t1	Mcavernosa13707-RA
OG0011486	Montipora_capitata_PredGene_g28910.t1	Mcavernosa13713-RA
OG0011487	Montipora_capitata_PredGene_g28906.t1	Mcavernosa13709-RA
OG0011488	Montipora_capitata_PredGene_g28907.t1	Mcavernosa13710-RA
OG0011490	Montipora_capitata_PredGene_g28905.t1	Mcavernosa13708-RA
OG0011491	Montipora_capitata_PredGene_adi2mcaRNA8493_R0.t1	Mcavernosa04548-RA
OG0011492	Montipora_capitata_PredGene_g17682.t1	Mcavernosa15707-RA
OG0011493	Montipora_capitata_PredGene_g34838.t1	Mcavernosa09664-RA
OG0011494	Montipora_capitata_PredGene_g1266.t1	Mcavernosa01181-RA
OG0011495	Montipora_capitata_PredGene_g55062.t1	Mcavernosa04810-RA
OG0011496	Montipora_capitata_PredGene_g55070.t1	Mcavernosa04827-RA
OG0011497	Montipora_capitata_PredGene_g48086.t1	Mcavernosa22578-RA
OG0011498	Montipora_capitata_PredGene_g48087.t1	Mcavernosa22580-RA
OG0011499	Montipora_capitata_PredGene_g22841.t1	Mcavernosa19598-RA
OG0011500	Montipora_capitata_PredGene_g22842.t1	Mcavernosa19597-RA
OG0011501	Montipora_capitata_PredGene_g22844.t1	Mcavernosa19594-RA
OG0011502	Montipora_capitata_PredGene_g29905.t1	Mcavernosa31427-RA
OG0011503	Montipora_capitata_PredGene_g31857.t1	Mcavernosa00240-RA
OG0011504	Montipora_capitata_PredGene_g11668.t1	Mcavernosa13821-RA
OG0011505	Montipora_capitata_PredGene_adi2mcaRNA29285_R1.t1	Mcavernosa13819-RA
OG0011506	Montipora_capitata_PredGene_adi2mcaRNA29288_R0.t1	Mcavernosa13820-RA
OG0011507	Montipora_capitata_PredGene_g7532.t1, Montipora_capitata_PredGene_g39353.t1, Montipora_capitata_PredGene_g70998.t1	Mcavernosa24315-RA
OG0011508	Montipora_capitata_PredGene_g48555.t1	Mcavernosa13823-RA
OG0011509	Montipora_capitata_PredGene_adi2mcaRNA21035_R1.t1	Mcavernosa08155-RA
OG0011510	Montipora_capitata_PredGene_g15805.t1	Mcavernosa08156-RA
OG0011511	Montipora_capitata_PredGene_g19866.t1	Mcavernosa08153-RA
OG0011512	Montipora_capitata_PredGene_g70035.t1	Mcavernosa08195-RA
OG0011513	Montipora_capitata_PredGene_g70015.t1	Mcavernosa08178-RA
OG0011514	Montipora_capitata_PredGene_g70018.t1	Mcavernosa08182-RA
OG0011515	Montipora_capitata_PredGene_g70021.t1	Mcavernosa08183-RA
OG0011516	Montipora_capitata_PredGene_g70022.t1	Mcavernosa08185-RA
OG0011517	Montipora_capitata_PredGene_g70036.t1	Mcavernosa08194-RA
OG0011518	Montipora_capitata_PredGene_g30473.t1	Mcavernosa04195-RA
OG0011519	Montipora_capitata_PredGene_g30451.t1	Mcavernosa04179-RA
OG0011520	Montipora_capitata_PredGene_adi2mcaRNA6638_R0.t1	Mcavernosa00943-RA
OG0011521	Montipora_capitata_PredGene_g50761.t1	Mcavernosa00975-RA
OG0011522	Montipora_capitata_PredGene_g50760.t1	Mcavernosa00974-RA
OG0011523	Montipora_capitata_PredGene_g9967.t1	Mcavernosa29786-RA
OG0011527	Montipora_capitata_PredGene_g50749.t1	Mcavernosa00933-RA
OG0011529	Montipora_capitata_PredGene_g24065.t1	Mcavernosa25655-RA
OG0011531	Montipora_capitata_PredGene_g5169.t1	Mcavernosa28437-RA
OG0011532	Montipora_capitata_PredGene_g65406.t1	Mcavernosa18516-RA
OG0011533	Montipora_capitata_PredGene_g5723.t1	Mcavernosa18512-RA
OG0011534	Montipora_capitata_PredGene_g65408.t1	Mcavernosa18517-RA
OG0011535	Montipora_capitata_PredGene_g49894.t1	Mcavernosa17636-RA
OG0011536	Montipora_capitata_PredGene_g7382.t1	Mcavernosa22874-RA
OG0011537	Montipora_capitata_PredGene_g44559.t1	Mcavernosa11715-RA
OG0011538	Montipora_capitata_PredGene_g44551.t1	Mcavernosa11719-RA
OG0011539	Montipora_capitata_PredGene_adi2mcaRNA21388_R0.t1	Mcavernosa10672-RA
OG0011540	Montipora_capitata_PredGene_g24037.t1	Mcavernosa26132-RA
OG0011541	Montipora_capitata_PredGene_g24035.t1	Mcavernosa32628-RA
OG0011542	Montipora_capitata_PredGene_g24033.t1	Mcavernosa26131-RA
OG0011543	Montipora_capitata_PredGene_g24017.t1	Mcavernosa19715-RA
OG0011544	Montipora_capitata_PredGene_g24027.t1	Mcavernosa10673-RA
OG0011546	Montipora_capitata_PredGene_g24018.t1	Mcavernosa19714-RA
OG0011547	Montipora_capitata_PredGene_g37399.t1	Mcavernosa33581-RA
OG0011548	Montipora_capitata_PredGene_g37400.t1	Mcavernosa16858-RA
OG0011549	Montipora_capitata_PredGene_g37390.t1	Mcavernosa16864-RA
OG0011550	Montipora_capitata_PredGene_g17410.t1	Mcavernosa34187-RA
OG0011552	Montipora_capitata_PredGene_g51506.t1	Mcavernosa03816-RA
OG0011554	Montipora_capitata_PredGene_adi2mcaRNA9599_R0.t1	Mcavernosa01387-RA
OG0011555	Montipora_capitata_PredGene_g42585.t1	Mcavernosa09125-RA
