Orthogroup	Mcavernosa.maker.proteins	Montipora_capitata_HIv2.genes.pep
OG0012804	Mcavernosa15619-RA	Montipora_capitata_PredGene_g39406.t1
OG0012805	Mcavernosa15618-RA	Montipora_capitata_PredGene_g39405.t1
OG0012806	Mcavernosa01680-RA	Montipora_capitata_PredGene_g66172.t1
OG0012807	Mcavernosa01650-RA	Montipora_capitata_PredGene_g66192.t1
OG0012809	Mcavernosa01678-RA	Montipora_capitata_PredGene_g66173.t1
OG0012811	Mcavernosa06005-RA	Montipora_capitata_PredGene_g58189.t1
OG0012813	Mcavernosa06004-RA	Montipora_capitata_PredGene_g58190.t1
OG0012814	Mcavernosa06008-RA	Montipora_capitata_PredGene_g58187.t1
OG0012815	Mcavernosa16944-RA	Montipora_capitata_PredGene_g64238.t1
OG0012816	Mcavernosa06022-RA	Montipora_capitata_PredGene_g67835.t1
OG0012817	Mcavernosa19521-RA	Montipora_capitata_PredGene_g67827.t1
OG0012818	Mcavernosa19522-RA	Montipora_capitata_PredGene_g67828.t1
OG0012819	Mcavernosa06010-RA	Montipora_capitata_PredGene_g58186.t1
OG0012820	Mcavernosa08243-RA	Montipora_capitata_PredGene_g57206.t1
OG0012822	Mcavernosa23609-RA	Montipora_capitata_PredGene_g32794.t1
OG0012823	Mcavernosa23606-RA	Montipora_capitata_PredGene_g32788.t1
OG0012824	Mcavernosa08241-RA	Montipora_capitata_PredGene_adi2mcaRNA9037_R0.t1
OG0012825	Mcavernosa05113-RA	Montipora_capitata_PredGene_g32471.t1
OG0012826	Mcavernosa17351-RA	Montipora_capitata_PredGene_g4468.t1
OG0012828	Mcavernosa15175-RA	Montipora_capitata_PredGene_g49493.t1
OG0012829	Mcavernosa15178-RA	Montipora_capitata_PredGene_g49490.t1
OG0012830	Mcavernosa31984-RA	Montipora_capitata_PredGene_g33869.t1
OG0012831	Mcavernosa21573-RA	Montipora_capitata_PredGene_g33874.t1
OG0012832	Mcavernosa25974-RA	Montipora_capitata_PredGene_g33896.t1
OG0012833	Mcavernosa15176-RA	Montipora_capitata_PredGene_adi2mcaRNA6779_R0.t1
OG0012834	Mcavernosa15173-RA	Montipora_capitata_PredGene_g49496.t1
OG0012835	Mcavernosa17357-RA	Montipora_capitata_PredGene_adi2mcaRNA6767_R0.t1
OG0012837	Mcavernosa17354-RA	Montipora_capitata_PredGene_g65537.t1
OG0012838	Mcavernosa15180-RA	Montipora_capitata_PredGene_g49484.t1
OG0012839	Mcavernosa15186-RA	Montipora_capitata_PredGene_g49482.t1
OG0012840	Mcavernosa21553-RA	Montipora_capitata_PredGene_g33866.t1
OG0012841	Mcavernosa34630-RA, Mcavernosa24053-RA	Montipora_capitata_PredGene_g33693.t1
OG0012842	Mcavernosa33414-RA, Mcavernosa24054-RA	Montipora_capitata_PredGene_g33692.t1
OG0012844	Mcavernosa32298-RA	Montipora_capitata_PredGene_g33705.t1
OG0012845	Mcavernosa32303-RA	Montipora_capitata_PredGene_g33696.t1
OG0012846	Mcavernosa31839-RA	Montipora_capitata_PredGene_g33651.t1
OG0012847	Mcavernosa31831-RA	Montipora_capitata_PredGene_adi2mcaRNA9798_R0.t1
OG0012848	Mcavernosa33024-RA	Montipora_capitata_PredGene_adi2mcaRNA9787_R1.t1
OG0012849	Mcavernosa06170-RA	Montipora_capitata_PredGene_adi2mcaRNA36616_R1.t1
OG0012850	Mcavernosa06172-RA	Montipora_capitata_PredGene_g66214.t1
OG0012851	Mcavernosa30980-RA	Montipora_capitata_PredGene_adi2mcaRNA2422_R0.t1
OG0012852	Mcavernosa11251-RA	Montipora_capitata_PredGene_g26432.t1
OG0012853	Mcavernosa30956-RA	Montipora_capitata_PredGene_g26404.t1
OG0012854	Mcavernosa30961-RA	Montipora_capitata_PredGene_g26403.t1
OG0012855	Mcavernosa25954-RA	Montipora_capitata_PredGene_g26428.t1
OG0012857	Mcavernosa30947-RA	Montipora_capitata_PredGene_g26422.t1
OG0012859	Mcavernosa14621-RA	Montipora_capitata_PredGene_g2189.t1
OG0012860	Mcavernosa06067-RA	Montipora_capitata_PredGene_g24772.t1
OG0012861	Mcavernosa14622-RA	Montipora_capitata_PredGene_g2188.t1
OG0012862	Mcavernosa11775-RA	Montipora_capitata_PredGene_g24904.t1
OG0012864	Mcavernosa17341-RA, Mcavernosa03393-RA	Montipora_capitata_PredGene_g44604.t1
OG0012865	Mcavernosa03351-RA	Montipora_capitata_PredGene_g5424.t1
OG0012866	Mcavernosa03390-RA	Montipora_capitata_PredGene_g44602.t1
OG0012867	Mcavernosa03389-RA	Montipora_capitata_PredGene_g44601.t1
OG0012868	Mcavernosa03382-RA	Montipora_capitata_PredGene_adi2mcaRNA19239_R1.t1
OG0012869	Mcavernosa11541-RA	Montipora_capitata_PredGene_g32228.t1
OG0012870	Mcavernosa11546-RA	Montipora_capitata_PredGene_g32230.t1
OG0012872	Mcavernosa31226-RA	Montipora_capitata_PredGene_g38788.t1
OG0012873	Mcavernosa08262-RA	Montipora_capitata_PredGene_g61104.t1
OG0012875	Mcavernosa24160-RA	Montipora_capitata_PredGene_g49158.t1
OG0012876	Mcavernosa24163-RA	Montipora_capitata_PredGene_g49156.t1
OG0012877	Mcavernosa21000-RA	Montipora_capitata_PredGene_g49150.t1
OG0012878	Mcavernosa24156-RA	Montipora_capitata_PredGene_adi2mcaRNA16799_R0.t1
OG0012879	Mcavernosa24155-RA	Montipora_capitata_PredGene_adi2mcaRNA16801_R0.t1
OG0012880	Mcavernosa24154-RA	Montipora_capitata_PredGene_g23303.t1
OG0012881	Mcavernosa32609-RA	Montipora_capitata_PredGene_g27612.t1
OG0012882	Mcavernosa01520-RA	Montipora_capitata_PredGene_g12311.t1
OG0012883	Mcavernosa17245-RA	Montipora_capitata_PredGene_g38335.t1
OG0012885	Mcavernosa01518-RA	Montipora_capitata_PredGene_g12309.t1
OG0012886	Mcavernosa17246-RA	Montipora_capitata_PredGene_g38334.t1
OG0012887	Mcavernosa18785-RA	Montipora_capitata_PredGene_g39558.t1
OG0012888	Mcavernosa18780-RA	Montipora_capitata_PredGene_adi2mcaRNA21085_R0.t1
OG0012889	Mcavernosa19675-RA	Montipora_capitata_PredGene_g3119.t1
OG0012890	Mcavernosa12431-RA	Montipora_capitata_PredGene_g42835.t1
OG0012891	Mcavernosa12432-RA	Montipora_capitata_PredGene_g42836.t1
OG0012892	Mcavernosa25835-RA	Montipora_capitata_PredGene_adi2mcaRNA20302_R1.t1
OG0012893	Mcavernosa25837-RA	Montipora_capitata_PredGene_g16419.t1
OG0012894	Mcavernosa25839-RA	Montipora_capitata_PredGene_g16418.t1
OG0012895	Mcavernosa25585-RA	Montipora_capitata_PredGene_g70002.t1
OG0012896	Mcavernosa25584-RA	Montipora_capitata_PredGene_g70003.t1
OG0012897	Mcavernosa19689-RA	Montipora_capitata_PredGene_g56482.t1
OG0012898	Mcavernosa26071-RA	Montipora_capitata_PredGene_g56485.t1
OG0012901	Mcavernosa24624-RA	Montipora_capitata_PredGene_adi2mcaRNA4619_R0.t1
OG0012902	Mcavernosa24626-RA	Montipora_capitata_PredGene_g63625.t1
OG0012903	Mcavernosa17923-RA	Montipora_capitata_PredGene_g63512.t1
OG0012904	Mcavernosa24557-RA	Montipora_capitata_PredGene_g71154.t1
OG0012905	Mcavernosa15263-RA	Montipora_capitata_PredGene_g55913.t1
OG0012906	Mcavernosa03562-RA	Montipora_capitata_PredGene_adi2mcaRNA35549_R0.t1
OG0012907	Mcavernosa26223-RA	Montipora_capitata_PredGene_g45354.t1
OG0012908	Mcavernosa05073-RA	Montipora_capitata_PredGene_g35452.t1
OG0012909	Mcavernosa24069-RA	Montipora_capitata_PredGene_g35454.t1
OG0012910	Mcavernosa24070-RA	Montipora_capitata_PredGene_adi2mcaRNA4413_R0.t1
OG0012911	Mcavernosa12785-RA	Montipora_capitata_PredGene_g35873.t1
OG0012913	Mcavernosa07591-RA	Montipora_capitata_PredGene_g68753.t1
OG0012914	Mcavernosa26874-RA	Montipora_capitata_PredGene_g62140.t1
OG0012915	Mcavernosa07364-RA	Montipora_capitata_PredGene_g10446.t1
OG0012916	Mcavernosa07361-RA	Montipora_capitata_PredGene_g10444.t1
OG0012917	Mcavernosa03159-RA	Montipora_capitata_PredGene_g43322.t1
OG0012918	Mcavernosa13490-RA	Montipora_capitata_PredGene_g17436.t1
OG0012919	Mcavernosa13489-RA	Montipora_capitata_PredGene_g67164.t1
OG0012920	Mcavernosa10102-RA	Montipora_capitata_PredGene_g54209.t1
OG0012921	Mcavernosa22104-RA	Montipora_capitata_PredGene_g66936.t1
OG0012922	Mcavernosa00265-RA	Montipora_capitata_PredGene_g2996.t1
OG0012923	Mcavernosa15289-RA	Montipora_capitata_PredGene_g33516.t1
OG0012924	Mcavernosa15290-RA	Montipora_capitata_PredGene_g18776.t1
OG0012925	Mcavernosa17312-RA	Montipora_capitata_PredGene_g30721.t1
OG0012927	Mcavernosa24851-RA	Montipora_capitata_PredGene_adi2mcaRNA11533_R1.t1
OG0012929	Mcavernosa21650-RA	Montipora_capitata_PredGene_g68195.t1
OG0012931	Mcavernosa29571-RA	Montipora_capitata_PredGene_adi2mcaRNA9828_R0.t1
OG0012933	Mcavernosa27715-RA	Montipora_capitata_PredGene_g28804.t1
OG0012934	Mcavernosa16150-RA	Montipora_capitata_PredGene_g28784.t1
OG0012936	Mcavernosa23963-RA	Montipora_capitata_PredGene_g16010.t1
OG0012937	Mcavernosa06418-RA	Montipora_capitata_PredGene_adi2mcaRNA32669_R1.t1
OG0012938	Mcavernosa04639-RA	Montipora_capitata_PredGene_g45704.t1
OG0012939	Mcavernosa32383-RA	Montipora_capitata_PredGene_g38321.t1
OG0012940	Mcavernosa32000-RA	Montipora_capitata_PredGene_g59543.t1
OG0012942	Mcavernosa31157-RA	Montipora_capitata_PredGene_g48131.t1
OG0012943	Mcavernosa04172-RA	Montipora_capitata_PredGene_g9155.t1
OG0012944	Mcavernosa18743-RA	Montipora_capitata_PredGene_g31736.t1
OG0012945	Mcavernosa18744-RA	Montipora_capitata_PredGene_g31738.t1
OG0012946	Mcavernosa05382-RA	Montipora_capitata_PredGene_g31734.t1
OG0012947	Mcavernosa31156-RA	Montipora_capitata_PredGene_g61848.t1
OG0012949	Mcavernosa31149-RA	Montipora_capitata_PredGene_g61843.t1
OG0012950	Mcavernosa31150-RA	Montipora_capitata_PredGene_g61844.t1
OG0012951	Mcavernosa31151-RA	Montipora_capitata_PredGene_g61845.t1
OG0012952	Mcavernosa02173-RA	Montipora_capitata_PredGene_adi2mcaRNA28950_R0.t1
OG0012953	Mcavernosa02177-RA	Montipora_capitata_PredGene_g61952.t1
OG0012954	Mcavernosa28811-RA	Montipora_capitata_PredGene_g3899.t1
OG0012955	Mcavernosa32499-RA	Montipora_capitata_PredGene_g32072.t1
OG0012957	Mcavernosa18909-RA	Montipora_capitata_PredGene_g51846.t1
OG0012958	Mcavernosa05572-RA	Montipora_capitata_PredGene_g51630.t1
OG0012960	Mcavernosa06123-RA	Montipora_capitata_PredGene_adi2mcaRNA16131_R1.t1
OG0012961	Mcavernosa06932-RA	Montipora_capitata_PredGene_g33594.t1
OG0012962	Mcavernosa06933-RA	Montipora_capitata_PredGene_g33593.t1
OG0012963	Mcavernosa06929-RA	Montipora_capitata_PredGene_g33598.t1
OG0012964	Mcavernosa06930-RA	Montipora_capitata_PredGene_g33596.t1
OG0012965	Mcavernosa06931-RA	Montipora_capitata_PredGene_g33595.t1
OG0012966	Mcavernosa06927-RA	Montipora_capitata_PredGene_g33600.t1
OG0012967	Mcavernosa14375-RA	Montipora_capitata_PredGene_g66557.t1
OG0012968	Mcavernosa05638-RA	Montipora_capitata_PredGene_g37262.t1
OG0012969	Mcavernosa07502-RA	Montipora_capitata_PredGene_g48266.t1
OG0012970	Mcavernosa07501-RA	Montipora_capitata_PredGene_g48268.t1
OG0012971	Mcavernosa05633-RA	Montipora_capitata_PredGene_g37245.t1
OG0012972	Mcavernosa05634-RA	Montipora_capitata_PredGene_g37244.t1
OG0012974	Mcavernosa10822-RA	Montipora_capitata_PredGene_g4091.t1
OG0012975	Mcavernosa20688-RA	Montipora_capitata_PredGene_g9724.t1
OG0012976	Mcavernosa20690-RA	Montipora_capitata_PredGene_g9732.t1
OG0012977	Mcavernosa20682-RA	Montipora_capitata_PredGene_g24164.t1
OG0012978	Mcavernosa20683-RA	Montipora_capitata_PredGene_g24166.t1, Montipora_capitata_PredGene_g9721.t1
OG0012979	Mcavernosa18293-RA	Montipora_capitata_PredGene_g40977.t1
OG0012980	Mcavernosa28426-RA	Montipora_capitata_PredGene_g42352.t1
OG0012983	Mcavernosa08763-RA	Montipora_capitata_PredGene_g12286.t1
OG0012984	Mcavernosa08760-RA	Montipora_capitata_PredGene_g62771.t1
OG0012985	Mcavernosa08762-RA	Montipora_capitata_PredGene_g12285.t1
OG0012986	Mcavernosa02359-RA	Montipora_capitata_PredGene_g23748.t1
OG0012987	Mcavernosa08260-RA	Montipora_capitata_PredGene_g61108.t1
OG0012988	Mcavernosa26482-RA	Montipora_capitata_PredGene_g59987.t1
OG0012989	Mcavernosa07505-RA	Montipora_capitata_PredGene_g21727.t1
OG0012990	Mcavernosa07508-RA	Montipora_capitata_PredGene_g21716.t1
OG0012993	Mcavernosa26595-RA	Montipora_capitata_PredGene_g60185.t1
OG0012994	Mcavernosa21703-RA	Montipora_capitata_PredGene_g60181.t1
OG0012995	Mcavernosa21704-RA	Montipora_capitata_PredGene_g60180.t1
OG0012996	Mcavernosa21707-RA	Montipora_capitata_PredGene_g60178.t1
OG0012997	Mcavernosa07849-RA	Montipora_capitata_PredGene_g60200.t1
OG0012999	Mcavernosa05105-RA	Montipora_capitata_PredGene_g32465.t1
OG0013000	Mcavernosa24457-RA	Montipora_capitata_PredGene_adi2mcaRNA32803_R0.t1
OG0013002	Mcavernosa14331-RA	Montipora_capitata_PredGene_g58766.t1
OG0013004	Mcavernosa10263-RA	Montipora_capitata_PredGene_g16056.t1
OG0013005	Mcavernosa26219-RA	Montipora_capitata_PredGene_g45341.t1
OG0013006	Mcavernosa26867-RA	Montipora_capitata_PredGene_adi2mcaRNA34517_R0.t1
OG0013007	Mcavernosa10922-RA	Montipora_capitata_PredGene_g26468.t1
OG0013009	Mcavernosa10917-RA	Montipora_capitata_PredGene_g26466.t1
OG0013010	Mcavernosa10920-RA	Montipora_capitata_PredGene_g26467.t1
OG0013011	Mcavernosa29620-RA	Montipora_capitata_PredGene_adi2mcaRNA13718_R1.t1
OG0013012	Mcavernosa13051-RA	Montipora_capitata_PredGene_g55695.t1
OG0013013	Mcavernosa13044-RA	Montipora_capitata_PredGene_g55700.t1
OG0013014	Mcavernosa12574-RA	Montipora_capitata_PredGene_adi2mcaRNA29322_R0.t1
OG0013015	Mcavernosa15414-RA	Montipora_capitata_PredGene_g29411.t1
OG0013017	Mcavernosa15418-RA	Montipora_capitata_PredGene_g29409.t1
OG0013020	Mcavernosa13664-RA	Montipora_capitata_PredGene_g12519.t1
OG0013021	Mcavernosa13665-RA	Montipora_capitata_PredGene_g12514.t1
OG0013023	Mcavernosa13670-RA	Montipora_capitata_PredGene_g1554.t1
OG0013024	Mcavernosa13662-RA	Montipora_capitata_PredGene_adi2mcaRNA37184_R0.t1
OG0013025	Mcavernosa13663-RA	Montipora_capitata_PredGene_g1544.t1
OG0013026	Mcavernosa03854-RA	Montipora_capitata_PredGene_g36202.t1
OG0013027	Mcavernosa03823-RA	Montipora_capitata_PredGene_g36180.t1
OG0013028	Mcavernosa03857-RA	Montipora_capitata_PredGene_g36231.t1
OG0013029	Mcavernosa03860-RA	Montipora_capitata_PredGene_g36232.t1
OG0013030	Mcavernosa03829-RA	Montipora_capitata_PredGene_g36186.t1
OG0013032	Mcavernosa01999-RA	Montipora_capitata_PredGene_adi2mcaRNA12830_R0.t1
OG0013033	Mcavernosa01996-RA	Montipora_capitata_PredGene_g49063.t1
OG0013034	Mcavernosa01995-RA	Montipora_capitata_PredGene_g49065.t1
OG0013035	Mcavernosa01994-RA	Montipora_capitata_PredGene_g49064.t1
OG0013036	Mcavernosa09946-RA	Montipora_capitata_PredGene_g36315.t1
OG0013037	Mcavernosa26050-RA	Montipora_capitata_PredGene_g36317.t1
OG0013038	Mcavernosa09542-RA	Montipora_capitata_PredGene_g284.t1
OG0013039	Mcavernosa02558-RA	Montipora_capitata_PredGene_g66437.t1
OG0013040	Mcavernosa02580-RA	Montipora_capitata_PredGene_g286.t1
OG0013041	Mcavernosa02574-RA	Montipora_capitata_PredGene_g289.t1
OG0013043	Mcavernosa29055-RA	Montipora_capitata_PredGene_g40355.t1
OG0013045	Mcavernosa19342-RA	Montipora_capitata_PredGene_g49605.t1
OG0013046	Mcavernosa19350-RA	Montipora_capitata_PredGene_g49607.t1
OG0013047	Mcavernosa19351-RA	Montipora_capitata_PredGene_g49608.t1
OG0013048	Mcavernosa29115-RA	Montipora_capitata_PredGene_g40688.t1
OG0013050	Mcavernosa03798-RA	Montipora_capitata_PredGene_g36707.t1
OG0013051	Mcavernosa32107-RA	Montipora_capitata_PredGene_g36714.t1
OG0013052	Mcavernosa05330-RA	Montipora_capitata_PredGene_g31423.t1
OG0013053	Mcavernosa05332-RA	Montipora_capitata_PredGene_g47241.t1
OG0013054	Mcavernosa23588-RA	Montipora_capitata_PredGene_g55709.t1
OG0013055	Mcavernosa29077-RA	Montipora_capitata_PredGene_adi2mcaRNA3595_R0.t1
OG0013056	Mcavernosa27544-RA	Montipora_capitata_PredGene_g40349.t1
OG0013058	Mcavernosa04455-RA	Montipora_capitata_PredGene_g26491.t1
OG0013059	Mcavernosa19643-RA	Montipora_capitata_PredGene_g70089.t1
OG0013060	Mcavernosa28581-RA	Montipora_capitata_PredGene_g11111.t1
OG0013062	Mcavernosa19401-RA	Montipora_capitata_PredGene_adi2mcaRNA19717_R1.t1
OG0013065	Mcavernosa21610-RA	Montipora_capitata_PredGene_g37741.t1
OG0013067	Mcavernosa06507-RA	Montipora_capitata_PredGene_g17817.t1
OG0013068	Mcavernosa10765-RA	Montipora_capitata_PredGene_g60219.t1
OG0013070	Mcavernosa06499-RA, Mcavernosa06498-RA	Montipora_capitata_PredGene_g60230.t1
OG0013071	Mcavernosa06509-RA	Montipora_capitata_PredGene_g60213.t1
OG0013072	Mcavernosa06510-RA	Montipora_capitata_PredGene_g60212.t1
OG0013073	Mcavernosa06513-RA	Montipora_capitata_PredGene_g60060.t1
OG0013074	Mcavernosa06511-RA	Montipora_capitata_PredGene_g60211.t1
OG0013075	Mcavernosa06500-RA	Montipora_capitata_PredGene_g60231.t1
OG0013076	Mcavernosa05921-RA	Montipora_capitata_PredGene_g43033.t1
OG0013077	Mcavernosa05922-RA	Montipora_capitata_PredGene_g43032.t1
OG0013078	Mcavernosa05926-RA	Montipora_capitata_PredGene_g43029.t1
OG0013079	Mcavernosa05918-RA	Montipora_capitata_PredGene_g43035.t1
OG0013080	Mcavernosa05920-RA	Montipora_capitata_PredGene_g43034.t1
OG0013082	Mcavernosa21129-RA	Montipora_capitata_PredGene_g36519.t1
OG0013083	Mcavernosa31288-RA	Montipora_capitata_PredGene_g41458.t1
OG0013084	Mcavernosa11288-RA	Montipora_capitata_PredGene_g15353.t1
OG0013085	Mcavernosa11285-RA	Montipora_capitata_PredGene_g41489.t1
OG0013086	Mcavernosa11284-RA	Montipora_capitata_PredGene_g41490.t1
OG0013087	Mcavernosa00200-RA	Montipora_capitata_PredGene_g31880.t1
OG0013088	Mcavernosa28089-RA	Montipora_capitata_PredGene_g29176.t1
OG0013089	Mcavernosa16117-RA	Montipora_capitata_PredGene_g71197.t1
OG0013090	Mcavernosa27121-RA	Montipora_capitata_PredGene_g71194.t1
OG0013091	Mcavernosa27122-RA	Montipora_capitata_PredGene_g11268.t1
OG0013092	Mcavernosa11087-RA	Montipora_capitata_PredGene_g2044.t1
OG0013094	Mcavernosa11094-RA	Montipora_capitata_PredGene_g14883.t1
OG0013095	Mcavernosa05755-RA	Montipora_capitata_PredGene_g14885.t1
OG0013096	Mcavernosa02446-RA	Montipora_capitata_PredGene_g10248.t1
OG0013097	Mcavernosa02443-RA	Montipora_capitata_PredGene_g10250.t1
OG0013098	Mcavernosa02444-RA	Montipora_capitata_PredGene_g10249.t1
OG0013099	Mcavernosa02442-RA	Montipora_capitata_PredGene_g10251.t1
OG0013100	Mcavernosa18417-RA	Montipora_capitata_PredGene_g1894.t1
OG0013102	Mcavernosa05690-RA	Montipora_capitata_PredGene_adi2mcaRNA30220_R0.t1
OG0013103	Mcavernosa07788-RA	Montipora_capitata_PredGene_g30176.t1
OG0013105	Mcavernosa07789-RA	Montipora_capitata_PredGene_g30180.t1
OG0013106	Mcavernosa06463-RA	Montipora_capitata_PredGene_g30171.t1
OG0013107	Mcavernosa06464-RA	Montipora_capitata_PredGene_g30172.t1
OG0013108	Mcavernosa01375-RA	Montipora_capitata_PredGene_g49265.t1
OG0013109	Mcavernosa09114-RA	Montipora_capitata_PredGene_g42620.t1
OG0013110	Mcavernosa09115-RA	Montipora_capitata_PredGene_g42619.t1
OG0013111	Mcavernosa09123-RA	Montipora_capitata_PredGene_g42613.t1
OG0013112	Mcavernosa12418-RA	Montipora_capitata_PredGene_g17604.t1
OG0013114	Mcavernosa01881-RA	Montipora_capitata_PredGene_g28508.t1
OG0013115	Mcavernosa24114-RA	Montipora_capitata_PredGene_g18690.t1
OG0013116	Mcavernosa24115-RA	Montipora_capitata_PredGene_g18688.t1
OG0013118	Mcavernosa11348-RA	Montipora_capitata_PredGene_g51645.t1
OG0013119	Mcavernosa02200-RA	Montipora_capitata_PredGene_g60064.t1
OG0013121	Mcavernosa31745-RA	Montipora_capitata_PredGene_g28088.t1
OG0013123	Mcavernosa10556-RA	Montipora_capitata_PredGene_g24446.t1
OG0013126	Mcavernosa14002-RA	Montipora_capitata_PredGene_g24462.t1
OG0013127	Mcavernosa02802-RA	Montipora_capitata_PredGene_g27083.t1
OG0013128	Mcavernosa22429-RA	Montipora_capitata_PredGene_adi2mcaRNA11941_R0.t1
OG0013130	Mcavernosa00160-RA	Montipora_capitata_PredGene_g58095.t1
OG0013131	Mcavernosa18548-RA	Montipora_capitata_PredGene_g48286.t1
OG0013132	Mcavernosa18547-RA	Montipora_capitata_PredGene_g48287.t1
OG0013133	Mcavernosa09694-RA	Montipora_capitata_PredGene_g16443.t1
OG0013134	Mcavernosa25217-RA	Montipora_capitata_PredGene_g16449.t1
OG0013136	Mcavernosa25221-RA	Montipora_capitata_PredGene_g30119.t1
OG0013137	Mcavernosa27239-RA	Montipora_capitata_PredGene_g9758.t1
OG0013138	Mcavernosa22247-RA	Montipora_capitata_PredGene_g194.t1
OG0013139	Mcavernosa22241-RA	Montipora_capitata_PredGene_g196.t1
OG0013140	Mcavernosa27237-RA	Montipora_capitata_PredGene_g9760.t1
OG0013141	Mcavernosa27238-RA	Montipora_capitata_PredGene_g63280.t1
OG0013142	Mcavernosa18054-RA	Montipora_capitata_PredGene_g9769.t1
OG0013143	Mcavernosa22256-RA	Montipora_capitata_PredGene_g9770.t1
OG0013144	Mcavernosa22257-RA	Montipora_capitata_PredGene_g63271.t1
OG0013145	Mcavernosa29269-RA	Montipora_capitata_PredGene_g65505.t1
OG0013147	Mcavernosa08358-RA	Montipora_capitata_PredGene_g35509.t1
OG0013149	Mcavernosa19282-RA	Montipora_capitata_PredGene_g64057.t1
OG0013150	Mcavernosa19273-RA	Montipora_capitata_PredGene_g64061.t1
OG0013154	Mcavernosa00043-RA	Montipora_capitata_PredGene_g22588.t1
OG0013155	Mcavernosa06353-RA	Montipora_capitata_PredGene_g22336.t1
OG0013157	Mcavernosa13626-RA	Montipora_capitata_PredGene_g33958.t1
OG0013158	Mcavernosa14340-RA	Montipora_capitata_PredGene_g46901.t1
OG0013159	Mcavernosa20554-RA	Montipora_capitata_PredGene_g20599.t1
OG0013160	Mcavernosa19690-RA	Montipora_capitata_PredGene_g983.t1
OG0013161	Mcavernosa17282-RA	Montipora_capitata_PredGene_g32322.t1
OG0013163	Mcavernosa14301-RA	Montipora_capitata_PredGene_g32317.t1
OG0013164	Mcavernosa14300-RA	Montipora_capitata_PredGene_g32320.t1
OG0013165	Mcavernosa17278-RA	Montipora_capitata_PredGene_g32325.t1
OG0013168	Mcavernosa04061-RA	Montipora_capitata_PredGene_g544.t1
OG0013169	Mcavernosa04041-RA	Montipora_capitata_PredGene_g50875.t1
OG0013170	Mcavernosa04043-RA	Montipora_capitata_PredGene_g50873.t1
OG0013171	Mcavernosa04062-RA	Montipora_capitata_PredGene_g543.t1
OG0013172	Mcavernosa04026-RA	Montipora_capitata_PredGene_g50894.t1
OG0013173	Mcavernosa02272-RA	Montipora_capitata_PredGene_g46721.t1
OG0013174	Mcavernosa27367-RA	Montipora_capitata_PredGene_adi2mcaRNA5066_R0.t1
OG0013175	Mcavernosa27368-RA	Montipora_capitata_PredGene_g54599.t1
OG0013176	Mcavernosa01990-RA	Montipora_capitata_PredGene_g49077.t1
OG0013178	Mcavernosa17183-RA	Montipora_capitata_PredGene_g39681.t1
OG0013179	Mcavernosa17181-RA	Montipora_capitata_PredGene_g39682.t1
OG0013180	Mcavernosa17185-RA	Montipora_capitata_PredGene_g39679.t1
OG0013182	Mcavernosa17184-RA	Montipora_capitata_PredGene_g39680.t1
OG0013183	Mcavernosa18320-RA	Montipora_capitata_PredGene_g36306.t1
OG0013184	Mcavernosa18326-RA	Montipora_capitata_PredGene_g36305.t1
OG0013185	Mcavernosa22035-RA	Montipora_capitata_PredGene_g60525.t1, Montipora_capitata_PredGene_g13762.t1
